oryctolagus_cuniculus ENSOCUG00000017842
jaculus_jaculus ENSJJAG00000024260
tupaia_belangeri ENSTBEG00000001345
meriones_unguiculatus ENSMUGG00000021330
meriones_unguiculatus ENSMUGG00000002753
cricetulus_griseus_crigri-picr ENSCGRG00015014037
cricetulus_griseus_chok1gshd ENSCGRG00001015424
mesocricetus_auratus ENSMAUG00000001537
microtus_ochrogaster ENSMOCG00000017799
nannospalax_galili ENSNGAG00000010473
castor_canadensis ENSCCNG00000001793
heterocephalus_glaber_male ENSHGLG00100010077
heterocephalus_glaber_female ENSHGLG00000003657
fukomys_damarensis ENSFDAG00000015590
octodon_degus ENSODEG00000008851
octodon_degus ENSODEG00000010507
cavia_porcellus ENSCPOG00000039731
cavia_aperea ENSCAPG00000002667
spermophilus_dauricus ENSSDAG00000009868
urocitellus_parryii ENSUPAG00010021860
marmota_marmota_marmota ENSMMMG00000016063
ursus_maritimus ENSUMAG00000023068
ursus_americanus ENSUAMG00000005458
ailuropoda_melanoleuca ENSAMEG00000012930
neovison_vison ENSNVIG00000007123
mustela_putorius_furo ENSMPUG00000006476
canis_lupus_familiaris ENSCAFG00000031857
canis_lupus_dingo ENSCAFG00020013058
vulpes_vulpes ENSVVUG00000008581
panthera_tigris_altaica ENSPTIG00000021573
panthera_pardus ENSPPRG00000014617
felis_catus ENSFCAG00000043995
equus_asinus_asinus ENSEASG00005013637
equus_caballus ENSECAG00000023724
myotis_lucifugus ENSMLUG00000013784
pteropus_vampyrus ENSPVAG00000004392
bos_taurus ENSBTAG00000007714
bos_mutus ENSBMUG00000018045
bison_bison_bison ENSBBBG00000016134
capra_hircus ENSCHIG00000014937
ovis_aries ENSOARG00000009044
sus_scrofa ENSSSCG00000022434
tursiops_truncatus ENSTTRG00000006707
vicugna_pacos ENSVPAG00000000139
erinaceus_europaeus ENSEEUG00000006864
sorex_araneus ENSSARG00000008140
prolemur_simus ENSPSMG00000011152
propithecus_coquereli ENSPCOG00000022996
microcebus_murinus ENSMICG00000004971
carlito_syrichta ENSTSYG00000027063
pan_paniscus ENSPPAG00000031448
pan_troglodytes ENSPTRG00000011112
gorilla_gorilla ENSGGOG00000008607
homo_sapiens ENSG00000159917
pongo_abelii ENSPPYG00000010086
colobus_angolensis_palliatus ENSCANG00000029539
piliocolobus_tephrosceles ENSPTEG00000031892
rhinopithecus_bieti ENSRBIG00000026071
rhinopithecus_roxellana ENSRROG00000033359
macaca_mulatta ENSMMUG00000012801
macaca_nemestrina ENSMNEG00000028194
macaca_fascicularis ENSMFAG00000035923
cercocebus_atys ENSCATG00000029278
mandrillus_leucophaeus ENSMLEG00000034346
theropithecus_gelada ENSTGEG00000016954
papio_anubis ENSPANG00000006495
chlorocebus_sabaeus ENSCSAG00000003323
saimiri_boliviensis_boliviensis ENSSBOG00000028285
cebus_capucinus ENSCCAG00000037645
callithrix_jacchus ENSCJAG00000039837
aotus_nancymaae ENSANAG00000037223
nomascus_leucogenys ENSNLEG00000006337
cavia_aperea ENSCAPG00000014969
vicugna_pacos ENSVPAG00000005080
loxodonta_africana ENSLAFG00000011186
procavia_capensis ENSPCAG00000005203
dasypus_novemcinctus ENSDNOG00000042106
