dasypus_novemcinctus ENSDNOG00000032725
choloepus_hoffmanni ENSCHOG00000001889
myotis_lucifugus ENSMLUG00000006631
pteropus_vampyrus ENSPVAG00000004015
equus_asinus ENSEASG00005010464
erinaceus_europaeus ENSEEUG00000005343
tursiops_truncatus ENSTTRG00000008015
sus_scrofa ENSSSCG00000025838
capra_hircus ENSCHIG00000013386
ovis_aries ENSOARG00000016667
bos_indicus ENSBIXG00000028121
bos_indicus ENSBIXG00005027157
bos_taurus ENSBTAG00000021160
bos_mutus ENSBMUG00000004367
bison_bison ENSBBBG00000015730
mustela_putorius ENSMPUG00000006512
neovison_vison ENSNVIG00000024101
ailuropoda_melanoleuca ENSAMEG00000011318
panthera_pardus ENSPPRG00000002436
felis_catus ENSFCAG00000004258
ursus_americanus ENSUAMG00000018610
callithrix_jacchus ENSCJAG00000006616
aotus_nancymaae ENSANAG00000024668
nomascus_leucogenys ENSNLEG00000012270
procavia_capensis ENSPCAG00000014461
propithecus_coquereli ENSPCOG00000025286
prolemur_simus ENSPSMG00000018790
microcebus_murinus ENSMICG00000009639
otolemur_garnettii ENSOGAG00000014423
rhinopithecus_bieti ENSRBIG00000034189
rhinopithecus_roxellana ENSRROG00000036852
piliocolobus_tephrosceles ENSPTEG00000033889
theropithecus_gelada ENSTGEG00000025110
cercocebus_atys ENSCATG00000023909
macaca_mulatta ENSMMUG00000016593
papio_anubis ENSPANG00000014190
homo_sapiens ENSG00000129354
gorilla_gorilla ENSGGOG00000004621
pan_troglodytes ENSPTRG00000010478
pan_paniscus ENSPPAG00000042634
macaca_nemestrina ENSMNEG00000042247
cebus_capucinus ENSCCAG00000021920
mandrillus_leucophaeus ENSMLEG00000022842
colobus_angolensis ENSCANG00000026036
pongo_abelii ENSPPYG00000009558
callithrix_jacchus ENSCJAG00000046548
callithrix_jacchus ENSCJAG00000045767
heterocephalus_glaber ENSHGLG00000017835
heterocephalus_glaber ENSHGLG00100013763
octodon_degus ENSODEG00000016673
urocitellus_parryii ENSUPAG00010002081
marmota_marmota ENSMMMG00000019106
spermophilus_dauricus ENSSDAG00000005859
ictidomys_tridecemlineatus ENSSTOG00000007719
cricetulus_griseus ENSCGRG00001020691
cricetulus_griseus ENSCGRG00015000395
cricetulus_griseus ENSCGRG00000005832
mesocricetus_auratus ENSMAUG00000012894
microtus_ochrogaster ENSMOCG00000000638
peromyscus_maniculatus ENSPEMG00000023352
mus_spicilegus ENSMSIG00000016529
mus_musculus ENSMUSG00000003309
mus_spretus MGP_SPRETEiJ_G0032993
mus_caroli MGP_CAROLIEiJ_G0031869
mus_pahari MGP_PahariEiJ_G0014735
rattus_norvegicus ENSRNOG00000043093
meriones_unguiculatus ENSMUGG00000020818
nannospalax_galili ENSNGAG00000013508
castor_canadensis ENSCCNG00000014123
cebus_capucinus ENSCCAG00000000365
aotus_nancymaae ENSANAG00000025535
aotus_nancymaae ENSANAG00000020998
cebus_capucinus ENSCCAG00000023734
carlito_syrichta ENSTSYG00000032947
dipodomys_ordii ENSDORG00000013447
jaculus_jaculus ENSJJAG00000009862
cavia_aperea ENSCAPG00000008580
cavia_porcellus ENSCPOG00000026213
fukomys_damarensis ENSFDAG00000005613
chinchilla_lanigera ENSCLAG00000015388
canis_lupus ENSCAFG00000017746
vulpes_vulpes ENSVVUG00000017448
panthera_tigris ENSPTIG00000006441
canis_lupus ENSCAFG00020024487
ursus_maritimus ENSUMAG00000025087
equus_caballus ENSECAG00000023130
loxodonta_africana ENSLAFG00000001589
ochotona_princeps ENSOPRG00000005981
oryctolagus_cuniculus ENSOCUG00000024334
sorex_araneus ENSSARG00000002242
echinops_telfairi ENSETEG00000019652
chlorocebus_sabaeus ENSCSAG00000007087
macaca_fascicularis ENSMFAG00000002157
saimiri_boliviensis ENSSBOG00000001299
vombatus_ursinus ENSVURG00010024957
phascolarctos_cinereus ENSPCIG00000016957
notamacropus_eugenii ENSMEUG00000003643
monodelphis_domestica ENSMODG00000005838
sarcophilus_harrisii ENSSHAG00000005131
ornithorhynchus_anatinus ENSOANG00000010455
calidris_pygmaea ENSCPGG00000014453
calidris_pugnax ENSCPUG00000013351
lonchura_striata ENSLSDG00000008254
anser_brachyrhynchus ENSABRG00000021439
anas_platyrhynchos ENSAPLG00000016859
anas_platyrhynchos ENSAPLG00000021376
apteryx_rowi ENSARWG00000002261
apteryx_owenii ENSAOWG00000018877
nothoprocta_perdicaria ENSNPEG00000011243
numida_meleagris ENSNMEG00000002737
gallus_gallus ENSGALG00000054240
calidris_pugnax ENSCPUG00000013350
pelodiscus_sinensis ENSPSIG00000016852
sphenodon_punctatus ENSSPUG00000002511
chelonoidis_abingdonii ENSCABG00000004408
gopherus_agassizii ENSGAGG00000001999
chrysemys_picta ENSCPBG00000005150
pogona_vitticeps ENSPVIG00000005065
anolis_carolinensis ENSACAG00000015870
notechis_scutatus ENSNSUG00000016257
salvator_merianae ENSSMRG00000004709
xenopus_tropicalis ENSXETG00000008357
latimeria_chalumnae ENSLACG00000013909
monopterus_albus ENSMALG00000021491
anabas_testudineus ENSATEG00000002811
seriola_dumerili ENSSDUG00000023256
seriola_lalandi ENSSLDG00000023631
lates_calcarifer ENSLCAG00010025411
cynoglossus_semilaevis ENSCSEG00000013803
betta_splendens ENSBSLG00000005447
cottoperca_gobio ENSCGOG00000021610
mastacembelus_armatus ENSMAMG00000002700
scophthalmus_maximus ENSSMAG00000014240
labrus_bergylta ENSLBEG00000020783
larimichthys_crocea ENSLCRG00005002656
mola_mola ENSMMOG00000008484
