calidris_pugnax ENSCPUG00000003998
calidris_pygmaea ENSCPGG00000000235
melopsittacus_undulatus ENSMUNG00000007264
lepidothrix_coronata ENSLCOG00000008800
manacus_vitellinus ENSMVIG00005005460
cyanistes_caeruleus ENSCCEG00000002756
parus_major ENSPMJG00000012246
ficedula_albicollis ENSFALG00000001528
zonotrichia_albicollis ENSZALG00000014155
junco_hyemalis ENSJHYG00000003088
serinus_canaria ENSSCAG00000012286
taeniopygia_guttata ENSTGUG00000013513
lonchura_striata ENSLSDG00000011086
coturnix_japonica ENSCJPG00005003360
meleagris_gallopavo ENSMGAG00000014440
gallus_gallus ENSGALG00000015461
numida_meleagris ENSNMEG00000010408
anser_brachyrhynchus ENSABRG00000001473
dromaius_novaehollandiae ENSDNVG00000004660
nothoprocta_perdicaria ENSNPEG00000006505
apteryx_owenii ENSAOWG00000002581
apteryx_haastii ENSAHAG00000012236
apteryx_rowi ENSARWG00000002932
crocodylus_porosus ENSCPRG00005011212
chrysemys_picta ENSCPBG00000009888
gopherus_agassizii ENSGAGG00000014591
pelodiscus_sinensis ENSPSIG00000010049
pogona_vitticeps ENSPVIG00000010642
anolis_carolinensis ENSACAG00000009719
sphenodon_punctatus ENSSPUG00000018595
