petromyzon_marinus ENSPMAG00000004384
eptatretus_burgeri ENSEBUG00000016337
paramormyrops_kingsleyae ENSPKIG00000014735
scleropages_formosus ENSSFOG00015002778
clupea_harengus ENSCHAG00000003134
denticeps_clupeoides ENSDCDG00000030047
astyanax_mexicanus ENSAMXG00005020056
astyanax_mexicanus ENSAMXG00000005949
pygocentrus_nattereri ENSPNAG00000024571
ictalurus_punctatus ENSIPUG00000020862
electrophorus_electricus ENSEEEG00000015535
danio_rerio ENSDARG00000099143
hucho_hucho ENSHHUG00000009288
hucho_hucho ENSHHUG00000051831
esox_lucius ENSELUG00000019388
anabas_testudineus ENSATEG00000018297
betta_splendens ENSBSLG00000013930
gasterosteus_aculeatus ENSGACG00000018695
oryzias_latipes ENSORLG00015014628
oryzias_latipes ENSORLG00020019604
oryzias_latipes ENSORLG00000009586
oryzias_melastigma ENSOMEG00000016411
xiphophorus_couchianus ENSXCOG00000013325
monopterus_albus ENSMALG00000011805
larimichthys_crocea ENSLCRG00005005212
seriola_lalandi ENSSLDG00000022887
seriola_dumerili ENSSDUG00000013303
lates_calcarifer ENSLCAG00010025215
stegastes_partitus ENSSPAG00000022971
amphiprion_ocellaris ENSAOCG00000011677
amphiprion_ocellaris ENSAOCG00000000984
amphiprion_percula ENSAPEG00000008219
acanthochromis_polyacanthus ENSAPOG00000008573
parambassis_ranga ENSPRNG00000019225
astatotilapia_calliptera ENSACLG00000022355
haplochromis_burtoni ENSHBUG00000001560
maylandia_zebra ENSMZEG00005005867
pundamilia_nyererei ENSPNYG00000000064
neolamprologus_brichardi ENSNBRG00000021692
oreochromis_niloticus ENSONIG00000015778
amphilophus_citrinellus ENSACIG00000005597
xiphophorus_maculatus ENSXMAG00000018969
gambusia_affinis ENSGAFG00000000210
poecilia_mexicana ENSPMEG00000014386
poecilia_formosa ENSPFOG00000003352
poecilia_latipinna ENSPLAG00000007635
poecilia_reticulata ENSPREG00000004026
cyprinodon_variegatus ENSCVAG00000021000
