chelonoidis_abingdonii ENSCABG00000000585
gopherus_agassizii ENSGAGG00000022973
chrysemys_picta_bellii ENSCPBG00000027488
pelodiscus_sinensis ENSPSIG00000010746
numida_meleagris ENSNMEG00000006404
gallus_gallus ENSGALG00000001610
serinus_canaria ENSSCAG00000006131
lonchura_striata_domestica ENSLSDG00000015954
junco_hyemalis ENSJHYG00000008706
parus_major ENSPMJG00000001963
ficedula_albicollis ENSFALG00000013287
lepidothrix_coronata ENSLCOG00000000582
apteryx_owenii ENSAOWG00000000638
anser_brachyrhynchus ENSABRG00000005476
meleagris_gallopavo ENSMGAG00000005125
manacus_vitellinus ENSMVIG00005011073
calidris_pygmaea ENSCPGG00000010994
calidris_pugnax ENSCPUG00000014398
anas_platyrhynchos_platyrhynchos ENSAPLG00000003913
taeniopygia_guttata ENSTGUG00000003020
cyanistes_caeruleus ENSCCEG00000021844
nothoprocta_perdicaria ENSNPEG00000011734
apteryx_rowi ENSARWG00000000216
apteryx_haastii ENSAHAG00000009938
dromaius_novaehollandiae ENSDNVG00000017080
melopsittacus_undulatus ENSMUNG00000005428
coturnix_japonica ENSCJPG00005002314
crocodylus_porosus ENSCPRG00005002303
anolis_carolinensis ENSACAG00000013164
pogona_vitticeps ENSPVIG00000006253
notechis_scutatus ENSNSUG00000008598
salvator_merianae ENSSMRG00000007817
sphenodon_punctatus ENSSPUG00000018016
zonotrichia_albicollis ENSZALG00000004318
procavia_capensis ENSPCAG00000000407
loxodonta_africana ENSLAFG00000002236
dasypus_novemcinctus ENSDNOG00000018119
castor_canadensis ENSCCNG00000003779
dipodomys_ordii ENSDORG00000009810
cricetulus_griseus_chok1gshd ENSCGRG00001013364
cricetulus_griseus_crigri-picr ENSCGRG00015016334
cricetulus_griseus_crigri ENSCGRG00000007718
mesocricetus_auratus ENSMAUG00000012875
peromyscus_maniculatus_bairdii ENSPEMG00000018039
microtus_ochrogaster ENSMOCG00000011115
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017909
mus_spicilegus ENSMSIG00000017192
mus_musculus ENSMUSG00000018547
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017063
mus_pahari MGP_PahariEiJ_G0018192
rattus_norvegicus ENSRNOG00000013030
meriones_unguiculatus ENSMUGG00000009540
nannospalax_galili ENSNGAG00000016232
jaculus_jaculus ENSJJAG00000023362
ictidomys_tridecemlineatus ENSSTOG00000014263
urocitellus_parryii ENSUPAG00010007141
spermophilus_dauricus ENSSDAG00000003825
marmota_marmota_marmota ENSMMMG00000019941
tupaia_belangeri ENSTBEG00000013050
propithecus_coquereli ENSPCOG00000027143
microcebus_murinus ENSMICG00000003001
prolemur_simus ENSPSMG00000008468
otolemur_garnettii ENSOGAG00000008781
gorilla_gorilla ENSGGOG00000007073
homo_sapiens ENSG00000276293
pan_paniscus ENSPPAG00000040708
pan_troglodytes ENSPTRG00000009076
pongo_abelii ENSPPYG00000008504
nomascus_leucogenys ENSNLEG00000000607
macaca_fascicularis ENSMFAG00000035417
macaca_nemestrina ENSMNEG00000029205
macaca_mulatta ENSMMUG00000012365
cercocebus_atys ENSCATG00000029957
theropithecus_gelada ENSTGEG00000002290
papio_anubis ENSPANG00000022025
rhinopithecus_roxellana ENSRROG00000034866
rhinopithecus_bieti ENSRBIG00000030509
piliocolobus_tephrosceles ENSPTEG00000020912
chlorocebus_sabaeus ENSCSAG00000002651
mandrillus_leucophaeus ENSMLEG00000029972
colobus_angolensis_palliatus ENSCANG00000031521
cebus_capucinus ENSCCAG00000031168
saimiri_boliviensis_boliviensis ENSSBOG00000025107
callithrix_jacchus ENSCJAG00000042442
aotus_nancymaae ENSANAG00000024357
bison_bison_bison ENSBBBG00000022547
bos_mutus ENSBMUG00000001415
bos_taurus ENSBTAG00000006499
ovis_aries ENSOARG00000009840
capra_hircus ENSCHIG00000022865
sus_scrofa ENSSSCG00000033291
tursiops_truncatus ENSTTRG00000006656
