chrysemys_picta_bellii ENSCPBG00000013554
gopherus_agassizii ENSGAGG00000012753
pelodiscus_sinensis ENSPSIG00000014814
crocodylus_porosus ENSCPRG00005018554
manacus_vitellinus ENSMVIG00005010021
manacus_vitellinus ENSMVIG00005010028
cyanistes_caeruleus ENSCCEG00000003308
parus_major ENSPMJG00000014414
ficedula_albicollis ENSFALG00000006086
taeniopygia_guttata ENSTGUG00000010855
lonchura_striata_domestica ENSLSDG00000016970
taeniopygia_guttata ENSTGUG00000017202
serinus_canaria ENSSCAG00000001773
zonotrichia_albicollis ENSZALG00000008330
junco_hyemalis ENSJHYG00000007757
melopsittacus_undulatus ENSMUNG00000001512
calidris_pugnax ENSCPUG00000014348
anser_brachyrhynchus ENSABRG00000015851
anas_platyrhynchos_platyrhynchos ENSAPLG00000011988
gallus_gallus ENSGALG00000008615
gallus_gallus ENSGALG00000053185
coturnix_japonica ENSCJPG00005014424
meleagris_gallopavo ENSMGAG00000011216
numida_meleagris ENSNMEG00000019629
lepidothrix_coronata ENSLCOG00000012013
lepidothrix_coronata ENSLCOG00000012014
anas_platyrhynchos_platyrhynchos ENSAPLG00000029901
nothoprocta_perdicaria ENSNPEG00000003452
nothoprocta_perdicaria ENSNPEG00000003455
chelonoidis_abingdonii ENSCABG00000005799
chelonoidis_abingdonii ENSCABG00000005801
crocodylus_porosus ENSCPRG00005018553
notechis_scutatus ENSNSUG00000008007
apteryx_haastii ENSAHAG00000003389
apteryx_rowi ENSARWG00000013911
apteryx_owenii ENSAOWG00000006590
dromaius_novaehollandiae ENSDNVG00000018274
sphenodon_punctatus ENSSPUG00000001881
pogona_vitticeps ENSPVIG00000019508
anolis_carolinensis ENSACAG00000013890
notechis_scutatus ENSNSUG00000008006
salvator_merianae ENSSMRG00000010268
xenopus_tropicalis ENSXETG00000000055
latimeria_chalumnae ENSLACG00000001073
scleropages_formosus ENSSFOG00015017704
paramormyrops_kingsleyae ENSPKIG00000022809
periophthalmus_magnuspinnatus ENSPMGG00000012993
periophthalmus_magnuspinnatus ENSPMGG00000014316
mastacembelus_armatus ENSMAMG00000000706
monopterus_albus ENSMALG00000010218
anabas_testudineus ENSATEG00000014875
seriola_dumerili ENSSDUG00000018875
seriola_lalandi_dorsalis ENSSLDG00000005662
scophthalmus_maximus ENSSMAG00000020605
labrus_bergylta ENSLBEG00000021229
gasterosteus_aculeatus ENSGACG00000008800
tetraodon_nigroviridis ENSTNIG00000017323
takifugu_rubripes ENSTRUG00000013219
mola_mola ENSMMOG00000012001
amphiprion_ocellaris ENSAOCG00000023322
amphiprion_percula ENSAPEG00000021553
acanthochromis_polyacanthus ENSAPOG00000016062
stegastes_partitus ENSSPAG00000003359
haplochromis_burtoni ENSHBUG00000001495
pundamilia_nyererei ENSPNYG00000021387
astatotilapia_calliptera ENSACLG00000019181
maylandia_zebra ENSMZEG00005006632
neolamprologus_brichardi ENSNBRG00000010198
oreochromis_niloticus ENSONIG00000020096
amphilophus_citrinellus ENSACIG00000024009
fundulus_heteroclitus ENSFHEG00000007265
cyprinodon_variegatus ENSCVAG00000011104
poecilia_reticulata ENSPREG00000016621
poecilia_mexicana ENSPMEG00000020086
poecilia_formosa ENSPFOG00000005843
poecilia_latipinna ENSPLAG00000023114
poecilia_mexicana ENSPMEG00000010054
xiphophorus_maculatus ENSXMAG00000013305
xiphophorus_couchianus ENSXCOG00000007511
gambusia_affinis ENSGAFG00000003149
kryptolebias_marmoratus ENSKMAG00000006904
oryzias_latipes ENSORLG00000015434
oryzias_latipes_asm223469v1 ENSORLG00015009542
oryzias_latipes ENSORLG00020010845
oryzias_melastigma ENSOMEG00000007600
cynoglossus_semilaevis ENSCSEG00000001731
hippocampus_comes ENSHCOG00000015756
gadus_morhua ENSGMOG00000011080
esox_lucius ENSELUG00000002224
pygocentrus_nattereri ENSPNAG00000021613
astyanax_mexicanus ENSAMXG00000033212
ictalurus_punctatus ENSIPUG00000020791
danio_rerio ENSDARG00000042861
lepisosteus_oculatus ENSLOCG00000014716
petromyzon_marinus ENSPMAG00000005264
eptatretus_burgeri ENSEBUG00000001715
