apteryx_rowi ENSARWG00000006065
apteryx_haastii ENSAHAG00000012011
apteryx_owenii ENSAOWG00000007656
dromaius_novaehollandiae ENSDNVG00000000268
nothoprocta_perdicaria ENSNPEG00000016074
manacus_vitellinus ENSMVIG00005018531
lepidothrix_coronata ENSLCOG00000013408
junco_hyemalis ENSJHYG00000001331
zonotrichia_albicollis ENSZALG00000012372
serinus_canaria ENSSCAG00000000473
taeniopygia_guttata ENSTGUG00000002182
lonchura_striata_domestica ENSLSDG00000006576
ficedula_albicollis ENSFALG00000013563
parus_major ENSPMJG00000003002
cyanistes_caeruleus ENSCCEG00000012899
calidris_pugnax ENSCPUG00000002955
calidris_pygmaea ENSCPGG00000000194
melopsittacus_undulatus ENSMUNG00000006781
anas_platyrhynchos_platyrhynchos ENSAPLG00000008381
anser_brachyrhynchus ENSABRG00000007166
meleagris_gallopavo ENSMGAG00000007629
coturnix_japonica ENSCJPG00005005678
gallus_gallus ENSGALG00000009130
numida_meleagris ENSNMEG00000013063
crocodylus_porosus ENSCPRG00005011409
chelonoidis_abingdonii ENSCABG00000000685
gopherus_agassizii ENSGAGG00000008446
chrysemys_picta_bellii ENSCPBG00000023412
pelodiscus_sinensis ENSPSIG00000016361
pogona_vitticeps ENSPVIG00000017623
anolis_carolinensis ENSACAG00000000422
notechis_scutatus ENSNSUG00000000463
salvator_merianae ENSSMRG00000022702
sphenodon_punctatus ENSSPUG00000018485
phascolarctos_cinereus ENSPCIG00000001606
notamacropus_eugenii ENSMEUG00000001178
sarcophilus_harrisii ENSSHAG00000012830
monodelphis_domestica ENSMODG00000003735
castor_canadensis ENSCCNG00000018436
dipodomys_ordii ENSDORG00000004049
mus_musculus ENSMUSG00000027346
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024341
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025261
mus_spicilegus ENSMSIG00000020506
mus_pahari MGP_PahariEiJ_G0025786
rattus_norvegicus ENSRNOG00000053201
meriones_unguiculatus ENSMUGG00000017014
cricetulus_griseus_chok1gshd ENSCGRG00001013719
cricetulus_griseus_crigri-picr ENSCGRG00015010862
cricetulus_griseus_crigri ENSCGRG00000004310
mesocricetus_auratus ENSMAUG00000015693
microtus_ochrogaster ENSMOCG00000013354
peromyscus_maniculatus_bairdii ENSPEMG00000023089
nannospalax_galili ENSNGAG00000011853
jaculus_jaculus ENSJJAG00000003931
octodon_degus ENSODEG00000005435
octodon_degus ENSODEG00000000477
