ursus_maritimus ENSUMAG00000010794
erinaceus_europaeus ENSEEUG00000010161
ovis_aries ENSOARG00000017840
mustela_putorius_furo ENSMPUG00000011594
neovison_vison ENSNVIG00000015549
ailuropoda_melanoleuca ENSAMEG00000017343
canis_lupus_familiaris ENSCAFG00000013285
canis_lupus_dingo ENSCAFG00020015084
vulpes_vulpes ENSVVUG00000027073
panthera_pardus ENSPPRG00000000620
panthera_tigris_altaica ENSPTIG00000011583
felis_catus ENSFCAG00000007902
equus_caballus ENSECAG00000017302
pteropus_vampyrus ENSPVAG00000016952
myotis_lucifugus ENSMLUG00000008789
bos_taurus ENSBTAG00000012656
bos_mutus ENSBMUG00000001004
bison_bison_bison ENSBBBG00000024273
capra_hircus ENSCHIG00000017028
tursiops_truncatus ENSTTRG00000016929
sus_scrofa ENSSSCG00000027361
microcebus_murinus ENSMICG00000032602
prolemur_simus ENSPSMG00000022956
propithecus_coquereli ENSPCOG00000027714
otolemur_garnettii ENSOGAG00000016496
cricetulus_griseus_crigri-picr ENSCGRG00015015792
cricetulus_griseus_crigri ENSCGRG00000004544
cricetulus_griseus_chok1gshd ENSCGRG00001004785
mesocricetus_auratus ENSMAUG00000014972
microtus_ochrogaster ENSMOCG00000016507
peromyscus_maniculatus_bairdii ENSPEMG00000018296
mus_spicilegus ENSMSIG00000001525
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023472
mus_musculus ENSMUSG00000024922
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022558
mus_pahari MGP_PahariEiJ_G0014055
nannospalax_galili ENSNGAG00000021127
jaculus_jaculus ENSJJAG00000024400
castor_canadensis ENSCCNG00000024668
ictidomys_tridecemlineatus ENSSTOG00000003150
urocitellus_parryii ENSUPAG00010009400
spermophilus_dauricus ENSSDAG00000013410
marmota_marmota_marmota ENSMMMG00000021109
dipodomys_ordii ENSDORG00000028510
heterocephalus_glaber_female ENSHGLG00000013038
heterocephalus_glaber_male ENSHGLG00100016676
fukomys_damarensis ENSFDAG00000007063
octodon_degus ENSODEG00000017779
meriones_unguiculatus ENSMUGG00000001340
rattus_norvegicus ENSRNOG00000020669
cavia_aperea ENSCAPG00000016686
cavia_porcellus ENSCPOG00000030601
chinchilla_lanigera ENSCLAG00000016426
carlito_syrichta ENSTSYG00000035190
pan_paniscus ENSPPAG00000002642
pan_troglodytes ENSPTRG00000003893
homo_sapiens ENSG00000172818
nomascus_leucogenys ENSNLEG00000005840
theropithecus_gelada ENSTGEG00000008022
papio_anubis ENSPANG00000002371
mandrillus_leucophaeus ENSMLEG00000037628
cercocebus_atys ENSCATG00000015233
macaca_fascicularis ENSMFAG00000003667
macaca_mulatta ENSMMUG00000012585
macaca_nemestrina ENSMNEG00000030480
chlorocebus_sabaeus ENSCSAG00000007998
piliocolobus_tephrosceles ENSPTEG00000025926
colobus_angolensis_palliatus ENSCANG00000039899
pongo_abelii ENSPPYG00000003049
gorilla_gorilla ENSGGOG00000008101
rhinopithecus_roxellana ENSRROG00000028499
rhinopithecus_bieti ENSRBIG00000027807
saimiri_boliviensis_boliviensis ENSSBOG00000030430
cebus_capucinus ENSCCAG00000021442
callithrix_jacchus ENSCJAG00000001957
aotus_nancymaae ENSANAG00000031181
tupaia_belangeri ENSTBEG00000005136
ursus_americanus ENSUAMG00000020791
equus_asinus_asinus ENSEASG00005004316
tupaia_belangeri ENSTBEG00000010970
loxodonta_africana ENSLAFG00000015644
procavia_capensis ENSPCAG00000016365
ochotona_princeps ENSOPRG00000006290
oryctolagus_cuniculus ENSOCUG00000026869
dasypus_novemcinctus ENSDNOG00000024062
notamacropus_eugenii ENSMEUG00000008765
notamacropus_eugenii ENSMEUG00000011989
phascolarctos_cinereus ENSPCIG00000035892
monodelphis_domestica ENSMODG00000009534
sarcophilus_harrisii ENSSHAG00000003924
ornithorhynchus_anatinus ENSOANG00000015786
chelonoidis_abingdonii ENSCABG00000017768
gopherus_agassizii ENSGAGG00000008199
chrysemys_picta_bellii ENSCPBG00000023411
pelodiscus_sinensis ENSPSIG00000002913
numida_meleagris ENSNMEG00000002914
gallus_gallus ENSGALG00000049996
calidris_pugnax ENSCPUG00000013447
lonchura_striata_domestica ENSLSDG00000006386
pogona_vitticeps ENSPVIG00000010881
notechis_scutatus ENSNSUG00000000919
salvator_merianae ENSSMRG00000020361
latimeria_chalumnae ENSLACG00000011340
pelodiscus_sinensis ENSPSIG00000011563
petromyzon_marinus ENSPMAG00000004123
drosophila_melanogaster FBgn0003028
