esox_lucius ENSELUG00000022645
hucho_hucho ENSHHUG00000014368
stegastes_partitus ENSSPAG00000021647
neolamprologus_brichardi ENSNBRG00000023950
mola_mola ENSMMOG00000005402
tetraodon_nigroviridis ENSTNIG00000005368
poecilia_latipinna ENSPLAG00000022717
gambusia_affinis ENSGAFG00000017095
poecilia_reticulata ENSPREG00000011367
cyprinodon_variegatus ENSCVAG00000003141
gouania_willdenowi ENSGWIG00000019206
cynoglossus_semilaevis ENSCSEG00000009740
periophthalmus_magnuspinnatus ENSPMGG00000022022
astyanax_mexicanus ENSAMXG00000034959
scleropages_formosus ENSSFOG00015014708
scleropages_formosus ENSSFOG00015012539
