crocodylus_porosus ENSCPRG00005015777
dromaius_novaehollandiae ENSDNVG00000008826
gopherus_agassizii ENSGAGG00000008440
chelonoidis_abingdonii ENSCABG00000002064
chrysemys_picta_bellii ENSCPBG00000001438
pelodiscus_sinensis ENSPSIG00000016344
sphenodon_punctatus ENSSPUG00000003125
notamacropus_eugenii ENSMEUG00000004708
phascolarctos_cinereus ENSPCIG00000021415
sarcophilus_harrisii ENSSHAG00000018033
monodelphis_domestica ENSMODG00000017664
ornithorhynchus_anatinus ENSOANG00000010004
serinus_canaria ENSSCAG00000006707
lonchura_striata_domestica ENSLSDG00000000735
zonotrichia_albicollis ENSZALG00000015975
ficedula_albicollis ENSFALG00000000547
junco_hyemalis ENSJHYG00000013905
cyanistes_caeruleus ENSCCEG00000016871
parus_major ENSPMJG00000000857
lepidothrix_coronata ENSLCOG00000009683
manacus_vitellinus ENSMVIG00005008996
melopsittacus_undulatus ENSMUNG00000002192
calidris_pugnax ENSCPUG00000017763
calidris_pygmaea ENSCPGG00000008325
anas_platyrhynchos_platyrhynchos ENSAPLG00000009638
anser_brachyrhynchus ENSABRG00000013065
coturnix_japonica ENSCJPG00005005009
meleagris_gallopavo ENSMGAG00000005391
gallus_gallus ENSGALG00000038984
numida_meleagris ENSNMEG00000011460
apteryx_haastii ENSAHAG00000008682
apteryx_owenii ENSAOWG00000009713
apteryx_rowi ENSARWG00000012060
nothoprocta_perdicaria ENSNPEG00000009550
sus_scrofa ENSSSCG00000037514
sus_scrofa ENSSSCG00000032082
bos_taurus ENSBTAG00000053451
bos_taurus ENSBTAG00000050691
bos_mutus ENSBMUG00000000452
bison_bison_bison ENSBBBG00000009391
capra_hircus ENSCHIG00000021022
capra_hircus ENSCHIG00000025198
ovis_aries ENSOARG00000020129
ovis_aries ENSOARG00000020049
ursus_maritimus ENSUMAG00000019848
ursus_maritimus ENSUMAG00000017307
ailuropoda_melanoleuca ENSAMEG00000011490
bos_mutus ENSBMUG00000023989
bison_bison_bison ENSBBBG00000009408
tursiops_truncatus ENSTTRG00000011538
mustela_putorius_furo ENSMPUG00000014419
mustela_putorius_furo ENSMPUG00000014337
neovison_vison ENSNVIG00000014528
canis_lupus_familiaris ENSCAFG00000029263
canis_lupus_familiaris ENSCAFG00000003087
canis_lupus_dingo ENSCAFG00020004186
felis_catus ENSFCAG00000045792
felis_catus ENSFCAG00000043069
panthera_pardus ENSPPRG00000023763
panthera_pardus ENSPPRG00000010526
equus_caballus ENSECAG00000010065
pteropus_vampyrus ENSPVAG00000011739
myotis_lucifugus ENSMLUG00000026862
erinaceus_europaeus ENSEEUG00000000330
erinaceus_europaeus ENSEEUG00000010310
dipodomys_ordii ENSDORG00000016166
castor_canadensis ENSCCNG00000025534
cricetulus_griseus_crigri-picr ENSCGRG00015004720
cricetulus_griseus_chok1gshd ENSCGRG00001024169
