monopterus_albus ENSMALG00000022651
mastacembelus_armatus ENSMAMG00000014525
anabas_testudineus ENSATEG00000002903
gasterosteus_aculeatus ENSGACG00000003941
labrus_bergylta ENSLBEG00000026713
cynoglossus_semilaevis ENSCSEG00000018570
scophthalmus_maximus ENSSMAG00000003394
pundamilia_nyererei ENSPNYG00000022453
haplochromis_burtoni ENSHBUG00000014383
maylandia_zebra ENSMZEG00005016843
astatotilapia_calliptera ENSACLG00000006157
neolamprologus_brichardi ENSNBRG00000013614
amphilophus_citrinellus ENSACIG00000009835
poecilia_mexicana ENSPMEG00000022010
poecilia_formosa ENSPFOG00000015042
poecilia_latipinna ENSPLAG00000022768
poecilia_reticulata ENSPREG00000021863
xiphophorus_maculatus ENSXMAG00000009056
xiphophorus_couchianus ENSXCOG00000017384
gambusia_affinis ENSGAFG00000008126
cyprinodon_variegatus ENSCVAG00000013824
amphiprion_ocellaris ENSAOCG00000009434
amphiprion_ocellaris ENSAOCG00000017737
amphiprion_ocellaris ENSAOCG00000002310
amphiprion_percula ENSAPEG00000023583
acanthochromis_polyacanthus ENSAPOG00000005690
stegastes_partitus ENSSPAG00000018672
mola_mola ENSMMOG00000013629
takifugu_rubripes ENSTRUG00000003139
seriola_dumerili ENSSDUG00000020222
seriola_lalandi_dorsalis ENSSLDG00000019624
oryzias_latipes ENSORLG00020020932
oryzias_latipes_asm223469v1 ENSORLG00015017271
oryzias_latipes ENSORLG00000028025
oryzias_melastigma ENSOMEG00000023907
fundulus_heteroclitus ENSFHEG00000010443
hippocampus_comes ENSHCOG00000013696
gadus_morhua ENSGMOG00000010625
esox_lucius ENSELUG00000014879
pygocentrus_nattereri ENSPNAG00000029880
astyanax_mexicanus ENSAMXG00000042078
ictalurus_punctatus ENSIPUG00000010066
danio_rerio ENSDARG00000011152
paramormyrops_kingsleyae ENSPKIG00000025282
scleropages_formosus ENSSFOG00015002893
lepisosteus_oculatus ENSLOCG00000013207
pogona_vitticeps ENSPVIG00000008605
anolis_carolinensis ENSACAG00000011880
notechis_scutatus ENSNSUG00000010772
salvator_merianae ENSSMRG00000017321
sphenodon_punctatus ENSSPUG00000004221
gopherus_agassizii ENSGAGG00000000329
chelonoidis_abingdonii ENSCABG00000019727
pelodiscus_sinensis ENSPSIG00000017212
lonchura_striata_domestica ENSLSDG00000007764
taeniopygia_guttata ENSTGUG00000009157
lepidothrix_coronata ENSLCOG00000013259
junco_hyemalis ENSJHYG00000008142
ficedula_albicollis ENSFALG00000013148
meleagris_gallopavo ENSMGAG00000015512
calidris_pygmaea ENSCPGG00000010337
calidris_pugnax ENSCPUG00000019675
melopsittacus_undulatus ENSMUNG00000015317
anas_platyrhynchos_platyrhynchos ENSAPLG00000006272
anser_brachyrhynchus ENSABRG00000018912
gallus_gallus ENSGALG00000048543
coturnix_japonica ENSCJPG00005016801
numida_meleagris ENSNMEG00000020647
parus_major ENSPMJG00000004952
cyanistes_caeruleus ENSCCEG00000021681
manacus_vitellinus ENSMVIG00005017941
apteryx_haastii ENSAHAG00000009466
apteryx_owenii ENSAOWG00000015585
nothoprocta_perdicaria ENSNPEG00000003729
crocodylus_porosus ENSCPRG00005016588
vicugna_pacos ENSVPAG00000000935
mustela_putorius_furo ENSMPUG00000016880
erinaceus_europaeus ENSEEUG00000000410
rhinopithecus_roxellana ENSRROG00000045678
rhinopithecus_bieti ENSRBIG00000031797
colobus_angolensis_palliatus ENSCANG00000034713
piliocolobus_tephrosceles ENSPTEG00000024077
theropithecus_gelada ENSTGEG00000027686
pan_troglodytes ENSPTRG00000048740
pan_paniscus ENSPPAG00000041153
homo_sapiens ENSG00000163684
gorilla_gorilla ENSGGOG00000016164
pongo_abelii ENSPPYG00000013762
macaca_fascicularis ENSMFAG00000003971
macaca_nemestrina ENSMNEG00000028567
mandrillus_leucophaeus ENSMLEG00000025255
cercocebus_atys ENSCATG00000044209
papio_anubis ENSPANG00000006374
nomascus_leucogenys ENSNLEG00000034186
cebus_capucinus ENSCCAG00000033002
aotus_nancymaae ENSANAG00000020129
callithrix_jacchus ENSCJAG00000048347
aotus_nancymaae ENSANAG00000028778
carlito_syrichta ENSTSYG00000013343
prolemur_simus ENSPSMG00000020525
microcebus_murinus ENSMICG00000036730
propithecus_coquereli ENSPCOG00000027150
otolemur_garnettii ENSOGAG00000004476
chlorocebus_sabaeus ENSCSAG00000012176
saimiri_boliviensis_boliviensis ENSSBOG00000034247
prolemur_simus ENSPSMG00000020501
sorex_araneus ENSSARG00000009383
sorex_araneus ENSSARG00000010537
loxodonta_africana ENSLAFG00000031481
dasypus_novemcinctus ENSDNOG00000043534
pteropus_vampyrus ENSPVAG00000014435
myotis_lucifugus ENSMLUG00000007998
capra_hircus ENSCHIG00000019415
ovis_aries ENSOARG00000012424
bos_taurus ENSBTAG00000019987
bos_mutus ENSBMUG00000003878
bison_bison_bison ENSBBBG00000020021
ovis_aries ENSOARG00000008106
tursiops_truncatus ENSTTRG00000015392
ursus_americanus ENSUAMG00000027125
ursus_maritimus ENSUMAG00000023130
ailuropoda_melanoleuca ENSAMEG00000011997
neovison_vison ENSNVIG00000021200
canis_lupus_dingo ENSCAFG00020010128
canis_lupus_familiaris ENSCAFG00000007390
vulpes_vulpes ENSVVUG00000016087
panthera_tigris_altaica ENSPTIG00000020506
panthera_pardus ENSPPRG00000019524
felis_catus ENSFCAG00000033032
equus_asinus_asinus ENSEASG00005001253
equus_caballus ENSECAG00000006471
castor_canadensis ENSCCNG00000020316
jaculus_jaculus ENSJJAG00000017703
ictidomys_tridecemlineatus ENSSTOG00000015394
urocitellus_parryii ENSUPAG00010017884
urocitellus_parryii ENSUPAG00010001663
spermophilus_dauricus ENSSDAG00000010793
ictidomys_tridecemlineatus ENSSTOG00000030816
marmota_marmota_marmota ENSMMMG00000014197
heterocephalus_glaber_male ENSHGLG00100015266
heterocephalus_glaber_male ENSHGLG00100001248
octodon_degus ENSODEG00000010715
octodon_degus ENSODEG00000019114
cavia_porcellus ENSCPOG00000004281
mus_musculus ENSMUSG00000023156
mus_spicilegus ENSMSIG00000013396
rattus_norvegicus ENSRNOG00000039829
meriones_unguiculatus ENSMUGG00000020138
cricetulus_griseus_chok1gshd ENSCGRG00001000931
cricetulus_griseus_crigri-picr ENSCGRG00015026901
cricetulus_griseus_crigri ENSCGRG00000005816
mesocricetus_auratus ENSMAUG00000017489
microtus_ochrogaster ENSMOCG00000015810
