anser_brachyrhynchus ENSABRG00000001235
anas_platyrhynchos_platyrhynchos ENSAPLG00000003499
meleagris_gallopavo ENSMGAG00000003488
gallus_gallus ENSGALG00000001844
coturnix_japonica ENSCJPG00005009796
numida_meleagris ENSNMEG00000015069
taeniopygia_guttata ENSTGUG00000004477
lonchura_striata_domestica ENSLSDG00000011836
parus_major ENSPMJG00000018968
zonotrichia_albicollis ENSZALG00000009656
junco_hyemalis ENSJHYG00000013053
serinus_canaria ENSSCAG00000006030
cyanistes_caeruleus ENSCCEG00000004845
ficedula_albicollis ENSFALG00000009506
lepidothrix_coronata ENSLCOG00000006306
manacus_vitellinus ENSMVIG00005010071
melopsittacus_undulatus ENSMUNG00000010003
calidris_pygmaea ENSCPGG00000018003
calidris_pugnax ENSCPUG00000004797
apteryx_haastii ENSAHAG00000006543
apteryx_owenii ENSAOWG00000017571
apteryx_rowi ENSARWG00000005159
dromaius_novaehollandiae ENSDNVG00000006991
nothoprocta_perdicaria ENSNPEG00000001298
crocodylus_porosus ENSCPRG00005005970
gopherus_agassizii ENSGAGG00000018292
chelonoidis_abingdonii ENSCABG00000001862
chrysemys_picta_bellii ENSCPBG00000027772
pelodiscus_sinensis ENSPSIG00000007274
pelodiscus_sinensis ENSPSIG00000001552
pelodiscus_sinensis ENSPSIG00000001938
sphenodon_punctatus ENSSPUG00000010769
pogona_vitticeps ENSPVIG00000010181
notechis_scutatus ENSNSUG00000008043
salvator_merianae ENSSMRG00000010637
phascolarctos_cinereus ENSPCIG00000009021
notamacropus_eugenii ENSMEUG00000012386
sarcophilus_harrisii ENSSHAG00000010352
monodelphis_domestica ENSMODG00000013604
homo_sapiens ENSG00000160993
gorilla_gorilla ENSGGOG00000000694
pan_troglodytes ENSPTRG00000045709
pan_troglodytes ENSPTRG00000019538
pan_paniscus ENSPPAG00000012180
pongo_abelii ENSPPYG00000017457
nomascus_leucogenys ENSNLEG00000008345
papio_anubis ENSPANG00000005015
theropithecus_gelada ENSTGEG00000006218
cercocebus_atys ENSCATG00000040957
mandrillus_leucophaeus ENSMLEG00000028155
macaca_fascicularis ENSMFAG00000001499
macaca_nemestrina ENSMNEG00000035155
macaca_mulatta ENSMMUG00000043189
chlorocebus_sabaeus ENSCSAG00000018083
colobus_angolensis_palliatus ENSCANG00000029713
piliocolobus_tephrosceles ENSPTEG00000020409
rhinopithecus_roxellana ENSRROG00000045199
rhinopithecus_bieti ENSRBIG00000040190
cebus_capucinus ENSCCAG00000031886
saimiri_boliviensis_boliviensis ENSSBOG00000028201
callithrix_jacchus ENSCJAG00000048420
aotus_nancymaae ENSANAG00000026350
carlito_syrichta ENSTSYG00000032752
prolemur_simus ENSPSMG00000010997
propithecus_coquereli ENSPCOG00000015199
microcebus_murinus ENSMICG00000010314
otolemur_garnettii ENSOGAG00000009229
castor_canadensis ENSCCNG00000017586
dipodomys_ordii ENSDORG00000005931
cricetulus_griseus_crigri-picr ENSCGRG00015008265
cricetulus_griseus_chok1gshd ENSCGRG00001008366
cricetulus_griseus_crigri ENSCGRG00000012981
mesocricetus_auratus ENSMAUG00000005177
microtus_ochrogaster ENSMOCG00000007301
peromyscus_maniculatus_bairdii ENSPEMG00000012636
mus_musculus ENSMUSG00000039754
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028855
mus_spicilegus ENSMSIG00000011753
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027853
mus_pahari MGP_PahariEiJ_G0024436
rattus_norvegicus ENSRNOG00000001428
meriones_unguiculatus ENSMUGG00000016698
nannospalax_galili ENSNGAG00000001173
jaculus_jaculus ENSJJAG00000022071
heterocephalus_glaber_female ENSHGLG00000018492
heterocephalus_glaber_male ENSHGLG00100010431
fukomys_damarensis ENSFDAG00000010856
cavia_aperea ENSCAPG00000015727
cavia_porcellus ENSCPOG00000040147
octodon_degus ENSODEG00000016300
chinchilla_lanigera ENSCLAG00000009920
ictidomys_tridecemlineatus ENSSTOG00000033734
urocitellus_parryii ENSUPAG00010015139
marmota_marmota_marmota ENSMMMG00000011324
ochotona_princeps ENSOPRG00000011979
myotis_lucifugus ENSMLUG00000010443
equus_asinus_asinus ENSEASG00005016869
ursus_americanus ENSUAMG00000011304
ursus_maritimus ENSUMAG00000012580
ailuropoda_melanoleuca ENSAMEG00000015460
neovison_vison ENSNVIG00000002893
mustela_putorius_furo ENSMPUG00000015958
canis_lupus_dingo ENSCAFG00020013163
canis_lupus_familiaris ENSCAFG00000013712
vulpes_vulpes ENSVVUG00000023707
panthera_tigris_altaica ENSPTIG00000020672
panthera_pardus ENSPPRG00000014323
felis_catus ENSFCAG00000023915
equus_caballus ENSECAG00000033173
pteropus_vampyrus ENSPVAG00000017766
bos_mutus ENSBMUG00000007423
bos_taurus ENSBTAG00000003617
bison_bison_bison ENSBBBG00000011227
capra_hircus ENSCHIG00000020179
ovis_aries ENSOARG00000014366
tursiops_truncatus ENSTTRG00000014849
sus_scrofa ENSSSCG00000029300
erinaceus_europaeus ENSEEUG00000012677
dasypus_novemcinctus ENSDNOG00000024844
choloepus_hoffmanni ENSCHOG00000008072
loxodonta_africana ENSLAFG00000004920
procavia_capensis ENSPCAG00000003160
ornithorhynchus_anatinus ENSOANG00000021536
xenopus_tropicalis ENSXETG00000005474
latimeria_chalumnae ENSLACG00000007646
pygocentrus_nattereri ENSPNAG00000005629
astyanax_mexicanus ENSAMXG00000038965
ictalurus_punctatus ENSIPUG00000023965
danio_rerio ENSDARG00000052247
oryzias_latipes_asm223469v1 ENSORLG00015016947
oryzias_latipes ENSORLG00020000251
oryzias_latipes ENSORLG00000025649
oryzias_melastigma ENSOMEG00000002505
kryptolebias_marmoratus ENSKMAG00000017732
amphiprion_ocellaris ENSAOCG00000018999
amphiprion_ocellaris ENSAOCG00000019084
amphiprion_percula ENSAPEG00000009732
acanthochromis_polyacanthus ENSAPOG00000002763
stegastes_partitus ENSSPAG00000010673
haplochromis_burtoni ENSHBUG00000011984
astatotilapia_calliptera ENSACLG00000021695
maylandia_zebra ENSMZEG00005010298
pundamilia_nyererei ENSPNYG00000010388
oreochromis_niloticus ENSONIG00000009464
neolamprologus_brichardi ENSNBRG00000010872
amphilophus_citrinellus ENSACIG00000012127
mastacembelus_armatus ENSMAMG00000002825
monopterus_albus ENSMALG00000013100
anabas_testudineus ENSATEG00000001215
scophthalmus_maximus ENSSMAG00000016756
cynoglossus_semilaevis ENSCSEG00000016518
seriola_lalandi_dorsalis ENSSLDG00000019320
seriola_dumerili ENSSDUG00000009148
tetraodon_nigroviridis ENSTNIG00000001293
takifugu_rubripes ENSTRUG00000012476
mola_mola ENSMMOG00000014828
gasterosteus_aculeatus ENSGACG00000020764
labrus_bergylta ENSLBEG00000008855
xiphophorus_couchianus ENSXCOG00000018586
xiphophorus_maculatus ENSXMAG00000008785
gambusia_affinis ENSGAFG00000010371
poecilia_latipinna ENSPLAG00000014488
poecilia_formosa ENSPFOG00000016780
poecilia_mexicana ENSPMEG00000015668
poecilia_reticulata ENSPREG00000015249
cyprinodon_variegatus ENSCVAG00000015789
fundulus_heteroclitus ENSFHEG00000021469
hippocampus_comes ENSHCOG00000002438
periophthalmus_magnuspinnatus ENSPMGG00000024130
gadus_morhua ENSGMOG00000009677
esox_lucius ENSELUG00000012802
paramormyrops_kingsleyae ENSPKIG00000013042
scleropages_formosus ENSSFOG00015003376
lepisosteus_oculatus ENSLOCG00000001872
eptatretus_burgeri ENSEBUG00000016437
ciona_savignyi ENSCSAVG00000006284
ciona_intestinalis ENSCING00000008795
drosophila_melanogaster FBgn0032149
caenorhabditis_elegans_strain_n2 WBGene00017304
