pan_troglodytes ENSPTRG00000048972
pan_paniscus ENSPPAG00000033524
gorilla_gorilla ENSGGOG00000036692
nomascus_leucogenys ENSNLEG00000031092
theropithecus_gelada ENSTGEG00000012084
rhinopithecus_bieti ENSRBIG00000043550
canis_lupus_dingo ENSCAFG00020013652
vulpes_vulpes ENSVVUG00000005356
crocodylus_porosus ENSCPRG00005005469
coturnix_japonica ENSCJPG00005020879
anas_platyrhynchos_platyrhynchos ENSAPLG00000019052
salvator_merianae ENSSMRG00000015679
oryzias_latipes ENSORLG00020018035
oryzias_latipes_asm223469v1 ENSORLG00015010399
oryzias_latipes ENSORLG00000024096
oryzias_melastigma ENSOMEG00000012463
poecilia_latipinna ENSPLAG00000001426
cyprinodon_variegatus ENSCVAG00000023314
amphilophus_citrinellus ENSACIG00000003851
monopterus_albus ENSMALG00000001974
mola_mola ENSMMOG00000005572
