dasypus_novemcinctus ENSDNOG00000024605
choloepus_hoffmanni ENSCHOG00000004874
procavia_capensis ENSPCAG00000007448
echinops_telfairi ENSETEG00000013163
loxodonta_africana ENSLAFG00000006024
castor_canadensis ENSCCNG00000023383
dipodomys_ordii ENSDORG00000005664
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025880
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024946
mus_spicilegus ENSMSIG00000011385
mus_musculus ENSMUSG00000027718
mus_pahari MGP_PahariEiJ_G0026386
rattus_norvegicus ENSRNOG00000017376
meriones_unguiculatus ENSMUGG00000015893
cricetulus_griseus_crigri ENSCGRG00000011729
cricetulus_griseus_chok1gshd ENSCGRG00001022512
cricetulus_griseus_crigri-picr ENSCGRG00015026304
mesocricetus_auratus ENSMAUG00000000414
microtus_ochrogaster ENSMOCG00000017450
peromyscus_maniculatus_bairdii ENSPEMG00000013277
nannospalax_galili ENSNGAG00000010461
jaculus_jaculus ENSJJAG00000000196
ictidomys_tridecemlineatus ENSSTOG00000012108
urocitellus_parryii ENSUPAG00010015349
spermophilus_dauricus ENSSDAG00000001932
spermophilus_dauricus ENSSDAG00000001982
marmota_marmota_marmota ENSMMMG00000014088
heterocephalus_glaber_female ENSHGLG00000002030
heterocephalus_glaber_male ENSHGLG00100010011
fukomys_damarensis ENSFDAG00000012832
chinchilla_lanigera ENSCLAG00000009098
octodon_degus ENSODEG00000001146
cavia_porcellus ENSCPOG00000012431
oryctolagus_cuniculus ENSOCUG00000015304
ochotona_princeps ENSOPRG00000011154
macaca_nemestrina ENSMNEG00000030916
macaca_mulatta ENSMMUG00000003346
macaca_fascicularis ENSMFAG00000028108
chlorocebus_sabaeus ENSCSAG00000003662
mandrillus_leucophaeus ENSMLEG00000029922
cercocebus_atys ENSCATG00000031644
theropithecus_gelada ENSTGEG00000007769
papio_anubis ENSPANG00000008600
rhinopithecus_bieti ENSRBIG00000044074
rhinopithecus_roxellana ENSRROG00000004294
colobus_angolensis_palliatus ENSCANG00000037027
piliocolobus_tephrosceles ENSPTEG00000036987
pan_paniscus ENSPPAG00000037554
pan_troglodytes ENSPTRG00000016419
gorilla_gorilla ENSGGOG00000008002
homo_sapiens ENSG00000138684
pongo_abelii ENSPPYG00000015044
nomascus_leucogenys ENSNLEG00000009448
cebus_capucinus ENSCCAG00000012471
callithrix_jacchus ENSCJAG00000002755
saimiri_boliviensis_boliviensis ENSSBOG00000030721
aotus_nancymaae ENSANAG00000033883
carlito_syrichta ENSTSYG00000002228
propithecus_coquereli ENSPCOG00000025060
microcebus_murinus ENSMICG00000005315
prolemur_simus ENSPSMG00000009564
otolemur_garnettii ENSOGAG00000008464
tupaia_belangeri ENSTBEG00000015857
ovis_aries ENSOARG00000017881
capra_hircus ENSCHIG00000023146
bos_mutus ENSBMUG00000014282
bos_taurus ENSBTAG00000012368
bison_bison_bison ENSBBBG00000025370
sus_scrofa ENSSSCG00000009087
tursiops_truncatus ENSTTRG00000014492
vicugna_pacos ENSVPAG00000010535
myotis_lucifugus ENSMLUG00000010923
pteropus_vampyrus ENSPVAG00000016467
ursus_maritimus ENSUMAG00000004579
ursus_americanus ENSUAMG00000022605
ailuropoda_melanoleuca ENSAMEG00000005893
mustela_putorius_furo ENSMPUG00000017391
neovison_vison ENSNVIG00000014270
canis_lupus_familiaris ENSCAFG00000004004
canis_lupus_dingo ENSCAFG00020018312
vulpes_vulpes ENSVVUG00000013615
panthera_tigris_altaica ENSPTIG00000007853
panthera_pardus ENSPPRG00000007690
felis_catus ENSFCAG00000006101
equus_asinus_asinus ENSEASG00005018198
equus_caballus ENSECAG00000037491
phascolarctos_cinereus ENSPCIG00000017890
sarcophilus_harrisii ENSSHAG00000003092
monodelphis_domestica ENSMODG00000018903
chelonoidis_abingdonii ENSCABG00000009023
gopherus_agassizii ENSGAGG00000019245
chrysemys_picta_bellii ENSCPBG00000024653
anas_platyrhynchos_platyrhynchos ENSAPLG00000006911
anser_brachyrhynchus ENSABRG00000007109
meleagris_gallopavo ENSMGAG00000010573
gallus_gallus ENSGALG00000011844
coturnix_japonica ENSCJPG00005003279
numida_meleagris ENSNMEG00000019112
melopsittacus_undulatus ENSMUNG00000003104
calidris_pugnax ENSCPUG00000012400
zonotrichia_albicollis ENSZALG00000017824
junco_hyemalis ENSJHYG00000005742
lonchura_striata_domestica ENSLSDG00000015409
taeniopygia_guttata ENSTGUG00000002007
cyanistes_caeruleus ENSCCEG00000023833
parus_major ENSPMJG00000007706
ficedula_albicollis ENSFALG00000008212
lepidothrix_coronata ENSLCOG00000004367
manacus_vitellinus ENSMVIG00005005589
apteryx_owenii ENSAOWG00000001924
apteryx_rowi ENSARWG00000005389
apteryx_haastii ENSAHAG00000008996
dromaius_novaehollandiae ENSDNVG00000009519
nothoprocta_perdicaria ENSNPEG00000008751
xenopus_tropicalis ENSXETG00000033769
takifugu_rubripes ENSTRUG00000008731
tetraodon_nigroviridis ENSTNIG00000000682
pundamilia_nyererei ENSPNYG00000001525
