xiphophorus_maculatus ENSXMAG00000021733
gambusia_affinis ENSGAFG00000015822
poecilia_latipinna ENSPLAG00000017722
poecilia_formosa ENSPFOG00000005459
poecilia_reticulata ENSPREG00000008823
poecilia_mexicana ENSPMEG00000023967
fundulus_heteroclitus ENSFHEG00000014388
kryptolebias_marmoratus ENSKMAG00000005558
oryzias_latipes ENSORLG00015006851
oryzias_latipes ENSORLG00020015589
oryzias_latipes ENSORLG00000009260
oryzias_melastigma ENSOMEG00000022416
amphiprion_percula ENSAPEG00000021718
amphiprion_ocellaris ENSAOCG00000024632
acanthochromis_polyacanthus ENSAPOG00000007743
stegastes_partitus ENSSPAG00000006340
amphilophus_citrinellus ENSACIG00000004056
xiphophorus_couchianus ENSXCOG00000000942
hippocampus_comes ENSHCOG00000000589
periophthalmus_magnuspinnatus ENSPMGG00000016815
cynoglossus_semilaevis ENSCSEG00000010318
takifugu_rubripes ENSTRUG00000024077
gasterosteus_aculeatus ENSGACG00000002349
mola_mola ENSMMOG00000013610
labrus_bergylta ENSLBEG00000017533
labrus_bergylta ENSLBEG00000020386
seriola_lalandi ENSSLDG00000009358
seriola_dumerili ENSSDUG00000007203
scophthalmus_maximus ENSSMAG00000001427
astatotilapia_calliptera ENSACLG00000004294
maylandia_zebra ENSMZEG00005026280
haplochromis_burtoni ENSHBUG00000017140
pundamilia_nyererei ENSPNYG00000003350
neolamprologus_brichardi ENSNBRG00000014493
oreochromis_niloticus ENSONIG00000013690
monopterus_albus ENSMALG00000012864
mastacembelus_armatus ENSMAMG00000004561
anabas_testudineus ENSATEG00000006041
gadus_morhua ENSGMOG00000011394
esox_lucius ENSELUG00000007252
cyprinodon_variegatus ENSCVAG00000003559
paramormyrops_kingsleyae ENSPKIG00000003794
danio_rerio ENSDARG00000071205
scleropages_formosus ENSSFOG00015019988
pygocentrus_nattereri ENSPNAG00000008226
astyanax_mexicanus ENSAMXG00000029547
ictalurus_punctatus ENSIPUG00000012167
lepisosteus_oculatus ENSLOCG00000007926
prolemur_simus ENSPSMG00000014526
microcebus_murinus ENSMICG00000042371
propithecus_coquereli ENSPCOG00000013456
sorex_araneus ENSSARG00000011334
dasypus_novemcinctus ENSDNOG00000001600
mandrillus_leucophaeus ENSMLEG00000018686
chlorocebus_sabaeus ENSCSAG00000007495
colobus_angolensis ENSCANG00000030262
gorilla_gorilla ENSGGOG00000006449
macaca_fascicularis ENSMFAG00000040300
macaca_nemestrina ENSMNEG00000009092
papio_anubis ENSPANG00000035475
theropithecus_gelada ENSTGEG00000016939
cercocebus_atys ENSCATG00000037952
rhinopithecus_roxellana ENSRROG00000015180
rhinopithecus_bieti ENSRBIG00000042915
piliocolobus_tephrosceles ENSPTEG00000029667
pan_paniscus ENSPPAG00000034108
pan_troglodytes ENSPTRG00000029856
homo_sapiens ENSG00000205269
pongo_abelii ENSPPYG00000016234
saimiri_boliviensis ENSSBOG00000033304
callithrix_jacchus ENSCJAG00000005075
cebus_capucinus ENSCCAG00000027318
aotus_nancymaae ENSANAG00000026353
carlito_syrichta ENSTSYG00000029984
otolemur_garnettii ENSOGAG00000027128
tupaia_belangeri ENSTBEG00000011704
pteropus_vampyrus ENSPVAG00000009308
equus_caballus ENSECAG00000008053
ursus_maritimus ENSUMAG00000018029
mustela_putorius ENSMPUG00000000671
vulpes_vulpes ENSVVUG00000004010
myotis_lucifugus ENSMLUG00000004500
heterocephalus_glaber ENSHGLG00100001968
fukomys_damarensis ENSFDAG00000011687
cavia_porcellus ENSCPOG00000009186
cavia_aperea ENSCAPG00000015804
chinchilla_lanigera ENSCLAG00000006033
ictidomys_tridecemlineatus ENSSTOG00000000581
spermophilus_dauricus ENSSDAG00000006976
castor_canadensis ENSCCNG00000007603
cricetulus_griseus ENSCGRG00000012023
mus_spicilegus ENSMSIG00000004380
jaculus_jaculus ENSJJAG00000022282
oryctolagus_cuniculus ENSOCUG00000022632
bos_mutus ENSBMUG00000002708
ovis_aries ENSOARG00000014770
nomascus_leucogenys ENSNLEG00000000708
echinops_telfairi ENSETEG00000003230
panthera_pardus ENSPPRG00000023419
panthera_tigris ENSPTIG00000019698
felis_catus ENSFCAG00000038676
tursiops_truncatus ENSTTRG00000012735
ursus_americanus ENSUAMG00000020133
ailuropoda_melanoleuca ENSAMEG00000002711
canis_lupus ENSCAFG00000029352
canis_lupus ENSCAFG00020013049
neovison_vison ENSNVIG00000010402
equus_asinus ENSEASG00005011879
bos_taurus ENSBTAG00000010256
bison_bison ENSBBBG00000013081
capra_hircus ENSCHIG00000020560
