pan_paniscus ENSPPAG00000042074
pan_troglodytes ENSPTRG00000024389
gorilla_gorilla ENSGGOG00000037500
pongo_abelii ENSPPYG00000006129
macaca_mulatta ENSMMUG00000046580
macaca_fascicularis ENSMFAG00000039725
macaca_nemestrina ENSMNEG00000044943
mandrillus_leucophaeus ENSMLEG00000038361
cercocebus_atys ENSCATG00000042865
papio_anubis ENSPANG00000030091
rhinopithecus_roxellana ENSRROG00000034494
saimiri_boliviensis_boliviensis ENSSBOG00000021314
callithrix_jacchus ENSCJAG00000006706
aotus_nancymaae ENSANAG00000036863
tursiops_truncatus ENSTTRG00000001128
choloepus_hoffmanni ENSCHOG00000012441
