prolemur_simus ENSPSMG00000002747
propithecus_coquereli ENSPCOG00000017463
cercocebus_atys ENSCATG00000012956
theropithecus_gelada ENSTGEG00000004055
macaca_nemestrina ENSMNEG00000015507
macaca_fascicularis ENSMFAG00000028381
mandrillus_leucophaeus ENSMLEG00000013965
rhinopithecus_bieti ENSRBIG00000030909
rhinopithecus_roxellana ENSRROG00000038359
colobus_angolensis ENSCANG00000009409
piliocolobus_tephrosceles ENSPTEG00000023872
papio_anubis ENSPANG00000033284
nomascus_leucogenys ENSNLEG00000029139
saimiri_boliviensis ENSSBOG00000018747
cebus_capucinus ENSCCAG00000019840
callithrix_jacchus ENSCJAG00000039445
aotus_nancymaae ENSANAG00000031452
meriones_unguiculatus ENSMUGG00000000763
cricetulus_griseus ENSCGRG00015013516
panthera_pardus ENSPPRG00000016855
panthera_tigris ENSPTIG00000015310
felis_catus ENSFCAG00000037177
equus_asinus ENSEASG00005023460
capra_hircus ENSCHIG00000012606
