chrysemys_picta_bellii ENSCPBG00000009292
gopherus_agassizii ENSGAGG00000006024
pelodiscus_sinensis ENSPSIG00000004437
apteryx_owenii ENSAOWG00000002073
apteryx_haastii ENSAHAG00000015940
dromaius_novaehollandiae ENSDNVG00000008846
apteryx_rowi ENSARWG00000012748
calidris_pygmaea ENSCPGG00000001674
calidris_pugnax ENSCPUG00000008422
junco_hyemalis ENSJHYG00000009411
lonchura_striata_domestica ENSLSDG00000011990
lepidothrix_coronata ENSLCOG00000002474
meleagris_gallopavo ENSMGAG00000005720
coturnix_japonica ENSCJPG00005002574
numida_meleagris ENSNMEG00000007123
anolis_carolinensis ENSACAG00000010921
pogona_vitticeps ENSPVIG00000019845
salvator_merianae ENSSMRG00000011174
anser_brachyrhynchus ENSABRG00000000976
parus_major ENSPMJG00000001955
nothoprocta_perdicaria ENSNPEG00000004179
melopsittacus_undulatus ENSMUNG00000001463
chelonoidis_abingdonii ENSCABG00000021644
sphenodon_punctatus ENSSPUG00000007752
loxodonta_africana ENSLAFG00000001180
procavia_capensis ENSPCAG00000013933
echinops_telfairi ENSETEG00000015760
callithrix_jacchus ENSCJAG00000004783
saimiri_boliviensis_boliviensis ENSSBOG00000031387
cebus_capucinus ENSCCAG00000031927
aotus_nancymaae ENSANAG00000038528
homo_sapiens ENSG00000143257
pan_troglodytes ENSPTRG00000001582
pongo_abelii ENSPPYG00000000602
pan_paniscus ENSPPAG00000027744
gorilla_gorilla ENSGGOG00000005724
nomascus_leucogenys ENSNLEG00000014287
rhinopithecus_roxellana ENSRROG00000034213
rhinopithecus_bieti ENSRBIG00000040747
piliocolobus_tephrosceles ENSPTEG00000023431
colobus_angolensis_palliatus ENSCANG00000028429
macaca_mulatta ENSMMUG00000018128
macaca_nemestrina ENSMNEG00000030882
macaca_fascicularis ENSMFAG00000044667
theropithecus_gelada ENSTGEG00000007830
papio_anubis ENSPANG00000014194
cercocebus_atys ENSCATG00000039247
mandrillus_leucophaeus ENSMLEG00000027835
chlorocebus_sabaeus ENSCSAG00000002676
carlito_syrichta ENSTSYG00000003712
prolemur_simus ENSPSMG00000020741
propithecus_coquereli ENSPCOG00000021276
microcebus_murinus ENSMICG00000007296
otolemur_garnettii ENSOGAG00000013738
peromyscus_maniculatus_bairdii ENSPEMG00000010704
microtus_ochrogaster ENSMOCG00000010312
cricetulus_griseus_chok1gshd ENSCGRG00001021173
cricetulus_griseus_crigri-picr ENSCGRG00015017960
cricetulus_griseus_crigri ENSCGRG00000004502
mesocricetus_auratus ENSMAUG00000013446
mus_musculus ENSMUSG00000005677
mus_spicilegus ENSMSIG00000024571
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015660
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014855
mus_pahari MGP_PahariEiJ_G0028093
rattus_norvegicus ENSRNOG00000003260
meriones_unguiculatus ENSMUGG00000016624
nannospalax_galili ENSNGAG00000012780
jaculus_jaculus ENSJJAG00000009839
castor_canadensis ENSCCNG00000013782
dipodomys_ordii ENSDORG00000023801
spermophilus_dauricus ENSSDAG00000012325
urocitellus_parryii ENSUPAG00010005184
ictidomys_tridecemlineatus ENSSTOG00000003818
marmota_marmota_marmota ENSMMMG00000021979
chinchilla_lanigera ENSCLAG00000014800
octodon_degus ENSODEG00000008562
cavia_porcellus ENSCPOG00000015331
cavia_aperea ENSCAPG00000015678
heterocephalus_glaber_female ENSHGLG00000009271
heterocephalus_glaber_male ENSHGLG00100004620
fukomys_damarensis ENSFDAG00000012957
heterocephalus_glaber_female ENSHGLG00000004235
heterocephalus_glaber_male ENSHGLG00100017787
fukomys_damarensis ENSFDAG00000020326
chinchilla_lanigera ENSCLAG00000003749
oryctolagus_cuniculus ENSOCUG00000013537
ochotona_princeps ENSOPRG00000003455
tupaia_belangeri ENSTBEG00000017482
tupaia_belangeri ENSTBEG00000000991
ovis_aries ENSOARG00000009965
capra_hircus ENSCHIG00000023854
bos_mutus ENSBMUG00000000548
bos_taurus ENSBTAG00000009215
bison_bison_bison ENSBBBG00000013506
tursiops_truncatus ENSTTRG00000009227
sus_scrofa ENSSSCG00000006353
vicugna_pacos ENSVPAG00000008427
erinaceus_europaeus ENSEEUG00000004981
ursus_americanus ENSUAMG00000025473
ursus_maritimus ENSUMAG00000023944
ailuropoda_melanoleuca ENSAMEG00000015383
neovison_vison ENSNVIG00000002060
mustela_putorius_furo ENSMPUG00000014388
canis_lupus_dingo ENSCAFG00020001043
canis_lupus_familiaris ENSCAFG00000012921
vulpes_vulpes ENSVVUG00000015729
panthera_pardus ENSPPRG00000004593
panthera_tigris_altaica ENSPTIG00000006354
felis_catus ENSFCAG00000000497
equus_asinus_asinus ENSEASG00005012332
equus_caballus ENSECAG00000020930
pteropus_vampyrus ENSPVAG00000005540
choloepus_hoffmanni ENSCHOG00000008181
dasypus_novemcinctus ENSDNOG00000045179
sorex_araneus ENSSARG00000002684
notamacropus_eugenii ENSMEUG00000001987
phascolarctos_cinereus ENSPCIG00000020353
sarcophilus_harrisii ENSSHAG00000016687
monodelphis_domestica ENSMODG00000005089
xenopus_tropicalis ENSXETG00000031759
latimeria_chalumnae ENSLACG00000009851
ciona_intestinalis ENSCING00000020740
