labrus_bergylta ENSLBEG00000018300
gasterosteus_aculeatus ENSGACG00000013513
takifugu_rubripes ENSTRUG00000009528
tetraodon_nigroviridis ENSTNIG00000004728
stegastes_partitus ENSSPAG00000007930
acanthochromis_polyacanthus ENSAPOG00000010484
maylandia_zebra ENSMZEG00005017931
astatotilapia_calliptera ENSACLG00000020952
haplochromis_burtoni ENSHBUG00000002165
oreochromis_niloticus ENSONIG00000007770
amphilophus_citrinellus ENSACIG00000019698
fundulus_heteroclitus ENSFHEG00000002727
cyprinodon_variegatus ENSCVAG00000021734
gambusia_affinis ENSGAFG00000011784
kryptolebias_marmoratus ENSKMAG00000006714
oryzias_melastigma ENSOMEG00000007157
mastacembelus_armatus ENSMAMG00000016478
