paramormyrops_kingsleyae ENSPKIG00000025554
scleropages_formosus ENSSFOG00015013536
scleropages_formosus ENSSFOG00015004788
takifugu_rubripes ENSTRUG00000017099
tetraodon_nigroviridis ENSTNIG00000016055
labrus_bergylta ENSLBEG00000002967
mola_mola ENSMMOG00000008373
gasterosteus_aculeatus ENSGACG00000009210
seriola_lalandi_dorsalis ENSSLDG00000009590
seriola_dumerili ENSSDUG00000016665
scophthalmus_maximus ENSSMAG00000000421
mastacembelus_armatus ENSMAMG00000022894
monopterus_albus ENSMALG00000013296
anabas_testudineus ENSATEG00000003674
amphiprion_percula ENSAPEG00000013538
amphiprion_ocellaris ENSAOCG00000017493
acanthochromis_polyacanthus ENSAPOG00000008921
stegastes_partitus ENSSPAG00000008727
maylandia_zebra ENSMZEG00005013418
haplochromis_burtoni ENSHBUG00000008931
astatotilapia_calliptera ENSACLG00000012510
pundamilia_nyererei ENSPNYG00000002054
neolamprologus_brichardi ENSNBRG00000014067
oreochromis_niloticus ENSONIG00000003893
amphilophus_citrinellus ENSACIG00000022199
xiphophorus_maculatus ENSXMAG00000014447
xiphophorus_couchianus ENSXCOG00000004731
poecilia_latipinna ENSPLAG00000010520
poecilia_mexicana ENSPMEG00000003857
poecilia_formosa ENSPFOG00000014458
poecilia_reticulata ENSPREG00000002813
gambusia_affinis ENSGAFG00000004426
cyprinodon_variegatus ENSCVAG00000008770
fundulus_heteroclitus ENSFHEG00000010144
kryptolebias_marmoratus ENSKMAG00000011083
oryzias_latipes ENSORLG00020007586
oryzias_latipes ENSORLG00000019756
oryzias_latipes_asm223469v1 ENSORLG00015022830
oryzias_melastigma ENSOMEG00000007327
oryzias_melastigma ENSOMEG00000007806
cynoglossus_semilaevis ENSCSEG00000021371
hippocampus_comes ENSHCOG00000016055
periophthalmus_magnuspinnatus ENSPMGG00000013055
gadus_morhua ENSGMOG00000017111
esox_lucius ENSELUG00000012353
pygocentrus_nattereri ENSPNAG00000026400
astyanax_mexicanus ENSAMXG00000011622
ictalurus_punctatus ENSIPUG00000013766
danio_rerio ENSDARG00000051857
lepisosteus_oculatus ENSLOCG00000015603
pogona_vitticeps ENSPVIG00000017812
anolis_carolinensis ENSACAG00000006611
notechis_scutatus ENSNSUG00000013165
salvator_merianae ENSSMRG00000012594
sphenodon_punctatus ENSSPUG00000017069
calidris_pygmaea ENSCPGG00000011852
calidris_pugnax ENSCPUG00000009127
melopsittacus_undulatus ENSMUNG00000016853
lepidothrix_coronata ENSLCOG00000011908
manacus_vitellinus ENSMVIG00005007242
junco_hyemalis ENSJHYG00000015445
zonotrichia_albicollis ENSZALG00000007200
serinus_canaria ENSSCAG00000009450
taeniopygia_guttata ENSTGUG00000005272
taeniopygia_guttata ENSTGUG00000005269
lonchura_striata_domestica ENSLSDG00000016662
parus_major ENSPMJG00000010232
cyanistes_caeruleus ENSCCEG00000005325
ficedula_albicollis ENSFALG00000010124
anser_brachyrhynchus ENSABRG00000005946
anas_platyrhynchos_platyrhynchos ENSAPLG00000012062
gallus_gallus ENSGALG00000031934
meleagris_gallopavo ENSMGAG00000008969
coturnix_japonica ENSCJPG00005012177
numida_meleagris ENSNMEG00000009974
apteryx_haastii ENSAHAG00000005800
apteryx_rowi ENSARWG00000012310
apteryx_owenii ENSAOWG00000008812
dromaius_novaehollandiae ENSDNVG00000012906
nothoprocta_perdicaria ENSNPEG00000014291
