drosophila_melanogaster FBgn0030504
caenorhabditis_elegans_strain_n2 WBGene00021595
carlito_syrichta ENSTSYG00000030210
sorex_araneus ENSSARG00000000157
tupaia_belangeri ENSTBEG00000004907
oryctolagus_cuniculus ENSOCUG00000005662
ochotona_princeps ENSOPRG00000005001
propithecus_coquereli ENSPCOG00000014009
prolemur_simus ENSPSMG00000007959
microcebus_murinus ENSMICG00000007624
otolemur_garnettii ENSOGAG00000001626
gorilla_gorilla ENSGGOG00000014850
homo_sapiens ENSG00000052749
pan_troglodytes ENSPTRG00000002806
pan_paniscus ENSPPAG00000043885
pongo_abelii ENSPPYG00000002528
nomascus_leucogenys ENSNLEG00000013762
theropithecus_gelada ENSTGEG00000015177
papio_anubis ENSPANG00000021360
mandrillus_leucophaeus ENSMLEG00000041317
cercocebus_atys ENSCATG00000045310
macaca_fascicularis ENSMFAG00000041558
macaca_nemestrina ENSMNEG00000036759
macaca_mulatta ENSMMUG00000019634
chlorocebus_sabaeus ENSCSAG00000005877
colobus_angolensis_palliatus ENSCANG00000031653
piliocolobus_tephrosceles ENSPTEG00000031743
rhinopithecus_bieti ENSRBIG00000021296
rhinopithecus_roxellana ENSRROG00000032482
cebus_capucinus ENSCCAG00000024088
saimiri_boliviensis_boliviensis ENSSBOG00000030992
callithrix_jacchus ENSCJAG00000045178
callithrix_jacchus ENSCJAG00000016549
cebus_capucinus ENSCCAG00000033123
aotus_nancymaae ENSANAG00000037485
castor_canadensis ENSCCNG00000020555
dipodomys_ordii ENSDORG00000009199
mus_spicilegus ENSMSIG00000015566
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023878
mus_musculus ENSMUSG00000035049
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022957
mus_pahari MGP_PahariEiJ_G0014447
rattus_norvegicus ENSRNOG00000048495
meriones_unguiculatus ENSMUGG00000011575
cricetulus_griseus_chok1gshd ENSCGRG00001004338
cricetulus_griseus_crigri ENSCGRG00000011965
cricetulus_griseus_crigri-picr ENSCGRG00015024833
mesocricetus_auratus ENSMAUG00000020743
microtus_ochrogaster ENSMOCG00000006753
peromyscus_maniculatus_bairdii ENSPEMG00000008437
nannospalax_galili ENSNGAG00000024144
jaculus_jaculus ENSJJAG00000000110
chinchilla_lanigera ENSCLAG00000003753
