pan_paniscus ENSPPAG00000036915
pan_troglodytes ENSPTRG00000044014
gorilla_gorilla ENSGGOG00000038329
macaca_fascicularis ENSMFAG00000037066
macaca_mulatta ENSMMUG00000038814
macaca_nemestrina ENSMNEG00000031888
mandrillus_leucophaeus ENSMLEG00000036582
cercocebus_atys ENSCATG00000019079
papio_anubis ENSPANG00000030799
theropithecus_gelada ENSTGEG00000024942
piliocolobus_tephrosceles ENSPTEG00000033359
colobus_angolensis_palliatus ENSCANG00000036294
rhinopithecus_roxellana ENSRROG00000009183
rhinopithecus_bieti ENSRBIG00000044058
aotus_nancymaae ENSANAG00000024963
