paramormyrops_kingsleyae ENSPKIG00000003297
scleropages_formosus ENSSFOG00015017728
clupea_harengus ENSCHAG00000017423
denticeps_clupeoides ENSDCDG00000027460
ictalurus_punctatus ENSIPUG00000025095
pygocentrus_nattereri ENSPNAG00000020780
danio_rerio ENSDARG00000093460
cottoperca_gobio ENSCGOG00000013400
gasterosteus_aculeatus ENSGACG00000007955
labrus_bergylta ENSLBEG00000027589
mola_mola ENSMMOG00000007506
lates_calcarifer ENSLCAG00010006489
mastacembelus_armatus ENSMAMG00000006669
anabas_testudineus ENSATEG00000016972
poecilia_latipinna ENSPLAG00000014406
poecilia_mexicana ENSPMEG00000016041
xiphophorus_maculatus ENSXMAG00000020082
xiphophorus_couchianus ENSXCOG00000006357
gambusia_affinis ENSGAFG00000006790
fundulus_heteroclitus ENSFHEG00000013910
cyprinodon_variegatus ENSCVAG00000015229
oryzias_latipes ENSORLG00020014279
amphiprion_ocellaris ENSAOCG00000000517
astatotilapia_calliptera ENSACLG00000013498
maylandia_zebra ENSMZEG00005009911
haplochromis_burtoni ENSHBUG00000018118
oreochromis_niloticus ENSONIG00000020425
neolamprologus_brichardi ENSNBRG00000006232
takifugu_rubripes ENSTRUG00000023126
tetraodon_nigroviridis ENSTNIG00000000197
periophthalmus_magnuspinnatus ENSPMGG00000011034
gadus_morhua ENSGMOG00000009927
hucho_hucho ENSHHUG00000002361
erpetoichthys_calabaricus ENSECRG00000009965
pteropus_vampyrus ENSPVAG00000001980
erinaceus_europaeus ENSEEUG00000013542
tursiops_truncatus ENSTTRG00000002324
bos_taurus ENSBTAG00000055112
sus_scrofa ENSSSCG00000040789
vicugna_pacos ENSVPAG00000001288
ursus_maritimus ENSUMAG00000020138
ursus_americanus ENSUAMG00000018775
ailuropoda_melanoleuca ENSAMEG00000019822
mustela_putorius ENSMPUG00000018476
neovison_vison ENSNVIG00000012383
canis_lupus ENSCAFG00000044828
myotis_lucifugus ENSMLUG00000002832
prolemur_simus ENSPSMG00000021665
propithecus_coquereli ENSPCOG00000009554
homo_sapiens ENSG00000203737
aotus_nancymaae ENSANAG00000009555
ochotona_princeps ENSOPRG00000007528
oryctolagus_cuniculus ENSOCUG00000038946
mesocricetus_auratus ENSMAUG00000000289
microtus_ochrogaster ENSMOCG00000007360
meriones_unguiculatus ENSMUGG00000019586
mus_musculus ENSMUSG00000118401
nannospalax_galili ENSNGAG00000018099
jaculus_jaculus ENSJJAG00000011780
castor_canadensis ENSCCNG00000023886
chinchilla_lanigera ENSCLAG00000011501
octodon_degus ENSODEG00000020014
cavia_porcellus ENSCPOG00000009048
heterocephalus_glaber ENSHGLG00000008253
heterocephalus_glaber ENSHGLG00100012601
fukomys_damarensis ENSFDAG00000000514
carlito_syrichta ENSTSYG00000008893
dasypus_novemcinctus ENSDNOG00000006238
choloepus_hoffmanni ENSCHOG00000002825
procavia_capensis ENSPCAG00000004190
echinops_telfairi ENSETEG00000001195
notamacropus_eugenii ENSMEUG00000000561
dromaius_novaehollandiae ENSDNVG00000014618
nothoprocta_perdicaria ENSNPEG00000009200
taeniopygia_guttata ENSTGUG00000003360
chrysemys_picta ENSCPBG00000014647
sphenodon_punctatus ENSSPUG00000002960
notechis_scutatus ENSNSUG00000013657
latimeria_chalumnae ENSLACG00000009634
eptatretus_burgeri ENSEBUG00000006480
