pan_paniscus ENSPPAG00000017350
pan_troglodytes ENSPTRG00000001298
homo_sapiens ENSG00000213171
gorilla_gorilla ENSGGOG00000004487
pongo_abelii ENSPPYG00000000854
nomascus_leucogenys ENSNLEG00000010303
mandrillus_leucophaeus ENSMLEG00000000178
cercocebus_atys ENSCATG00000021085
theropithecus_gelada ENSTGEG00000017511
papio_anubis ENSPANG00000007807
macaca_nemestrina ENSMNEG00000028221
macaca_fascicularis ENSMFAG00000029272
macaca_mulatta ENSMMUG00000012137
chlorocebus_sabaeus ENSCSAG00000000180
colobus_angolensis_palliatus ENSCANG00000001744
piliocolobus_tephrosceles ENSPTEG00000027934
rhinopithecus_bieti ENSRBIG00000026745
rhinopithecus_roxellana ENSRROG00000011588
saimiri_boliviensis_boliviensis ENSSBOG00000004029
cebus_capucinus ENSCCAG00000000332
callithrix_jacchus ENSCJAG00000031915
aotus_nancymaae ENSANAG00000006067
carlito_syrichta ENSTSYG00000036443
prolemur_simus ENSPSMG00000003452
propithecus_coquereli ENSPCOG00000000761
otolemur_garnettii ENSOGAG00000005085
chinchilla_lanigera ENSCLAG00000000770
octodon_degus ENSODEG00000009935
cavia_porcellus ENSCPOG00000003563
cavia_aperea ENSCAPG00000011258
heterocephalus_glaber_male ENSHGLG00100007761
heterocephalus_glaber_female ENSHGLG00000009515
fukomys_damarensis ENSFDAG00000009525
urocitellus_parryii ENSUPAG00010004877
ictidomys_tridecemlineatus ENSSTOG00000015241
spermophilus_dauricus ENSSDAG00000010765
marmota_marmota_marmota ENSMMMG00000018432
castor_canadensis ENSCCNG00000029093
dipodomys_ordii ENSDORG00000027587
mus_musculus ENSMUSG00000044505
mus_spicilegus ENSMSIG00000001743
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026251
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025309
mus_pahari MGP_PahariEiJ_G0026752
rattus_norvegicus ENSRNOG00000022863
meriones_unguiculatus ENSMUGG00000003140
cricetulus_griseus_crigri ENSCGRG00000006861
cricetulus_griseus_chok1gshd ENSCGRG00001012674
cricetulus_griseus_crigri-picr ENSCGRG00015021340
mesocricetus_auratus ENSMAUG00000019249
peromyscus_maniculatus_bairdii ENSPEMG00000002211
microtus_ochrogaster ENSMOCG00000002527
nannospalax_galili ENSNGAG00000016843
jaculus_jaculus ENSJJAG00000017052
oryctolagus_cuniculus ENSOCUG00000001389
ochotona_princeps ENSOPRG00000016066
tupaia_belangeri ENSTBEG00000011624
tursiops_truncatus ENSTTRG00000003150
vicugna_pacos ENSVPAG00000000667
bos_taurus ENSBTAG00000040596
bos_mutus ENSBMUG00000024776
bison_bison_bison ENSBBBG00000002969
capra_hircus ENSCHIG00000010031
sus_scrofa ENSSSCG00000026259
myotis_lucifugus ENSMLUG00000002233
pteropus_vampyrus ENSPVAG00000008916
erinaceus_europaeus ENSEEUG00000004801
equus_asinus_asinus ENSEASG00005005208
equus_caballus ENSECAG00000012494
ursus_maritimus ENSUMAG00000001441
ursus_americanus ENSUAMG00000017941
ailuropoda_melanoleuca ENSAMEG00000019097
mustela_putorius_furo ENSMPUG00000018420
neovison_vison ENSNVIG00000014264
canis_lupus_familiaris ENSCAFG00000012869
canis_lupus_dingo ENSCAFG00020009599
vulpes_vulpes ENSVVUG00000013594
panthera_pardus ENSPPRG00000022395
panthera_tigris_altaica ENSPTIG00000006738
felis_catus ENSFCAG00000010784
loxodonta_africana ENSLAFG00000006279
dasypus_novemcinctus ENSDNOG00000010403
choloepus_hoffmanni ENSCHOG00000000583
notamacropus_eugenii ENSMEUG00000008142
phascolarctos_cinereus ENSPCIG00000021207
monodelphis_domestica ENSMODG00000018908
