xiphophorus_maculatus ENSXMAG00000005795
gambusia_affinis ENSGAFG00000015794
poecilia_mexicana ENSPMEG00000005312
poecilia_mexicana ENSPMEG00000021498
poecilia_formosa ENSPFOG00000000087
poecilia_latipinna ENSPLAG00000008352
poecilia_reticulata ENSPREG00000017051
cyprinodon_variegatus ENSCVAG00000002254
kryptolebias_marmoratus ENSKMAG00000004874
oryzias_latipes ENSORLG00020003314
oryzias_latipes ENSORLG00000011363
oryzias_latipes_asm223469v1 ENSORLG00015020530
oryzias_melastigma ENSOMEG00000001186
cynoglossus_semilaevis ENSCSEG00000008067
monopterus_albus ENSMALG00000009389
mastacembelus_armatus ENSMAMG00000023447
anabas_testudineus ENSATEG00000008100
seriola_lalandi_dorsalis ENSSLDG00000014289
seriola_dumerili ENSSDUG00000011740
scophthalmus_maximus ENSSMAG00000016643
maylandia_zebra ENSMZEG00005008380
pundamilia_nyererei ENSPNYG00000004264
astatotilapia_calliptera ENSACLG00000023449
haplochromis_burtoni ENSHBUG00000020695
oreochromis_niloticus ENSONIG00000020258
neolamprologus_brichardi ENSNBRG00000000613
amphilophus_citrinellus ENSACIG00000021005
amphiprion_percula ENSAPEG00000021312
amphiprion_ocellaris ENSAOCG00000004698
acanthochromis_polyacanthus ENSAPOG00000011598
stegastes_partitus ENSSPAG00000019061
tetraodon_nigroviridis ENSTNIG00000007348
takifugu_rubripes ENSTRUG00000025952
mola_mola ENSMMOG00000010227
esox_lucius ENSELUG00000003279
pygocentrus_nattereri ENSPNAG00000003634
danio_rerio ENSDARG00000112767
seriola_lalandi_dorsalis ENSSLDG00000014372
anabas_testudineus ENSATEG00000018349
tetraodon_nigroviridis ENSTNIG00000015992
takifugu_rubripes ENSTRUG00000016812
mola_mola ENSMMOG00000014602
hippocampus_comes ENSHCOG00000006088
hippocampus_comes ENSHCOG00000006126
ciona_intestinalis ENSCING00000013105
