paramormyrops_kingsleyae ENSPKIG00000002415
scleropages_formosus ENSSFOG00015001427
labrus_bergylta ENSLBEG00000012849
mola_mola ENSMMOG00000000634
gasterosteus_aculeatus ENSGACG00000003977
scophthalmus_maximus ENSSMAG00000007542
cynoglossus_semilaevis ENSCSEG00000007228
seriola_dumerili ENSSDUG00000023078
seriola_lalandi_dorsalis ENSSLDG00000023183
mastacembelus_armatus ENSMAMG00000023167
monopterus_albus ENSMALG00000012773
anabas_testudineus ENSATEG00000018848
xiphophorus_maculatus ENSXMAG00000004708
gambusia_affinis ENSGAFG00000001697
poecilia_formosa ENSPFOG00000008331
poecilia_latipinna ENSPLAG00000020493
poecilia_mexicana ENSPMEG00000015625
poecilia_reticulata ENSPREG00000010246
fundulus_heteroclitus ENSFHEG00000023180
cyprinodon_variegatus ENSCVAG00000000855
kryptolebias_marmoratus ENSKMAG00000009655
oryzias_latipes ENSORLG00000002944
oryzias_latipes_asm223469v1 ENSORLG00015011698
oryzias_latipes ENSORLG00020000530
oryzias_melastigma ENSOMEG00000009330
maylandia_zebra ENSMZEG00005008789
astatotilapia_calliptera ENSACLG00000026991
pundamilia_nyererei ENSPNYG00000006158
neolamprologus_brichardi ENSNBRG00000019646
oreochromis_niloticus ENSONIG00000008767
amphilophus_citrinellus ENSACIG00000002296
amphiprion_ocellaris ENSAOCG00000004267
amphiprion_percula ENSAPEG00000007996
acanthochromis_polyacanthus ENSAPOG00000010615
stegastes_partitus ENSSPAG00000021986
takifugu_rubripes ENSTRUG00000016678
tetraodon_nigroviridis ENSTNIG00000015977
hippocampus_comes ENSHCOG00000005653
periophthalmus_magnuspinnatus ENSPMGG00000006697
gadus_morhua ENSGMOG00000009016
esox_lucius ENSELUG00000009263
astyanax_mexicanus ENSAMXG00000014490
ictalurus_punctatus ENSIPUG00000015063
echinops_telfairi ENSETEG00000002197
ciona_intestinalis ENSCING00000010011
drosophila_melanogaster FBgn0041164
