paramormyrops_kingsleyae ENSPKIG00000005947
scleropages_formosus ENSSFOG00015006496
denticeps_clupeoides ENSDCDG00000022182
clupea_harengus ENSCHAG00000026570
astyanax_mexicanus ENSAMXG00000034027
astyanax_mexicanus ENSAMXG00005018421
pygocentrus_nattereri ENSPNAG00000004882
ictalurus_punctatus ENSIPUG00000001056
electrophorus_electricus ENSEEEG00000012596
danio_rerio ENSDARG00000041110
tetraodon_nigroviridis ENSTNIG00000002052
hippocampus_comes ENSHCOG00000014985
cottoperca_gobio ENSCGOG00000002877
gasterosteus_aculeatus ENSGACG00000004166
larimichthys_crocea ENSLCRG00005023428
tetraodon_nigroviridis ENSTNIG00000013974
takifugu_rubripes ENSTRUG00000003410
mola_mola ENSMMOG00000020110
labrus_bergylta ENSLBEG00000019233
monopterus_albus ENSMALG00000011246
mastacembelus_armatus ENSMAMG00000012678
anabas_testudineus ENSATEG00000013990
betta_splendens ENSBSLG00000023572
scophthalmus_maximus ENSSMAG00000016446
cynoglossus_semilaevis ENSCSEG00000005383
lates_calcarifer ENSLCAG00010026005
seriola_lalandi ENSSLDG00000002016
seriola_dumerili ENSSDUG00000002462
amphiprion_ocellaris ENSAOCG00000015293
amphiprion_percula ENSAPEG00000023642
acanthochromis_polyacanthus ENSAPOG00000022803
stegastes_partitus ENSSPAG00000005884
parambassis_ranga ENSPRNG00000008234
xiphophorus_maculatus ENSXMAG00000004627
xiphophorus_couchianus ENSXCOG00000019077
gambusia_affinis ENSGAFG00000001662
poecilia_formosa ENSPFOG00000006914
poecilia_mexicana ENSPMEG00000001114
poecilia_latipinna ENSPLAG00000022167
poecilia_reticulata ENSPREG00000002469
fundulus_heteroclitus ENSFHEG00000022460
cyprinodon_variegatus ENSCVAG00000020565
kryptolebias_marmoratus ENSKMAG00000017051
oryzias_latipes ENSORLG00020018715
oryzias_latipes ENSORLG00015012616
oryzias_latipes ENSORLG00000017711
oryzias_melastigma ENSOMEG00000006210
gouania_willdenowi ENSGWIG00000026716
maylandia_zebra ENSMZEG00005003248
astatotilapia_calliptera ENSACLG00000007674
haplochromis_burtoni ENSHBUG00000022066
pundamilia_nyererei ENSPNYG00000010810
neolamprologus_brichardi ENSNBRG00000009711
oreochromis_niloticus ENSONIG00000008479
amphilophus_citrinellus ENSACIG00000019002
periophthalmus_magnuspinnatus ENSPMGG00000011917
gadus_morhua ENSGMOG00000002042
hucho_hucho ENSHHUG00000036759
esox_lucius ENSELUG00000003522
lepisosteus_oculatus ENSLOCG00000005118
erpetoichthys_calabaricus ENSECRG00000014526
