fundulus_heteroclitus ENSFHEG00000017576
cyprinodon_variegatus ENSCVAG00000003587
xiphophorus_maculatus ENSXMAG00000004214
xiphophorus_couchianus ENSXCOG00000007325
gambusia_affinis ENSGAFG00000018131
poecilia_formosa ENSPFOG00000017072
poecilia_mexicana ENSPMEG00000019766
poecilia_latipinna ENSPLAG00000005646
poecilia_reticulata ENSPREG00000007638
cyprinodon_variegatus ENSCVAG00000010069
kryptolebias_marmoratus ENSKMAG00000002547
oryzias_latipes ENSORLG00000004877
oryzias_latipes ENSORLG00020003168
oryzias_latipes_asm223469v1 ENSORLG00015006334
oryzias_melastigma ENSOMEG00000008787
maylandia_zebra ENSMZEG00005004891
astatotilapia_calliptera ENSACLG00000009304
haplochromis_burtoni ENSHBUG00000007145
pundamilia_nyererei ENSPNYG00000000929
neolamprologus_brichardi ENSNBRG00000003182
oreochromis_niloticus ENSONIG00000010599
amphilophus_citrinellus ENSACIG00000021642
mastacembelus_armatus ENSMAMG00000004430
monopterus_albus ENSMALG00000002618
tetraodon_nigroviridis ENSTNIG00000006959
takifugu_rubripes ENSTRUG00000001708
mola_mola ENSMMOG00000006128
cynoglossus_semilaevis ENSCSEG00000017600
gasterosteus_aculeatus ENSGACG00000015702
hippocampus_comes ENSHCOG00000019763
amphiprion_ocellaris ENSAOCG00000015813
amphiprion_percula ENSAPEG00000014105
acanthochromis_polyacanthus ENSAPOG00000005567
stegastes_partitus ENSSPAG00000001328
labrus_bergylta ENSLBEG00000007170
seriola_dumerili ENSSDUG00000011353
seriola_lalandi_dorsalis ENSSLDG00000016250
scophthalmus_maximus ENSSMAG00000007103
anabas_testudineus ENSATEG00000019356
periophthalmus_magnuspinnatus ENSPMGG00000011075
gadus_morhua ENSGMOG00000017550
esox_lucius ENSELUG00000018727
pygocentrus_nattereri ENSPNAG00000011044
astyanax_mexicanus ENSAMXG00000006140
ictalurus_punctatus ENSIPUG00000016837
danio_rerio ENSDARG00000101983
scleropages_formosus ENSSFOG00015019915
paramormyrops_kingsleyae ENSPKIG00000003491
pygocentrus_nattereri ENSPNAG00000008257
astyanax_mexicanus ENSAMXG00000012519
ictalurus_punctatus ENSIPUG00000012750
danio_rerio ENSDARG00000101293
esox_lucius ENSELUG00000020514
lepisosteus_oculatus ENSLOCG00000005077
notechis_scutatus ENSNSUG00000019998
notechis_scutatus ENSNSUG00000019999
xenopus_tropicalis ENSXETG00000006092
nothoprocta_perdicaria ENSNPEG00000001806
nothoprocta_perdicaria ENSNPEG00000001812
apteryx_haastii ENSAHAG00000007081
apteryx_owenii ENSAOWG00000006538
apteryx_rowi ENSARWG00000015348
dromaius_novaehollandiae ENSDNVG00000013304
anas_platyrhynchos_platyrhynchos ENSAPLG00000014769
anser_brachyrhynchus ENSABRG00000019497
gallus_gallus ENSGALG00000006237
coturnix_japonica ENSCJPG00005008247
numida_meleagris ENSNMEG00000021004
calidris_pygmaea ENSCPGG00000012678
calidris_pugnax ENSCPUG00000003517
melopsittacus_undulatus ENSMUNG00000011507
manacus_vitellinus ENSMVIG00005005214
lepidothrix_coronata ENSLCOG00000003840
junco_hyemalis ENSJHYG00000002636
zonotrichia_albicollis ENSZALG00000007406
serinus_canaria ENSSCAG00000014060
taeniopygia_guttata ENSTGUG00000006273
taeniopygia_guttata ENSTGUG00000006295
lonchura_striata_domestica ENSLSDG00000011303
parus_major ENSPMJG00000019413
cyanistes_caeruleus ENSCCEG00000004789
ficedula_albicollis ENSFALG00000001631
crocodylus_porosus ENSCPRG00005016876
gopherus_agassizii ENSGAGG00000013202
chelonoidis_abingdonii ENSCABG00000021285
chrysemys_picta_bellii ENSCPBG00000015666
pelodiscus_sinensis ENSPSIG00000002350
anolis_carolinensis ENSACAG00000001417
pogona_vitticeps ENSPVIG00000002433
salvator_merianae ENSSMRG00000017422
sphenodon_punctatus ENSSPUG00000001699
xenopus_tropicalis ENSXETG00000006293
xenopus_tropicalis ENSXETG00000006976
xenopus_tropicalis ENSXETG00000023920
xenopus_tropicalis ENSXETG00000030053
xenopus_tropicalis ENSXETG00000018953
xenopus_tropicalis ENSXETG00000016605
xenopus_tropicalis ENSXETG00000003542
xenopus_tropicalis ENSXETG00000008544
xenopus_tropicalis ENSXETG00000012001
xenopus_tropicalis ENSXETG00000020751
xenopus_tropicalis ENSXETG00000006944
xenopus_tropicalis ENSXETG00000024189
xenopus_tropicalis ENSXETG00000032455
xenopus_tropicalis ENSXETG00000022789
xenopus_tropicalis ENSXETG00000009469
xenopus_tropicalis ENSXETG00000002099
xenopus_tropicalis ENSXETG00000008044
xenopus_tropicalis ENSXETG00000018073
xenopus_tropicalis ENSXETG00000008924
xenopus_tropicalis ENSXETG00000002884
xenopus_tropicalis ENSXETG00000011210
xenopus_tropicalis ENSXETG00000026661
xenopus_tropicalis ENSXETG00000025898
xenopus_tropicalis ENSXETG00000010553
xenopus_tropicalis ENSXETG00000001346
xenopus_tropicalis ENSXETG00000014065
xenopus_tropicalis ENSXETG00000002965
xenopus_tropicalis ENSXETG00000017988
xenopus_tropicalis ENSXETG00000010371
xenopus_tropicalis ENSXETG00000000139
