sorex_araneus ENSSARG00000011220
erinaceus_europaeus ENSEEUG00000002148
equus_caballus ENSECAG00000007288
equus_asinus_asinus ENSEASG00005018575
pteropus_vampyrus ENSPVAG00000001964
myotis_lucifugus ENSMLUG00000005514
sus_scrofa ENSSSCG00000017256
vicugna_pacos ENSVPAG00000000111
ovis_aries ENSOARG00000014385
capra_hircus ENSCHIG00000012837
bos_mutus ENSBMUG00000025147
bos_taurus ENSBTAG00000006921
bison_bison_bison ENSBBBG00000023805
ursus_maritimus ENSUMAG00000006225
ursus_americanus ENSUAMG00000025636
ailuropoda_melanoleuca ENSAMEG00000010449
neovison_vison ENSNVIG00000008989
neovison_vison ENSNVIG00000009027
neovison_vison ENSNVIG00000009015
mustela_putorius_furo ENSMPUG00000014343
canis_lupus_dingo ENSCAFG00020020718
vulpes_vulpes ENSVVUG00000007790
panthera_pardus ENSPPRG00000014446
panthera_tigris_altaica ENSPTIG00000009709
felis_catus ENSFCAG00000015679
meriones_unguiculatus ENSMUGG00000024575
meriones_unguiculatus ENSMUGG00000024585
meriones_unguiculatus ENSMUGG00000023746
meriones_unguiculatus ENSMUGG00000023751
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018204
mus_spicilegus ENSMSIG00000017723
mus_musculus ENSMUSG00000044749
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017358
mus_pahari MGP_PahariEiJ_G0018488
rattus_norvegicus ENSRNOG00000046890
cricetulus_griseus_crigri-picr ENSCGRG00015011546
cricetulus_griseus_crigri ENSCGRG00000013644
cricetulus_griseus_chok1gshd ENSCGRG00001011902
mesocricetus_auratus ENSMAUG00000011072
microtus_ochrogaster ENSMOCG00000013898
peromyscus_maniculatus_bairdii ENSPEMG00000000094
nannospalax_galili ENSNGAG00000011584
jaculus_jaculus ENSJJAG00000013278
castor_canadensis ENSCCNG00000000362
dipodomys_ordii ENSDORG00000007098
ictidomys_tridecemlineatus ENSSTOG00000013286
spermophilus_dauricus ENSSDAG00000017263
urocitellus_parryii ENSUPAG00010020001
marmota_marmota_marmota ENSMMMG00000013169
marmota_marmota_marmota ENSMMMG00000012633
chinchilla_lanigera ENSCLAG00000005025
octodon_degus ENSODEG00000009355
cavia_porcellus ENSCPOG00000036808
cavia_aperea ENSCAPG00000017221
heterocephalus_glaber_male ENSHGLG00100015878
heterocephalus_glaber_female ENSHGLG00000001770
fukomys_damarensis ENSFDAG00000007773
oryctolagus_cuniculus ENSOCUG00000014380
ochotona_princeps ENSOPRG00000011602
ursus_americanus ENSUAMG00000025567
ursus_americanus ENSUAMG00000025568
vulpes_vulpes ENSVVUG00000007823
vulpes_vulpes ENSVVUG00000007817
colobus_angolensis_palliatus ENSCANG00000000820
piliocolobus_tephrosceles ENSPTEG00000003646
rhinopithecus_roxellana ENSRROG00000014707
rhinopithecus_bieti ENSRBIG00000027935
mandrillus_leucophaeus ENSMLEG00000031170
cercocebus_atys ENSCATG00000037276
papio_anubis ENSPANG00000020467
theropithecus_gelada ENSTGEG00000026399
macaca_fascicularis ENSMFAG00000003737
macaca_mulatta ENSMMUG00000018592
macaca_nemestrina ENSMNEG00000002396
chlorocebus_sabaeus ENSCSAG00000004356
pan_troglodytes ENSPTRG00000009584
pan_paniscus ENSPPAG00000031827
homo_sapiens ENSG00000154262
gorilla_gorilla ENSGGOG00000015372
cebus_capucinus ENSCCAG00000024538
saimiri_boliviensis_boliviensis ENSSBOG00000031910
callithrix_jacchus ENSCJAG00000000174
aotus_nancymaae ENSANAG00000025219
carlito_syrichta ENSTSYG00000000896
microcebus_murinus ENSMICG00000044268
propithecus_coquereli ENSPCOG00000015952
prolemur_simus ENSPSMG00000001083
otolemur_garnettii ENSOGAG00000001225
marmota_marmota_marmota ENSMMMG00000009984
nomascus_leucogenys ENSNLEG00000035957
equus_asinus_asinus ENSEASG00005018642
tupaia_belangeri ENSTBEG00000006888
loxodonta_africana ENSLAFG00000000080
procavia_capensis ENSPCAG00000010381
echinops_telfairi ENSETEG00000006161
choloepus_hoffmanni ENSCHOG00000009377
dasypus_novemcinctus ENSDNOG00000009641
