ailuropoda_melanoleuca ENSAMEG00000018814
sus_scrofa ENSSSCG00000044074
equus_caballus ENSECAG00000033908
equus_caballus ENSECAG00000021268
equus_caballus ENSECAG00000041887
bos_indicus ENSBIXG00000007869
bos_indicus ENSBIXG00005030513
bos_taurus ENSBTAG00000054184
bos_taurus ENSBTAG00000051177
ovis_aries ENSOARG00000014003
ovis_aries ENSOARG00000018294
canis_lupus ENSCAFG00020023690
canis_lupus ENSCAFG00020023688
canis_lupus ENSCAFG00000023257
vulpes_vulpes ENSVVUG00000002650
vulpes_vulpes ENSVVUG00000015611
vulpes_vulpes ENSVVUG00000030138
canis_lupus ENSCAFG00000044995
canis_lupus ENSCAFG00000045459
homo_sapiens ENSG00000276017
homo_sapiens ENSG00000278633
gorilla_gorilla ENSGGOG00000007136
gorilla_gorilla ENSGGOG00000012382
pan_troglodytes ENSPTRG00000043654
pan_troglodytes ENSPTRG00000031492
pan_troglodytes ENSPTRG00000031319
gorilla_gorilla ENSGGOG00000024798
gorilla_gorilla ENSGGOG00000027969
pongo_abelii ENSPPYG00000019972
pongo_abelii ENSPPYG00000011623
pongo_abelii ENSPPYG00000016156
pongo_abelii ENSPPYG00000020010
pongo_abelii ENSPPYG00000019973
pongo_abelii ENSPPYG00000020011
pongo_abelii ENSPPYG00000016157
pongo_abelii ENSPPYG00000016149
pongo_abelii ENSPPYG00000019953
pongo_abelii ENSPPYG00000012043
nomascus_leucogenys ENSNLEG00000033755
macaca_fascicularis ENSMFAG00000003707
macaca_mulatta ENSMMUG00000064670
macaca_fascicularis ENSMFAG00000003497
theropithecus_gelada ENSTGEG00000028819
papio_anubis ENSPANG00000016604
cercocebus_atys ENSCATG00000033131
mandrillus_leucophaeus ENSMLEG00000037438
theropithecus_gelada ENSTGEG00000028833
macaca_nemestrina ENSMNEG00000045121
rhinopithecus_roxellana ENSRROG00000042326
rhinopithecus_bieti ENSRBIG00000028975
piliocolobus_tephrosceles ENSPTEG00000023408
callithrix_jacchus ENSCJAG00000068480
callithrix_jacchus ENSCJAG00000060266
callithrix_jacchus ENSCJAG00000053307
callithrix_jacchus ENSCJAG00000052202
tupaia_belangeri ENSTBEG00000015410
mus_spicilegus ENSMSIG00000000815
mus_spicilegus ENSMSIG00000012067
callithrix_jacchus ENSCJAG00000059428
callithrix_jacchus ENSCJAG00000062818
ursus_americanus ENSUAMG00000004347
ursus_maritimus ENSUMAG00000024595
neovison_vison ENSNVIG00000010621
mustela_putorius ENSMPUG00000000578
panthera_pardus ENSPPRG00000015233
panthera_tigris ENSPTIG00000016668
felis_catus ENSFCAG00000027798
ovis_aries ENSOARG00000000254
equus_asinus ENSEASG00005012833
equus_caballus ENSECAG00000040423
marmota_marmota ENSMMMG00000009813
spermophilus_dauricus ENSSDAG00000001572
urocitellus_parryii ENSUPAG00010013659
heterocephalus_glaber ENSHGLG00000019068
heterocephalus_glaber ENSHGLG00100008919
prolemur_simus ENSPSMG00000013225
otolemur_garnettii ENSOGAG00000028687
dasypus_novemcinctus ENSDNOG00000041971
loxodonta_africana ENSLAFG00000027346
loxodonta_africana ENSLAFG00000027984
echinops_telfairi ENSETEG00000019945
