chrysemys_picta_bellii ENSCPBG00000016243
chelonoidis_abingdonii ENSCABG00000021115
crocodylus_porosus ENSCPRG00005015540
apteryx_owenii ENSAOWG00000008270
apteryx_haastii ENSAHAG00000014745
apteryx_rowi ENSARWG00000011838
dromaius_novaehollandiae ENSDNVG00000011941
gallus_gallus ENSGALG00000006803
numida_meleagris ENSNMEG00000000558
ursus_americanus ENSUAMG00000007185
ursus_maritimus ENSUMAG00000022139
ailuropoda_melanoleuca ENSAMEG00000012128
neovison_vison ENSNVIG00000000437
mustela_putorius_furo ENSMPUG00000013307
canis_lupus_dingo ENSCAFG00020022113
vulpes_vulpes ENSVVUG00000028728
equus_asinus_asinus ENSEASG00005011825
equus_caballus ENSECAG00000009662
bos_mutus ENSBMUG00000021352
bos_taurus ENSBTAG00000040083
bison_bison_bison ENSBBBG00000003211
capra_hircus ENSCHIG00000004840
sus_scrofa ENSSSCG00000024930
chinchilla_lanigera ENSCLAG00000017731
octodon_degus ENSODEG00000018427
cavia_porcellus ENSCPOG00000023735
cavia_aperea ENSCAPG00000016980
heterocephalus_glaber_female ENSHGLG00000012408
heterocephalus_glaber_male ENSHGLG00100012524
fukomys_damarensis ENSFDAG00000002724
ictidomys_tridecemlineatus ENSSTOG00000024666
spermophilus_dauricus ENSSDAG00000013864
urocitellus_parryii ENSUPAG00010022664
marmota_marmota_marmota ENSMMMG00000003873
cricetulus_griseus_crigri ENSCGRG00000010537
cricetulus_griseus_chok1gshd ENSCGRG00001013775
cricetulus_griseus_crigri-picr ENSCGRG00015012360
mesocricetus_auratus ENSMAUG00000020221
microtus_ochrogaster ENSMOCG00000021051
peromyscus_maniculatus_bairdii ENSPEMG00000005640
mus_spicilegus ENSMSIG00000023648
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033809
mus_musculus ENSMUSG00000066368
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032664
mus_pahari MGP_PahariEiJ_G0015532
rattus_norvegicus ENSRNOG00000032642
nannospalax_galili ENSNGAG00000010359
jaculus_jaculus ENSJJAG00000011236
dipodomys_ordii ENSDORG00000027361
oryctolagus_cuniculus ENSOCUG00000023246
microcebus_murinus ENSMICG00000047046
otolemur_garnettii ENSOGAG00000025281
piliocolobus_tephrosceles ENSPTEG00000003478
theropithecus_gelada ENSTGEG00000005189
loxodonta_africana ENSLAFG00000030539
dasypus_novemcinctus ENSDNOG00000031892
myotis_lucifugus ENSMLUG00000022967
sarcophilus_harrisii ENSSHAG00000017968
monodelphis_domestica ENSMODG00000022970
