haplochromis_burtoni ENSHBUG00000003084
astatotilapia_calliptera ENSACLG00000016961
pundamilia_nyererei ENSPNYG00000011092
neolamprologus_brichardi ENSNBRG00000012336
oreochromis_niloticus ENSONIG00000002503
parambassis_ranga ENSPRNG00000014650
parambassis_ranga ENSPRNG00000014655
parambassis_ranga ENSPRNG00000016099
parambassis_ranga ENSPRNG00000003092
parambassis_ranga ENSPRNG00000015645
parambassis_ranga ENSPRNG00000015829
parambassis_ranga ENSPRNG00000016647
parambassis_ranga ENSPRNG00000014559
parambassis_ranga ENSPRNG00000016379
amphiprion_percula ENSAPEG00000012202
anabas_testudineus ENSATEG00000014186
betta_splendens ENSBSLG00000014086
monopterus_albus ENSMALG00000014047
poecilia_formosa ENSPFOG00000024682
cynoglossus_semilaevis ENSCSEG00000017940
esox_lucius ENSELUG00000000809
electrophorus_electricus ENSEEEG00000016129
ictalurus_punctatus ENSIPUG00000014708
