junco_hyemalis ENSJHYG00000006701
zonotrichia_albicollis ENSZALG00000008588
lonchura_striata ENSLSDG00000011322
parus_major ENSPMJG00000018799
ficedula_albicollis ENSFALG00000007133
lepidothrix_coronata ENSLCOG00000004251
calidris_pygmaea ENSCPGG00000008566
anser_brachyrhynchus ENSABRG00000018871
apteryx_owenii ENSAOWG00000009060
calidris_pugnax ENSCPUG00000007791
dromaius_novaehollandiae ENSDNVG00000006814
apteryx_rowi ENSARWG00000006768
cyanistes_caeruleus ENSCCEG00000022971
manacus_vitellinus ENSMVIG00005007479
apteryx_haastii ENSAHAG00000014859
gallus_gallus ENSGALG00000008206
coturnix_japonica ENSCJPG00005015668
meleagris_gallopavo ENSMGAG00000009977
numida_meleagris ENSNMEG00000022697
nothoprocta_perdicaria ENSNPEG00000014201
crocodylus_porosus ENSCPRG00005007383
gopherus_agassizii ENSGAGG00000007675
chelonoidis_abingdonii ENSCABG00000001541
chrysemys_picta ENSCPBG00000012225
pelodiscus_sinensis ENSPSIG00000009199
melopsittacus_undulatus ENSMUNG00000014510
pogona_vitticeps ENSPVIG00000002924
anolis_carolinensis ENSACAG00000016473
notechis_scutatus ENSNSUG00000018303
salvator_merianae ENSSMRG00000014510
sphenodon_punctatus ENSSPUG00000012943
vombatus_ursinus ENSVURG00010005485
phascolarctos_cinereus ENSPCIG00000011761
notamacropus_eugenii ENSMEUG00000006885
monodelphis_domestica ENSMODG00000050846
cricetulus_griseus ENSCGRG00001012767
cricetulus_griseus ENSCGRG00015002149
cricetulus_griseus ENSCGRG00000004867
mesocricetus_auratus ENSMAUG00000020503
peromyscus_maniculatus ENSPEMG00000018927
microtus_ochrogaster ENSMOCG00000013995
mus_spretus MGP_SPRETEiJ_G0028647
mus_spicilegus ENSMSIG00000024795
mus_musculus ENSMUSG00000029359
mus_caroli MGP_CAROLIEiJ_G0027648
mus_pahari MGP_PahariEiJ_G0024229
rattus_norvegicus ENSRNOG00000001128
meriones_unguiculatus ENSMUGG00000015104
nannospalax_galili ENSNGAG00000011449
jaculus_jaculus ENSJJAG00000009941
cavia_porcellus ENSCPOG00000012005
cavia_aperea ENSCAPG00000007965
chinchilla_lanigera ENSCLAG00000010333
octodon_degus ENSODEG00000005224
heterocephalus_glaber ENSHGLG00000018228
heterocephalus_glaber ENSHGLG00100018472
fukomys_damarensis ENSFDAG00000014369
mus_musculus ENSMUSG00000055826
mus_spicilegus ENSMSIG00000000643
mus_spretus MGP_SPRETEiJ_G0030424
mus_caroli MGP_CAROLIEiJ_G0029330
