amphiprion_ocellaris ENSAOCG00000009903
periophthalmus_magnuspinnatus ENSPMGG00000019563
cottoperca_gobio ENSCGOG00000015922
oryzias_latipes ENSORLG00020020420
oryzias_latipes ENSORLG00015002181
scophthalmus_maximus ENSSMAG00000000347
esox_lucius ENSELUG00000009751
ictalurus_punctatus ENSIPUG00000018618
lepisosteus_oculatus ENSLOCG00000016913
erpetoichthys_calabaricus ENSECRG00000015189
pygocentrus_nattereri ENSPNAG00000005205
mola_mola ENSMMOG00000004429
chelonoidis_abingdonii ENSCABG00000006639
