tetraodon_nigroviridis ENSTNIG00000001642
takifugu_rubripes ENSTRUG00000001358
mola_mola ENSMMOG00000005505
gasterosteus_aculeatus ENSGACG00000007737
oryzias_latipes ENSORLG00020007753
oryzias_latipes ENSORLG00000028926
oryzias_latipes_asm223469v1 ENSORLG00015004678
oryzias_melastigma ENSOMEG00000016575
periophthalmus_magnuspinnatus ENSPMGG00000004758
stegastes_partitus ENSSPAG00000022178
astatotilapia_calliptera ENSACLG00000008492
haplochromis_burtoni ENSHBUG00000018248
neolamprologus_brichardi ENSNBRG00000014151
amphiprion_ocellaris ENSAOCG00000018422
amphiprion_percula ENSAPEG00000009657
acanthochromis_polyacanthus ENSAPOG00000018837
fundulus_heteroclitus ENSFHEG00000008933
cyprinodon_variegatus ENSCVAG00000011979
xiphophorus_maculatus ENSXMAG00000028842
gambusia_affinis ENSGAFG00000018215
poecilia_formosa ENSPFOG00000005693
poecilia_latipinna ENSPLAG00000021418
poecilia_mexicana ENSPMEG00000001792
poecilia_reticulata ENSPREG00000015839
kryptolebias_marmoratus ENSKMAG00000017534
anabas_testudineus ENSATEG00000004817
mastacembelus_armatus ENSMAMG00000014293
hippocampus_comes ENSHCOG00000011824
seriola_lalandi_dorsalis ENSSLDG00000022732
labrus_bergylta ENSLBEG00000022373
gadus_morhua ENSGMOG00000003041
esox_lucius ENSELUG00000012695
pygocentrus_nattereri ENSPNAG00000011567
astyanax_mexicanus ENSAMXG00000039421
ictalurus_punctatus ENSIPUG00000010818
scleropages_formosus ENSSFOG00015006033
paramormyrops_kingsleyae ENSPKIG00000007941
lepisosteus_oculatus ENSLOCG00000011089
meleagris_gallopavo ENSMGAG00000003298
lonchura_striata_domestica ENSLSDG00000008538
xenopus_tropicalis ENSXETG00000010902
latimeria_chalumnae ENSLACG00000008952
