gopherus_agassizii ENSGAGG00000010489
chelonoidis_abingdonii ENSCABG00000003870
chrysemys_picta ENSCPBG00000015646
anas_platyrhynchos ENSAPLG00000005842
anser_brachyrhynchus ENSABRG00000004359
gallus_gallus ENSGALG00000030220
coturnix_japonica ENSCJPG00005011622
meleagris_gallopavo ENSMGAG00000002446
numida_meleagris ENSNMEG00000013105
lepidothrix_coronata ENSLCOG00000015426
manacus_vitellinus ENSMVIG00005011785
cyanistes_caeruleus ENSCCEG00000008563
parus_major ENSPMJG00000014170
ficedula_albicollis ENSFALG00000007082
serinus_canaria ENSSCAG00000005985
taeniopygia_guttata ENSTGUG00000005428
junco_hyemalis ENSJHYG00000002091
melopsittacus_undulatus ENSMUNG00000000271
calidris_pugnax ENSCPUG00000010530
calidris_pygmaea ENSCPGG00000019584
calidris_pygmaea ENSCPGG00000019583
apteryx_haastii ENSAHAG00000007680
apteryx_owenii ENSAOWG00000017616
apteryx_rowi ENSARWG00000018455
dromaius_novaehollandiae ENSDNVG00000017014
nothoprocta_perdicaria ENSNPEG00000014872
anolis_carolinensis ENSACAG00000001972
pogona_vitticeps ENSPVIG00000024139
notechis_scutatus ENSNSUG00000009512
salvator_merianae ENSSMRG00000011015
phascolarctos_cinereus ENSPCIG00000017537
vombatus_ursinus ENSVURG00010021648
notamacropus_eugenii ENSMEUG00000012507
sarcophilus_harrisii ENSSHAG00000011361
monodelphis_domestica ENSMODG00000006128
pteropus_vampyrus ENSPVAG00000005275
myotis_lucifugus ENSMLUG00000001134
equus_caballus ENSECAG00000006824
equus_asinus ENSEASG00005011163
ursus_americanus ENSUAMG00000015889
ursus_maritimus ENSUMAG00000019904
ailuropoda_melanoleuca ENSAMEG00000017281
mustela_putorius ENSMPUG00000005677
neovison_vison ENSNVIG00000010475
canis_lupus ENSCAFG00020018084
canis_lupus ENSCAFG00000020374
vulpes_vulpes ENSVVUG00000011584
panthera_tigris ENSPTIG00000009736
panthera_pardus ENSPPRG00000023242
felis_catus ENSFCAG00000009269
erinaceus_europaeus ENSEEUG00000014436
bos_indicus ENSBIXG00000002263
bos_indicus ENSBIXG00005021218
bos_taurus ENSBTAG00000001286
bos_mutus ENSBMUG00000004292
bison_bison ENSBBBG00000000997
capra_hircus ENSCHIG00000026708
ovis_aries ENSOARG00000002821
tursiops_truncatus ENSTTRG00000010275
sus_scrofa ENSSSCG00000002786
pan_troglodytes ENSPTRG00000008220
pan_paniscus ENSPPAG00000030509
homo_sapiens ENSG00000102890
gorilla_gorilla ENSGGOG00000011935
pongo_abelii ENSPPYG00000007446
nomascus_leucogenys ENSNLEG00000004393
piliocolobus_tephrosceles ENSPTEG00000018196
colobus_angolensis ENSCANG00000031226
rhinopithecus_bieti ENSRBIG00000033071
rhinopithecus_roxellana ENSRROG00000044911
papio_anubis ENSPANG00000005501
theropithecus_gelada ENSTGEG00000005318
mandrillus_leucophaeus ENSMLEG00000034728
macaca_mulatta ENSMMUG00000020259
macaca_fascicularis ENSMFAG00000038390
macaca_nemestrina ENSMNEG00000037172
cercocebus_atys ENSCATG00000034679
chlorocebus_sabaeus ENSCSAG00000003824
cebus_capucinus ENSCCAG00000027018
saimiri_boliviensis ENSSBOG00000020441
callithrix_jacchus ENSCJAG00000016361
aotus_nancymaae ENSANAG00000034358
carlito_syrichta ENSTSYG00000028878
prolemur_simus ENSPSMG00000009500
propithecus_coquereli ENSPCOG00000026658
microcebus_murinus ENSMICG00000007753
otolemur_garnettii ENSOGAG00000000011
tupaia_belangeri ENSTBEG00000011307
chinchilla_lanigera ENSCLAG00000009770
octodon_degus ENSODEG00000015567
cavia_porcellus ENSCPOG00000010852
cavia_aperea ENSCAPG00000008623
heterocephalus_glaber ENSHGLG00100014851
heterocephalus_glaber ENSHGLG00000014154
fukomys_damarensis ENSFDAG00000016944
urocitellus_parryii ENSUPAG00010001733
