drosophila_melanogaster FBgn0038330
caenorhabditis_elegans_strain_n2 WBGene00009258
eptatretus_burgeri ENSEBUG00000007190
eptatretus_burgeri ENSEBUG00000008539
petromyzon_marinus ENSPMAG00000009887
oryzias_latipes ENSORLG00020020217
oryzias_latipes_asm223469v1 ENSORLG00015020485
oryzias_latipes ENSORLG00000023354
oryzias_melastigma ENSOMEG00000010189
cynoglossus_semilaevis ENSCSEG00000004335
takifugu_rubripes ENSTRUG00000021067
tetraodon_nigroviridis ENSTNIG00000012368
periophthalmus_magnuspinnatus ENSPMGG00000018549
labrus_bergylta ENSLBEG00000022068
mola_mola ENSMMOG00000006946
gasterosteus_aculeatus ENSGACG00000017841
poecilia_mexicana ENSPMEG00000019287
poecilia_latipinna ENSPLAG00000013203
poecilia_formosa ENSPFOG00000003844
xiphophorus_maculatus ENSXMAG00000005739
gambusia_affinis ENSGAFG00000005284
xiphophorus_couchianus ENSXCOG00000005060
poecilia_reticulata ENSPREG00000004627
fundulus_heteroclitus ENSFHEG00000021531
cyprinodon_variegatus ENSCVAG00000011690
kryptolebias_marmoratus ENSKMAG00000000128
mastacembelus_armatus ENSMAMG00000018161
monopterus_albus ENSMALG00000003419
anabas_testudineus ENSATEG00000017098
hippocampus_comes ENSHCOG00000018623
amphiprion_percula ENSAPEG00000016870
amphiprion_ocellaris ENSAOCG00000010196
acanthochromis_polyacanthus ENSAPOG00000020853
stegastes_partitus ENSSPAG00000020919
pundamilia_nyererei ENSPNYG00000008026
haplochromis_burtoni ENSHBUG00000008875
maylandia_zebra ENSMZEG00005022597
astatotilapia_calliptera ENSACLG00000019248
neolamprologus_brichardi ENSNBRG00000013887
amphilophus_citrinellus ENSACIG00000002323
seriola_dumerili ENSSDUG00000002537
seriola_lalandi_dorsalis ENSSLDG00000005229
scophthalmus_maximus ENSSMAG00000008558
gadus_morhua ENSGMOG00000012486
esox_lucius ENSELUG00000018976
astyanax_mexicanus ENSAMXG00000030390
pygocentrus_nattereri ENSPNAG00000013818
ictalurus_punctatus ENSIPUG00000002331
danio_rerio ENSDARG00000020857
paramormyrops_kingsleyae ENSPKIG00000002620
scleropages_formosus ENSSFOG00015001689
mola_mola ENSMMOG00000011837
hippocampus_comes ENSHCOG00000014815
monopterus_albus ENSMALG00000004723
cynoglossus_semilaevis ENSCSEG00000006946
periophthalmus_magnuspinnatus ENSPMGG00000023641
amphiprion_ocellaris ENSAOCG00000006644
stegastes_partitus ENSSPAG00000013398
pundamilia_nyererei ENSPNYG00000006765
neolamprologus_brichardi ENSNBRG00000023359
amphilophus_citrinellus ENSACIG00000009651
poecilia_formosa ENSPFOG00000000819
poecilia_mexicana ENSPMEG00000016590
poecilia_latipinna ENSPLAG00000002874
poecilia_reticulata ENSPREG00000019271
xiphophorus_maculatus ENSXMAG00000008441
xiphophorus_couchianus ENSXCOG00000004855
gambusia_affinis ENSGAFG00000015473
cyprinodon_variegatus ENSCVAG00000016580
fundulus_heteroclitus ENSFHEG00000021883
kryptolebias_marmoratus ENSKMAG00000005321
anabas_testudineus ENSATEG00000016582
gasterosteus_aculeatus ENSGACG00000019569
scophthalmus_maximus ENSSMAG00000011517
oryzias_latipes ENSORLG00000004829
oryzias_latipes_asm223469v1 ENSORLG00015012044
oryzias_latipes ENSORLG00020014559
oryzias_melastigma ENSOMEG00000006119
seriola_dumerili ENSSDUG00000007338
seriola_lalandi_dorsalis ENSSLDG00000006908
amphiprion_percula ENSAPEG00000022469
acanthochromis_polyacanthus ENSAPOG00000018658
maylandia_zebra ENSMZEG00005001812
haplochromis_burtoni ENSHBUG00000005103
astatotilapia_calliptera ENSACLG00000000669
labrus_bergylta ENSLBEG00000019664
mastacembelus_armatus ENSMAMG00000005569
gadus_morhua ENSGMOG00000009875
esox_lucius ENSELUG00000016931
pygocentrus_nattereri ENSPNAG00000010255
astyanax_mexicanus ENSAMXG00000002481
ictalurus_punctatus ENSIPUG00000020203
danio_rerio ENSDARG00000078829
paramormyrops_kingsleyae ENSPKIG00000003869
scleropages_formosus ENSSFOG00015018593
lepisosteus_oculatus ENSLOCG00000012328
notechis_scutatus ENSNSUG00000018699
xenopus_tropicalis ENSXETG00000002121
latimeria_chalumnae ENSLACG00000004919
dipodomys_ordii ENSDORG00000005628
erinaceus_europaeus ENSEEUG00000004729
loxodonta_africana ENSLAFG00000007108
choloepus_hoffmanni ENSCHOG00000013603
dasypus_novemcinctus ENSDNOG00000038755
procavia_capensis ENSPCAG00000008255
bos_taurus ENSBTAG00000021940
bos_mutus ENSBMUG00000009015
bison_bison_bison ENSBBBG00000001370
capra_hircus ENSCHIG00000015517
ovis_aries ENSOARG00000006164
tursiops_truncatus ENSTTRG00000001894
vicugna_pacos ENSVPAG00000012324
sus_scrofa ENSSSCG00000023001
ursus_maritimus ENSUMAG00000003673
ursus_americanus ENSUAMG00000010408
ailuropoda_melanoleuca ENSAMEG00000008440
neovison_vison ENSNVIG00000013098
mustela_putorius_furo ENSMPUG00000016734
canis_lupus_dingo ENSCAFG00020027247
canis_lupus_familiaris ENSCAFG00000016494
vulpes_vulpes ENSVVUG00000013407
panthera_pardus ENSPPRG00000005074
panthera_tigris_altaica ENSPTIG00000009661
felis_catus ENSFCAG00000015383
pteropus_vampyrus ENSPVAG00000013598
myotis_lucifugus ENSMLUG00000014745
equus_caballus ENSECAG00000022451
equus_asinus_asinus ENSEASG00005008000
sorex_araneus ENSSARG00000006846
homo_sapiens ENSG00000181982
gorilla_gorilla ENSGGOG00000010166
pan_troglodytes ENSPTRG00000015957
pan_paniscus ENSPPAG00000040269
pongo_abelii ENSPPYG00000014643
nomascus_leucogenys ENSNLEG00000016779
rhinopithecus_roxellana ENSRROG00000040964
rhinopithecus_bieti ENSRBIG00000029170
colobus_angolensis_palliatus ENSCANG00000042476
piliocolobus_tephrosceles ENSPTEG00000027978
macaca_fascicularis ENSMFAG00000042580
macaca_mulatta ENSMMUG00000004785
macaca_nemestrina ENSMNEG00000034296
cercocebus_atys ENSCATG00000037847
theropithecus_gelada ENSTGEG00000028244
papio_anubis ENSPANG00000020855
mandrillus_leucophaeus ENSMLEG00000031412
chlorocebus_sabaeus ENSCSAG00000016607
callithrix_jacchus ENSCJAG00000013127
cebus_capucinus ENSCCAG00000002780
aotus_nancymaae ENSANAG00000029354
saimiri_boliviensis_boliviensis ENSSBOG00000034478
carlito_syrichta ENSTSYG00000013722
prolemur_simus ENSPSMG00000020571
propithecus_coquereli ENSPCOG00000021677
microcebus_murinus ENSMICG00000017475
otolemur_garnettii ENSOGAG00000007602
cavia_porcellus ENSCPOG00000008895
cavia_aperea ENSCAPG00000003111
chinchilla_lanigera ENSCLAG00000000982
heterocephalus_glaber_male ENSHGLG00100017873
heterocephalus_glaber_female ENSHGLG00000011624
heterocephalus_glaber_female ENSHGLG00000005925
spermophilus_dauricus ENSSDAG00000006269
urocitellus_parryii ENSUPAG00010018257
marmota_marmota_marmota ENSMMMG00000017248
heterocephalus_glaber_male ENSHGLG00100007220
fukomys_damarensis ENSFDAG00000021173
octodon_degus ENSODEG00000008421
ictidomys_tridecemlineatus ENSSTOG00000025245
mus_musculus ENSMUSG00000045790
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028211
mus_spicilegus ENSMSIG00000008947
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027216
mus_pahari MGP_PahariEiJ_G0016998
rattus_norvegicus ENSRNOG00000024454
meriones_unguiculatus ENSMUGG00000004927
cricetulus_griseus_chok1gshd ENSCGRG00001001092
cricetulus_griseus_crigri ENSCGRG00000014299
cricetulus_griseus_crigri-picr ENSCGRG00015017574
mesocricetus_auratus ENSMAUG00000001813
peromyscus_maniculatus_bairdii ENSPEMG00000012229
microtus_ochrogaster ENSMOCG00000022653
nannospalax_galili ENSNGAG00000017784
jaculus_jaculus ENSJJAG00000016740
castor_canadensis ENSCCNG00000001647
oryctolagus_cuniculus ENSOCUG00000007463
ochotona_princeps ENSOPRG00000008723
tupaia_belangeri ENSTBEG00000011939
echinops_telfairi ENSETEG00000006609
phascolarctos_cinereus ENSPCIG00000004052
notamacropus_eugenii ENSMEUG00000009598
sarcophilus_harrisii ENSSHAG00000009774
monodelphis_domestica ENSMODG00000000471
ornithorhynchus_anatinus ENSOANG00000006683
pogona_vitticeps ENSPVIG00000020248
anolis_carolinensis ENSACAG00000000382
salvator_merianae ENSSMRG00000001694
sphenodon_punctatus ENSSPUG00000013513
anser_brachyrhynchus ENSABRG00000014788
anas_platyrhynchos_platyrhynchos ENSAPLG00000010671
gallus_gallus ENSGALG00000014391
coturnix_japonica ENSCJPG00005018374
meleagris_gallopavo ENSMGAG00000012469
numida_meleagris ENSNMEG00000019165
calidris_pygmaea ENSCPGG00000005391
calidris_pugnax ENSCPUG00000019298
melopsittacus_undulatus ENSMUNG00000013926
manacus_vitellinus ENSMVIG00005007317
lepidothrix_coronata ENSLCOG00000009902
taeniopygia_guttata ENSTGUG00000009438
lonchura_striata_domestica ENSLSDG00000007543
serinus_canaria ENSSCAG00000004710
junco_hyemalis ENSJHYG00000016283
zonotrichia_albicollis ENSZALG00000007030
ficedula_albicollis ENSFALG00000009207
parus_major ENSPMJG00000016310
cyanistes_caeruleus ENSCCEG00000022809
apteryx_haastii ENSAHAG00000016395
apteryx_owenii ENSAOWG00000017820
apteryx_rowi ENSARWG00000009651
nothoprocta_perdicaria ENSNPEG00000000210
dromaius_novaehollandiae ENSDNVG00000004571
crocodylus_porosus ENSCPRG00005004911
gopherus_agassizii ENSGAGG00000010385
chelonoidis_abingdonii ENSCABG00000003000
chrysemys_picta_bellii ENSCPBG00000027952
pelodiscus_sinensis ENSPSIG00000014502
ciona_intestinalis ENSCING00000025153
ciona_savignyi ENSCSAVG00000004159
