ursus_americanus ENSUAMG00000026395
ursus_maritimus ENSUMAG00000012782
neovison_vison ENSNVIG00000012846
panthera_tigris_altaica ENSPTIG00000014665
panthera_pardus ENSPPRG00000017307
felis_catus ENSFCAG00000035393
equus_asinus_asinus ENSEASG00005018105
theropithecus_gelada ENSTGEG00000026495
mandrillus_leucophaeus ENSMLEG00000012923
cercocebus_atys ENSCATG00000020787
macaca_mulatta ENSMMUG00000045583
macaca_fascicularis ENSMFAG00000021315
macaca_nemestrina ENSMNEG00000025056
colobus_angolensis_palliatus ENSCANG00000011845
piliocolobus_tephrosceles ENSPTEG00000027829
pan_troglodytes ENSPTRG00000046002
pan_paniscus ENSPPAG00000034561
gorilla_gorilla ENSGGOG00000042273
saimiri_boliviensis_boliviensis ENSSBOG00000028697
