notamacropus_eugenii ENSMEUG00000008411
phascolarctos_cinereus ENSPCIG00000013269
monodelphis_domestica ENSMODG00000002548
taeniopygia_guttata ENSTGUG00000001730
taeniopygia_guttata ENSTGUG00000001731
apteryx_haastii ENSAHAG00000018817
esox_lucius ENSELUG00000002736
esox_lucius ENSELUG00000002667
astatotilapia_calliptera ENSACLG00000018864
astatotilapia_calliptera ENSACLG00000018853
maylandia_zebra ENSMZEG00005005622
maylandia_zebra ENSMZEG00005005615
periophthalmus_magnuspinnatus ENSPMGG00000001963
sarcophilus_harrisii ENSSHAG00000003795
anser_brachyrhynchus ENSABRG00000016859
anas_platyrhynchos_platyrhynchos ENSAPLG00000001903
gallus_gallus ENSGALG00000032647
meleagris_gallopavo ENSMGAG00000011838
coturnix_japonica ENSCJPG00005005763
numida_meleagris ENSNMEG00000011166
lepidothrix_coronata ENSLCOG00000012748
manacus_vitellinus ENSMVIG00005010788
cyanistes_caeruleus ENSCCEG00000014975
cyanistes_caeruleus ENSCCEG00000013333
parus_major ENSPMJG00000011882
ficedula_albicollis ENSFALG00000005035
serinus_canaria ENSSCAG00000015626
lonchura_striata_domestica ENSLSDG00000003802
zonotrichia_albicollis ENSZALG00000008677
junco_hyemalis ENSJHYG00000006536
melopsittacus_undulatus ENSMUNG00000016428
calidris_pygmaea ENSCPGG00000008723
calidris_pugnax ENSCPUG00000001559
dromaius_novaehollandiae ENSDNVG00000001085
dromaius_novaehollandiae ENSDNVG00000000899
apteryx_owenii ENSAOWG00000012082
apteryx_rowi ENSARWG00000004654
apteryx_haastii ENSAHAG00000007595
nothoprocta_perdicaria ENSNPEG00000006323
crocodylus_porosus ENSCPRG00005009194
chelonoidis_abingdonii ENSCABG00000022002
gopherus_agassizii ENSGAGG00000015411
chrysemys_picta_bellii ENSCPBG00000013429
pelodiscus_sinensis ENSPSIG00000003459
pogona_vitticeps ENSPVIG00000002737
anolis_carolinensis ENSACAG00000013490
notechis_scutatus ENSNSUG00000006417
notechis_scutatus ENSNSUG00000015251
salvator_merianae ENSSMRG00000005811
sphenodon_punctatus ENSSPUG00000009434
latimeria_chalumnae ENSLACG00000005194
bos_taurus ENSBTAG00000011333
bos_mutus ENSBMUG00000009088
bison_bison_bison ENSBBBG00000019178
ovis_aries ENSOARG00000016028
capra_hircus ENSCHIG00000017596
tursiops_truncatus ENSTTRG00000016793
sus_scrofa ENSSSCG00000011236
vicugna_pacos ENSVPAG00000010571
equus_caballus ENSECAG00000015474
equus_asinus_asinus ENSEASG00005006318
ursus_americanus ENSUAMG00000022209
ursus_maritimus ENSUMAG00000008980
mustela_putorius_furo ENSMPUG00000012992
neovison_vison ENSNVIG00000004171
canis_lupus_familiaris ENSCAFG00000004530
canis_lupus_dingo ENSCAFG00020002594
vulpes_vulpes ENSVVUG00000022104
panthera_pardus ENSPPRG00000005179
panthera_tigris_altaica ENSPTIG00000014763
felis_catus ENSFCAG00000006124
pteropus_vampyrus ENSPVAG00000004159
myotis_lucifugus ENSMLUG00000009490
erinaceus_europaeus ENSEEUG00000006942
castor_canadensis ENSCCNG00000008047
pan_troglodytes ENSPTRG00000014734
pan_paniscus ENSPPAG00000024744
gorilla_gorilla ENSGGOG00000003446
pongo_abelii ENSPPYG00000014029
nomascus_leucogenys ENSNLEG00000004683
cercocebus_atys ENSCATG00000037976
papio_anubis ENSPANG00000006443
