junco_hyemalis ENSJHYG00000001217
zonotrichia_albicollis ENSZALG00000007797
coturnix_japonica ENSCJPG00005011246
notechis_scutatus ENSNSUG00000004591
paramormyrops_kingsleyae ENSPKIG00000015278
scleropages_formosus ENSSFOG00015023695
amphiprion_percula ENSAPEG00000000540
amphiprion_ocellaris ENSAOCG00000021540
acanthochromis_polyacanthus ENSAPOG00000011755
stegastes_partitus ENSSPAG00000022803
kryptolebias_marmoratus ENSKMAG00000007382
gasterosteus_aculeatus ENSGACG00000003279
scophthalmus_maximus ENSSMAG00000016003
poecilia_formosa ENSPFOG00000024199
poecilia_formosa ENSPFOG00000010882
poecilia_latipinna ENSPLAG00000010606
poecilia_mexicana ENSPMEG00000022045
poecilia_latipinna ENSPLAG00000012774
poecilia_reticulata ENSPREG00000001241
gambusia_affinis ENSGAFG00000021896
xiphophorus_maculatus ENSXMAG00000015290
cyprinodon_variegatus ENSCVAG00000009346
fundulus_heteroclitus ENSFHEG00000022448
oryzias_latipes_asm223469v1 ENSORLG00015010368
oryzias_latipes ENSORLG00000012161
oryzias_latipes ENSORLG00020019298
oryzias_melastigma ENSOMEG00000012363
astatotilapia_calliptera ENSACLG00000020434
haplochromis_burtoni ENSHBUG00000021460
pundamilia_nyererei ENSPNYG00000022316
maylandia_zebra ENSMZEG00005009926
neolamprologus_brichardi ENSNBRG00000008913
oreochromis_niloticus ENSONIG00000011050
amphilophus_citrinellus ENSACIG00000005798
tetraodon_nigroviridis ENSTNIG00000007793
takifugu_rubripes ENSTRUG00000001252
mola_mola ENSMMOG00000000573
seriola_lalandi_dorsalis ENSSLDG00000014026
seriola_dumerili ENSSDUG00000003155
cynoglossus_semilaevis ENSCSEG00000013790
mastacembelus_armatus ENSMAMG00000015013
monopterus_albus ENSMALG00000005614
anabas_testudineus ENSATEG00000009208
hippocampus_comes ENSHCOG00000015747
hippocampus_comes ENSHCOG00000009635
periophthalmus_magnuspinnatus ENSPMGG00000010512
gadus_morhua ENSGMOG00000004331
esox_lucius ENSELUG00000011267
pygocentrus_nattereri ENSPNAG00000023478
astyanax_mexicanus ENSAMXG00000009312
ictalurus_punctatus ENSIPUG00000008282
danio_rerio ENSDARG00000017665
lepisosteus_oculatus ENSLOCG00000003299
