pan_troglodytes ENSPTRG00000049909
pan_paniscus ENSPPAG00000041776
gorilla_gorilla ENSGGOG00000017163
pongo_abelii ENSPPYG00000010916
nomascus_leucogenys ENSNLEG00000032607
rhinopithecus_bieti ENSRBIG00000028643
rhinopithecus_roxellana ENSRROG00000045498
colobus_angolensis_palliatus ENSCANG00000004776
cercocebus_atys ENSCATG00000029740
papio_anubis ENSPANG00000009938
theropithecus_gelada ENSTGEG00000006652
mandrillus_leucophaeus ENSMLEG00000036914
saimiri_boliviensis_boliviensis ENSSBOG00000035555
callithrix_jacchus ENSCJAG00000018577
aotus_nancymaae ENSANAG00000026946
prolemur_simus ENSPSMG00000005312
oryctolagus_cuniculus ENSOCUG00000010555
ochotona_princeps ENSOPRG00000006785
tupaia_belangeri ENSTBEG00000001404
bos_mutus ENSBMUG00000024685
bos_taurus ENSBTAG00000031373
bison_bison_bison ENSBBBG00000018447
ovis_aries ENSOARG00000006525
vicugna_pacos ENSVPAG00000011649
sorex_araneus ENSSARG00000013513
procavia_capensis ENSPCAG00000016639
dasypus_novemcinctus ENSDNOG00000006080
