labrus_bergylta ENSLBEG00000006112
gasterosteus_aculeatus ENSGACG00000011336
takifugu_rubripes ENSTRUG00000001897
tetraodon_nigroviridis ENSTNIG00000015472
mola_mola ENSMMOG00000020338
scophthalmus_maximus ENSSMAG00000009524
cynoglossus_semilaevis ENSCSEG00000019852
seriola_dumerili ENSSDUG00000009789
seriola_lalandi_dorsalis ENSSLDG00000001612
mastacembelus_armatus ENSMAMG00000003401
monopterus_albus ENSMALG00000016927
anabas_testudineus ENSATEG00000005125
xiphophorus_maculatus ENSXMAG00000003401
xiphophorus_couchianus ENSXCOG00000010251
gambusia_affinis ENSGAFG00000016106
poecilia_formosa ENSPFOG00000008267
poecilia_mexicana ENSPMEG00000017924
poecilia_latipinna ENSPLAG00000001592
poecilia_reticulata ENSPREG00000012568
fundulus_heteroclitus ENSFHEG00000004252
cyprinodon_variegatus ENSCVAG00000000072
kryptolebias_marmoratus ENSKMAG00000022306
oryzias_latipes ENSORLG00020014782
oryzias_latipes ENSORLG00000017006
oryzias_latipes_asm223469v1 ENSORLG00015010614
oryzias_melastigma ENSOMEG00000009136
amphiprion_ocellaris ENSAOCG00000023561
amphiprion_percula ENSAPEG00000023317
acanthochromis_polyacanthus ENSAPOG00000022445
stegastes_partitus ENSSPAG00000015807
maylandia_zebra ENSMZEG00005009183
astatotilapia_calliptera ENSACLG00000002017
haplochromis_burtoni ENSHBUG00000009291
pundamilia_nyererei ENSPNYG00000021941
neolamprologus_brichardi ENSNBRG00000000438
oreochromis_niloticus ENSONIG00000002328
amphilophus_citrinellus ENSACIG00000004580
periophthalmus_magnuspinnatus ENSPMGG00000015977
hippocampus_comes ENSHCOG00000002188
gadus_morhua ENSGMOG00000014235
esox_lucius ENSELUG00000022108
pygocentrus_nattereri ENSPNAG00000021936
astyanax_mexicanus ENSAMXG00000018194
danio_rerio ENSDARG00000034667
scleropages_formosus ENSSFOG00015008209
paramormyrops_kingsleyae ENSPKIG00000009774
paramormyrops_kingsleyae ENSPKIG00000000228
lepisosteus_oculatus ENSLOCG00000003571
latimeria_chalumnae ENSLACG00000018035
