tetraodon_nigroviridis ENSTNIG00000008671
takifugu_rubripes ENSTRUG00000021262
mola_mola ENSMMOG00000010490
gasterosteus_aculeatus ENSGACG00000007793
labrus_bergylta ENSLBEG00000006929
mastacembelus_armatus ENSMAMG00000000506
monopterus_albus ENSMALG00000018158
anabas_testudineus ENSATEG00000001663
scophthalmus_maximus ENSSMAG00000002276
cynoglossus_semilaevis ENSCSEG00000006668
seriola_dumerili ENSSDUG00000009091
seriola_lalandi_dorsalis ENSSLDG00000019848
amphiprion_percula ENSAPEG00000013312
amphiprion_ocellaris ENSAOCG00000004330
acanthochromis_polyacanthus ENSAPOG00000019541
stegastes_partitus ENSSPAG00000018726
xiphophorus_maculatus ENSXMAG00000021487
xiphophorus_couchianus ENSXCOG00000012405
gambusia_affinis ENSGAFG00000009443
poecilia_mexicana ENSPMEG00000003082
poecilia_mexicana ENSPMEG00000001194
poecilia_formosa ENSPFOG00000002780
poecilia_latipinna ENSPLAG00000003168
poecilia_formosa ENSPFOG00000024349
poecilia_latipinna ENSPLAG00000009632
poecilia_reticulata ENSPREG00000018976
fundulus_heteroclitus ENSFHEG00000002103
cyprinodon_variegatus ENSCVAG00000013819
kryptolebias_marmoratus ENSKMAG00000004567
oryzias_latipes ENSORLG00000026069
oryzias_latipes ENSORLG00020003835
oryzias_latipes_asm223469v1 ENSORLG00015008990
oryzias_melastigma ENSOMEG00000003894
astatotilapia_calliptera ENSACLG00000011097
maylandia_zebra ENSMZEG00005027690
pundamilia_nyererei ENSPNYG00000007484
haplochromis_burtoni ENSHBUG00000022943
neolamprologus_brichardi ENSNBRG00000020812
amphilophus_citrinellus ENSACIG00000021268
hippocampus_comes ENSHCOG00000004135
periophthalmus_magnuspinnatus ENSPMGG00000010392
gadus_morhua ENSGMOG00000006704
esox_lucius ENSELUG00000022830
pygocentrus_nattereri ENSPNAG00000027062
astyanax_mexicanus ENSAMXG00000001451
ictalurus_punctatus ENSIPUG00000005004
danio_rerio ENSDARG00000075230
paramormyrops_kingsleyae ENSPKIG00000009540
lepisosteus_oculatus ENSLOCG00000009344
dromaius_novaehollandiae ENSDNVG00000005315
dromaius_novaehollandiae ENSDNVG00000005306
apteryx_haastii ENSAHAG00000015689
apteryx_owenii ENSAOWG00000016084
apteryx_rowi ENSARWG00000002230
nothoprocta_perdicaria ENSNPEG00000006628
melopsittacus_undulatus ENSMUNG00000008400
melopsittacus_undulatus ENSMUNG00000008398
calidris_pygmaea ENSCPGG00000016722
calidris_pugnax ENSCPUG00000011350
parus_major ENSPMJG00000013999
cyanistes_caeruleus ENSCCEG00000019608
ficedula_albicollis ENSFALG00000013006
taeniopygia_guttata ENSTGUG00000003754
lonchura_striata_domestica ENSLSDG00000017275
serinus_canaria ENSSCAG00000012006
lepidothrix_coronata ENSLCOG00000005282
manacus_vitellinus ENSMVIG00005000454
zonotrichia_albicollis ENSZALG00000014566
junco_hyemalis ENSJHYG00000013341
anser_brachyrhynchus ENSABRG00000020783
anas_platyrhynchos_platyrhynchos ENSAPLG00000024977
gallus_gallus ENSGALG00000031604
coturnix_japonica ENSCJPG00005002241
meleagris_gallopavo ENSMGAG00000004157
numida_meleagris ENSNMEG00000015274
crocodylus_porosus ENSCPRG00005006312
chelonoidis_abingdonii ENSCABG00000022931
gopherus_agassizii ENSGAGG00000018390
chrysemys_picta_bellii ENSCPBG00000019599
pelodiscus_sinensis ENSPSIG00000006159
pogona_vitticeps ENSPVIG00000005722
anolis_carolinensis ENSACAG00000010131
notechis_scutatus ENSNSUG00000014946
salvator_merianae ENSSMRG00000008586
equus_asinus_asinus ENSEASG00005015457
equus_caballus ENSECAG00000015450
pteropus_vampyrus ENSPVAG00000003593
capra_hircus ENSCHIG00000009920
ovis_aries ENSOARG00000005141
bos_mutus ENSBMUG00000022725
bos_taurus ENSBTAG00000037756
bison_bison_bison ENSBBBG00000023517
tursiops_truncatus ENSTTRG00000001566
sus_scrofa ENSSSCG00000010241
vicugna_pacos ENSVPAG00000011820
ursus_maritimus ENSUMAG00000007531
ailuropoda_melanoleuca ENSAMEG00000018009
neovison_vison ENSNVIG00000012553
mustela_putorius_furo ENSMPUG00000004731
mustela_putorius_furo ENSMPUG00000012204
canis_lupus_familiaris ENSCAFG00000013739
canis_lupus_dingo ENSCAFG00020026131
vulpes_vulpes ENSVVUG00000020304
panthera_pardus ENSPPRG00000022855
panthera_tigris_altaica ENSPTIG00000010239
felis_catus ENSFCAG00000012673
erinaceus_europaeus ENSEEUG00000007940
sorex_araneus ENSSARG00000011693
castor_canadensis ENSCCNG00000018483
dipodomys_ordii ENSDORG00000023710
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016203
mus_spicilegus ENSMSIG00000030409
mus_musculus ENSMUSG00000047146
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015392
mus_pahari MGP_PahariEiJ_G0030808
rattus_norvegicus ENSRNOG00000000277
meriones_unguiculatus ENSMUGG00000016370
cricetulus_griseus_chok1gshd ENSCGRG00001025057
cricetulus_griseus_crigri ENSCGRG00000014739
cricetulus_griseus_crigri-picr ENSCGRG00015004912
mesocricetus_auratus ENSMAUG00000007644
peromyscus_maniculatus_bairdii ENSPEMG00000010639
microtus_ochrogaster ENSMOCG00000021099
nannospalax_galili ENSNGAG00000007520
jaculus_jaculus ENSJJAG00000023109
heterocephalus_glaber_male ENSHGLG00100015348
heterocephalus_glaber_female ENSHGLG00000012536
fukomys_damarensis ENSFDAG00000007467
cavia_porcellus ENSCPOG00000009306
cavia_aperea ENSCAPG00000009449
spermophilus_dauricus ENSSDAG00000020311
urocitellus_parryii ENSUPAG00010008514
ictidomys_tridecemlineatus ENSSTOG00000001527
marmota_marmota_marmota ENSMMMG00000009420
oryctolagus_cuniculus ENSOCUG00000013277
ochotona_princeps ENSOPRG00000005862
tupaia_belangeri ENSTBEG00000012336
pan_troglodytes ENSPTRG00000002558
pan_paniscus ENSPPAG00000037029
homo_sapiens ENSG00000138336
gorilla_gorilla ENSGGOG00000011822
pongo_abelii ENSPPYG00000002393
nomascus_leucogenys ENSNLEG00000011782
macaca_fascicularis ENSMFAG00000044392
macaca_mulatta ENSMMUG00000023198
macaca_nemestrina ENSMNEG00000043829
mandrillus_leucophaeus ENSMLEG00000029108
cercocebus_atys ENSCATG00000035751
papio_anubis ENSPANG00000022122
theropithecus_gelada ENSTGEG00000029192
chlorocebus_sabaeus ENSCSAG00000007633
piliocolobus_tephrosceles ENSPTEG00000029068
colobus_angolensis_palliatus ENSCANG00000027857
rhinopithecus_bieti ENSRBIG00000028533
rhinopithecus_roxellana ENSRROG00000041042
saimiri_boliviensis_boliviensis ENSSBOG00000033648
cebus_capucinus ENSCCAG00000024112
callithrix_jacchus ENSCJAG00000019005
aotus_nancymaae ENSANAG00000028392
carlito_syrichta ENSTSYG00000034576
prolemur_simus ENSPSMG00000009918
propithecus_coquereli ENSPCOG00000022641
microcebus_murinus ENSMICG00000001289
otolemur_garnettii ENSOGAG00000034454
dasypus_novemcinctus ENSDNOG00000018763
choloepus_hoffmanni ENSCHOG00000011536
loxodonta_africana ENSLAFG00000006171
procavia_capensis ENSPCAG00000007795
echinops_telfairi ENSETEG00000015118
ornithorhynchus_anatinus ENSOANG00000015049
notamacropus_eugenii ENSMEUG00000007667
phascolarctos_cinereus ENSPCIG00000013245
sarcophilus_harrisii ENSSHAG00000008339
monodelphis_domestica ENSMODG00000017310
ornithorhynchus_anatinus ENSOANG00000015695
latimeria_chalumnae ENSLACG00000014877
latimeria_chalumnae ENSLACG00000007584
ciona_intestinalis ENSCING00000020325
