bos_mutus ENSBMUG00000010548
bos_taurus ENSBTAG00000055104
bison_bison_bison ENSBBBG00000018176
ovis_aries ENSOARG00000014056
tursiops_truncatus ENSTTRG00000006735
sus_scrofa ENSSSCG00000011310
pteropus_vampyrus ENSPVAG00000015833
ursus_americanus ENSUAMG00000026031
ursus_maritimus ENSUMAG00000013458
ailuropoda_melanoleuca ENSAMEG00000018703
neovison_vison ENSNVIG00000014679
mustela_putorius_furo ENSMPUG00000002779
canis_lupus_dingo ENSCAFG00020000794
panthera_tigris_altaica ENSPTIG00000009939
panthera_pardus ENSPPRG00000017110
equus_asinus_asinus ENSEASG00005007970
equus_caballus ENSECAG00000014448
propithecus_coquereli ENSPCOG00000011794
microcebus_murinus ENSMICG00000030782
otolemur_garnettii ENSOGAG00000006766
carlito_syrichta ENSTSYG00000012687
homo_sapiens ENSG00000144792
nomascus_leucogenys ENSNLEG00000018537
chlorocebus_sabaeus ENSCSAG00000018659
macaca_mulatta ENSMMUG00000031704
cercocebus_atys ENSCATG00000018701
mandrillus_leucophaeus ENSMLEG00000001276
papio_anubis ENSPANG00000034685
theropithecus_gelada ENSTGEG00000013148
rhinopithecus_bieti ENSRBIG00000030769
rhinopithecus_roxellana ENSRROG00000004591
colobus_angolensis_palliatus ENSCANG00000007804
piliocolobus_tephrosceles ENSPTEG00000012248
callithrix_jacchus ENSCJAG00000039855
aotus_nancymaae ENSANAG00000017064
tupaia_belangeri ENSTBEG00000007166
urocitellus_parryii ENSUPAG00010011799
spermophilus_dauricus ENSSDAG00000009003
marmota_marmota_marmota ENSMMMG00000008884
cavia_porcellus ENSCPOG00000039010
mus_spicilegus ENSMSIG00000022520
rattus_norvegicus ENSRNOG00000053687
meriones_unguiculatus ENSMUGG00000008551
cricetulus_griseus_crigri-picr ENSCGRG00015011690
castor_canadensis ENSCCNG00000013833
oryctolagus_cuniculus ENSOCUG00000028986
ochotona_princeps ENSOPRG00000010871
procavia_capensis ENSPCAG00000009482
echinops_telfairi ENSETEG00000006785
choloepus_hoffmanni ENSCHOG00000013984
