serinus_canaria ENSSCAG00000003318
lonchura_striata_domestica ENSLSDG00000013310
zonotrichia_albicollis ENSZALG00000008495
calidris_pugnax ENSCPUG00000005606
anas_platyrhynchos_platyrhynchos ENSAPLG00000023188
anas_platyrhynchos_platyrhynchos ENSAPLG00000028413
anser_brachyrhynchus ENSABRG00000013029
apteryx_owenii ENSAOWG00000015639
apteryx_haastii ENSAHAG00000005265
apteryx_rowi ENSARWG00000016597
dromaius_novaehollandiae ENSDNVG00000012004
melopsittacus_undulatus ENSMUNG00000008550
chelonoidis_abingdonii ENSCABG00000007871
chrysemys_picta_bellii ENSCPBG00000017954
