parus_major ENSPMJG00000001510
ficedula_albicollis ENSFALG00000009407
taeniopygia_guttata ENSTGUG00000002927
lonchura_striata ENSLSDG00000000760
junco_hyemalis ENSJHYG00000005809
lepidothrix_coronata ENSLCOG00000001681
melopsittacus_undulatus ENSMUNG00000007196
calidris_pygmaea ENSCPGG00000004722
calidris_pugnax ENSCPUG00000010827
anas_platyrhynchos ENSAPLG00000017538
anser_brachyrhynchus ENSABRG00000010197
gallus_gallus ENSGALG00000027234
coturnix_japonica ENSCJPG00005012539
numida_meleagris ENSNMEG00000007784
apteryx_owenii ENSAOWG00000006351
nothoprocta_perdicaria ENSNPEG00000002464
dromaius_novaehollandiae ENSDNVG00000011811
crocodylus_porosus ENSCPRG00005016115
gopherus_agassizii ENSGAGG00000024756
chelonoidis_abingdonii ENSCABG00000019521
chrysemys_picta ENSCPBG00000022510
pelodiscus_sinensis ENSPSIG00000002765
pogona_vitticeps ENSPVIG00000015315
notechis_scutatus ENSNSUG00000011820
anolis_carolinensis ENSACAG00000010302
salvator_merianae ENSSMRG00000002987
sphenodon_punctatus ENSSPUG00000016102
xenopus_tropicalis ENSXETG00000005160
latimeria_chalumnae ENSLACG00000017423
paramormyrops_kingsleyae ENSPKIG00000009334
scleropages_formosus ENSSFOG00015021657
electrophorus_electricus ENSEEEG00000014718
ictalurus_punctatus ENSIPUG00000003037
danio_rerio ENSDARG00000036254
denticeps_clupeoides ENSDCDG00000001227
clupea_harengus ENSCHAG00000014169
hucho_hucho ENSHHUG00000021488
esox_lucius ENSELUG00000007825
takifugu_rubripes ENSTRUG00000015364
tetraodon_nigroviridis ENSTNIG00000001781
mola_mola ENSMMOG00000001425
labrus_bergylta ENSLBEG00000009213
xiphophorus_couchianus ENSXCOG00000019801
xiphophorus_maculatus ENSXMAG00000026913
poecilia_formosa ENSPFOG00000003827
poecilia_latipinna ENSPLAG00000015269
poecilia_mexicana ENSPMEG00000001436
poecilia_reticulata ENSPREG00000001397
gambusia_affinis ENSGAFG00000005547
fundulus_heteroclitus ENSFHEG00000000840
cyprinodon_variegatus ENSCVAG00000012158
kryptolebias_marmoratus ENSKMAG00000015035
oryzias_latipes ENSORLG00020015345
oryzias_latipes ENSORLG00015021435
oryzias_latipes ENSORLG00000007597
oryzias_melastigma ENSOMEG00000020887
gouania_willdenowi ENSGWIG00000016763
periophthalmus_magnuspinnatus ENSPMGG00000011777
hippocampus_comes ENSHCOG00000005392
cynoglossus_semilaevis ENSCSEG00000004792
scophthalmus_maximus ENSSMAG00000000073
mastacembelus_armatus ENSMAMG00000013489
betta_splendens ENSBSLG00000023107
anabas_testudineus ENSATEG00000006127
monopterus_albus ENSMALG00000011174
amphiprion_ocellaris ENSAOCG00000003928
amphiprion_percula ENSAPEG00000010694
acanthochromis_polyacanthus ENSAPOG00000017602
stegastes_partitus ENSSPAG00000012831
parambassis_ranga ENSPRNG00000001628
haplochromis_burtoni ENSHBUG00000017566
maylandia_zebra ENSMZEG00005014057
pundamilia_nyererei ENSPNYG00000015087
astatotilapia_calliptera ENSACLG00000003533
neolamprologus_brichardi ENSNBRG00000016416
oreochromis_niloticus ENSONIG00000002962
amphilophus_citrinellus ENSACIG00000016195
cottoperca_gobio ENSCGOG00000001628
gasterosteus_aculeatus ENSGACG00000008296
larimichthys_crocea ENSLCRG00005009719
seriola_dumerili ENSSDUG00000001137
seriola_lalandi ENSSLDG00000014863
lates_calcarifer ENSLCAG00010011777
gadus_morhua ENSGMOG00000005714
scleropages_formosus ENSSFOG00015013482
paramormyrops_kingsleyae ENSPKIG00000000189
takifugu_rubripes ENSTRUG00000016010
tetraodon_nigroviridis ENSTNIG00000009207
oryzias_latipes ENSORLG00015016528
oryzias_latipes ENSORLG00020004309
oryzias_latipes ENSORLG00000005043
oryzias_melastigma ENSOMEG00000018800
hippocampus_comes ENSHCOG00000016646
labrus_bergylta ENSLBEG00000001862
mola_mola ENSMMOG00000000919
cottoperca_gobio ENSCGOG00000002368
gasterosteus_aculeatus ENSGACG00000007134
larimichthys_crocea ENSLCRG00005008874
mastacembelus_armatus ENSMAMG00000007871
betta_splendens ENSBSLG00000011697
monopterus_albus ENSMALG00000000699
scophthalmus_maximus ENSSMAG00000015259
cynoglossus_semilaevis ENSCSEG00000014281
lates_calcarifer ENSLCAG00010016654
seriola_dumerili ENSSDUG00000004612
seriola_lalandi ENSSLDG00000006148
amphiprion_percula ENSAPEG00000019685
amphiprion_ocellaris ENSAOCG00000020728
acanthochromis_polyacanthus ENSAPOG00000021038
stegastes_partitus ENSSPAG00000000108
parambassis_ranga ENSPRNG00000017762
poecilia_mexicana ENSPMEG00000020995
poecilia_formosa ENSPFOG00000002494
poecilia_reticulata ENSPREG00000021694
poecilia_latipinna ENSPLAG00000022061
xiphophorus_maculatus ENSXMAG00000001062
xiphophorus_couchianus ENSXCOG00000001436
gambusia_affinis ENSGAFG00000017846
fundulus_heteroclitus ENSFHEG00000013789
cyprinodon_variegatus ENSCVAG00000010073
kryptolebias_marmoratus ENSKMAG00000018947
gouania_willdenowi ENSGWIG00000008007
pundamilia_nyererei ENSPNYG00000020872
maylandia_zebra ENSMZEG00005010249
astatotilapia_calliptera ENSACLG00000001370
haplochromis_burtoni ENSHBUG00000016694
neolamprologus_brichardi ENSNBRG00000004706
oreochromis_niloticus ENSONIG00000004601
amphilophus_citrinellus ENSACIG00000002418
periophthalmus_magnuspinnatus ENSPMGG00000005659
gadus_morhua ENSGMOG00000013892
hucho_hucho ENSHHUG00000036245
hucho_hucho ENSHHUG00000007550
esox_lucius ENSELUG00000005145
astyanax_mexicanus ENSAMXG00005010287
astyanax_mexicanus ENSAMXG00000029915
pygocentrus_nattereri ENSPNAG00000007974
electrophorus_electricus ENSEEEG00000001502
ictalurus_punctatus ENSIPUG00000011764
danio_rerio ENSDARG00000100312
lepisosteus_oculatus ENSLOCG00000011842
pygocentrus_nattereri ENSPNAG00000009029
astyanax_mexicanus ENSAMXG00005019318
danio_rerio ENSDARG00000059256
erpetoichthys_calabaricus ENSECRG00000021658
callorhinchus_milii ENSCMIG00000006824
eptatretus_burgeri ENSEBUG00000006210
