calidris_pygmaea ENSCPGG00000001353
calidris_pugnax ENSCPUG00000007323
melopsittacus_undulatus ENSMUNG00000015840
lepidothrix_coronata ENSLCOG00000010585
manacus_vitellinus ENSMVIG00005000166
taeniopygia_guttata ENSTGUG00000006158
serinus_canaria ENSSCAG00000009279
ficedula_albicollis ENSFALG00000009115
lonchura_striata_domestica ENSLSDG00000004810
junco_hyemalis ENSJHYG00000011069
zonotrichia_albicollis ENSZALG00000015435
parus_major ENSPMJG00000003810
cyanistes_caeruleus ENSCCEG00000000039
coturnix_japonica ENSCJPG00005020727
meleagris_gallopavo ENSMGAG00000004585
gallus_gallus ENSGALG00000004397
numida_meleagris ENSNMEG00000018898
anser_brachyrhynchus ENSABRG00000014694
anas_platyrhynchos_platyrhynchos ENSAPLG00000006465
apteryx_haastii ENSAHAG00000006010
apteryx_rowi ENSARWG00000015239
apteryx_owenii ENSAOWG00000016613
dromaius_novaehollandiae ENSDNVG00000015414
nothoprocta_perdicaria ENSNPEG00000005681
crocodylus_porosus ENSCPRG00005012421
gopherus_agassizii ENSGAGG00000013085
chelonoidis_abingdonii ENSCABG00000013327
chrysemys_picta_bellii ENSCPBG00000026089
pelodiscus_sinensis ENSPSIG00000014823
sphenodon_punctatus ENSSPUG00000011424
anolis_carolinensis ENSACAG00000011503
pogona_vitticeps ENSPVIG00000012805
salvator_merianae ENSSMRG00000000022
myotis_lucifugus ENSMLUG00000017230
pteropus_vampyrus ENSPVAG00000001267
ovis_aries ENSOARG00000012001
capra_hircus ENSCHIG00000019922
bison_bison_bison ENSBBBG00000017496
bos_mutus ENSBMUG00000017736
bos_taurus ENSBTAG00000004189
tursiops_truncatus ENSTTRG00000003024
sus_scrofa ENSSSCG00000009794
ursus_americanus ENSUAMG00000008705
ursus_maritimus ENSUMAG00000005393
ailuropoda_melanoleuca ENSAMEG00000014572
neovison_vison ENSNVIG00000018245
mustela_putorius_furo ENSMPUG00000002022
canis_lupus_familiaris ENSCAFG00000007965
canis_lupus_dingo ENSCAFG00020016551
vulpes_vulpes ENSVVUG00000016763
panthera_tigris_altaica ENSPTIG00000019027
panthera_tigris_altaica ENSPTIG00000017583
panthera_pardus ENSPPRG00000009936
felis_catus ENSFCAG00000012108
equus_asinus_asinus ENSEASG00005012397
equus_caballus ENSECAG00000012056
erinaceus_europaeus ENSEEUG00000010841
mus_musculus ENSMUSG00000038342
mus_spicilegus ENSMSIG00000030927
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028723
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027725
mus_pahari MGP_PahariEiJ_G0024305
rattus_norvegicus ENSRNOG00000001255
