cynoglossus_semilaevis ENSCSEG00000016602
monopterus_albus ENSMALG00000006424
fundulus_heteroclitus ENSFHEG00000015746
cyprinodon_variegatus ENSCVAG00000007930
poecilia_formosa ENSPFOG00000007961
poecilia_latipinna ENSPLAG00000008721
poecilia_mexicana ENSPMEG00000013690
poecilia_reticulata ENSPREG00000005308
xiphophorus_couchianus ENSXCOG00000007568
xiphophorus_maculatus ENSXMAG00000019191
gambusia_affinis ENSGAFG00000011661
kryptolebias_marmoratus ENSKMAG00000006088
oryzias_latipes_asm223469v1 ENSORLG00015005901
oryzias_latipes ENSORLG00000010182
oryzias_melastigma ENSOMEG00000009082
amphiprion_ocellaris ENSAOCG00000024608
amphiprion_percula ENSAPEG00000001091
acanthochromis_polyacanthus ENSAPOG00000022383
stegastes_partitus ENSSPAG00000005015
astatotilapia_calliptera ENSACLG00000013795
maylandia_zebra ENSMZEG00005009270
haplochromis_burtoni ENSHBUG00000015303
pundamilia_nyererei ENSPNYG00000000782
oreochromis_niloticus ENSONIG00000018637
amphilophus_citrinellus ENSACIG00000011759
tetraodon_nigroviridis ENSTNIG00000007858
takifugu_rubripes ENSTRUG00000020794
mola_mola ENSMMOG00000018042
labrus_bergylta ENSLBEG00000011551
gasterosteus_aculeatus ENSGACG00000016252
seriola_lalandi_dorsalis ENSSLDG00000022513
seriola_dumerili ENSSDUG00000007221
mastacembelus_armatus ENSMAMG00000000307
anabas_testudineus ENSATEG00000001428
scophthalmus_maximus ENSSMAG00000010577
hippocampus_comes ENSHCOG00000005279
periophthalmus_magnuspinnatus ENSPMGG00000008860
gadus_morhua ENSGMOG00000016886
esox_lucius ENSELUG00000003293
pygocentrus_nattereri ENSPNAG00000008207
astyanax_mexicanus ENSAMXG00000043419
ictalurus_punctatus ENSIPUG00000011136
danio_rerio ENSDARG00000102744
scleropages_formosus ENSSFOG00015014256
paramormyrops_kingsleyae ENSPKIG00000005612
lepisosteus_oculatus ENSLOCG00000010594
dasypus_novemcinctus ENSDNOG00000006088
dasypus_novemcinctus ENSDNOG00000019616
choloepus_hoffmanni ENSCHOG00000012723
