anser_brachyrhynchus ENSABRG00000020457
numida_meleagris ENSNMEG00000000970
lonchura_striata_domestica ENSLSDG00000016234
serinus_canaria ENSSCAG00000012742
ficedula_albicollis ENSFALG00000002943
cyanistes_caeruleus ENSCCEG00000004312
calidris_pugnax ENSCPUG00000017949
calidris_pygmaea ENSCPGG00000011690
junco_hyemalis ENSJHYG00000011295
lepidothrix_coronata ENSLCOG00000006174
apteryx_owenii ENSAOWG00000017905
apteryx_haastii ENSAHAG00000000397
apteryx_rowi ENSARWG00000003986
dromaius_novaehollandiae ENSDNVG00000007225
nothoprocta_perdicaria ENSNPEG00000003098
crocodylus_porosus ENSCPRG00005002596
gopherus_agassizii ENSGAGG00000017654
chelonoidis_abingdonii ENSCABG00000000719
chrysemys_picta_bellii ENSCPBG00000025670
pelodiscus_sinensis ENSPSIG00000010594
pogona_vitticeps ENSPVIG00000021682
anolis_carolinensis ENSACAG00000026489
salvator_merianae ENSSMRG00000011866
salvator_merianae ENSSMRG00000016868
phascolarctos_cinereus ENSPCIG00000012846
monodelphis_domestica ENSMODG00000017103
sarcophilus_harrisii ENSSHAG00000007401
ochotona_princeps ENSOPRG00000004067
otolemur_garnettii ENSOGAG00000030271
erinaceus_europaeus ENSEEUG00000015917
carlito_syrichta ENSTSYG00000037179
carlito_syrichta ENSTSYG00000025583
carlito_syrichta ENSTSYG00000013228
pan_paniscus ENSPPAG00000029326
pan_troglodytes ENSPTRG00000001410
homo_sapiens ENSG00000163463
gorilla_gorilla ENSGGOG00000009303
pongo_abelii ENSPPYG00000000756
nomascus_leucogenys ENSNLEG00000011864
rhinopithecus_bieti ENSRBIG00000038424
rhinopithecus_roxellana ENSRROG00000038508
piliocolobus_tephrosceles ENSPTEG00000032614
colobus_angolensis_palliatus ENSCANG00000009597
cercocebus_atys ENSCATG00000021860
papio_anubis ENSPANG00000020304
mandrillus_leucophaeus ENSMLEG00000042757
theropithecus_gelada ENSTGEG00000023266
macaca_fascicularis ENSMFAG00000037724
macaca_nemestrina ENSMNEG00000038994
macaca_mulatta ENSMMUG00000048503
chlorocebus_sabaeus ENSCSAG00000001999
saimiri_boliviensis_boliviensis ENSSBOG00000025264
cebus_capucinus ENSCCAG00000020714
callithrix_jacchus ENSCJAG00000042570
aotus_nancymaae ENSANAG00000027257
pan_troglodytes ENSPTRG00000043329
nomascus_leucogenys ENSNLEG00000031277
macaca_fascicularis ENSMFAG00000030589
colobus_angolensis_palliatus ENSCANG00000034356
saimiri_boliviensis_boliviensis ENSSBOG00000029291
callithrix_jacchus ENSCJAG00000009017
aotus_nancymaae ENSANAG00000033432
prolemur_simus ENSPSMG00000023163
propithecus_coquereli ENSPCOG00000021081
microcebus_murinus ENSMICG00000008049
oryctolagus_cuniculus ENSOCUG00000000347
oryctolagus_cuniculus ENSOCUG00000022257
loxodonta_africana ENSLAFG00000000227
procavia_capensis ENSPCAG00000011469
bos_mutus ENSBMUG00000012406
bos_taurus ENSBTAG00000010617
bison_bison_bison ENSBBBG00000002879
capra_hircus ENSCHIG00000018359
ovis_aries ENSOARG00000003747
vicugna_pacos ENSVPAG00000001567
tursiops_truncatus ENSTTRG00000009386
sus_scrofa ENSSSCG00000006527
equus_asinus_asinus ENSEASG00005019432
equus_caballus ENSECAG00000019530
choloepus_hoffmanni ENSCHOG00000013019
dasypus_novemcinctus ENSDNOG00000006735
pteropus_vampyrus ENSPVAG00000005785
myotis_lucifugus ENSMLUG00000004230
sorex_araneus ENSSARG00000001016
ursus_americanus ENSUAMG00000020712
ailuropoda_melanoleuca ENSAMEG00000011336
neovison_vison ENSNVIG00000018604
mustela_putorius_furo ENSMPUG00000005647
canis_lupus_dingo ENSCAFG00020007799
felis_catus ENSFCAG00000042831
panthera_pardus ENSPPRG00000016068
panthera_pardus ENSPPRG00000009767
felis_catus ENSFCAG00000035542
vulpes_vulpes ENSVVUG00000002322
canis_lupus_dingo ENSCAFG00020011129
ursus_maritimus ENSUMAG00000019679
castor_canadensis ENSCCNG00000020172
dipodomys_ordii ENSDORG00000011616
heterocephalus_glaber_male ENSHGLG00100007169
heterocephalus_glaber_female ENSHGLG00000008900
fukomys_damarensis ENSFDAG00000006337
octodon_degus ENSODEG00000010582
octodon_degus ENSODEG00000018301
chinchilla_lanigera ENSCLAG00000004535
chinchilla_lanigera ENSCLAG00000006700
cavia_porcellus ENSCPOG00000030898
mus_spicilegus ENSMSIG00000026267
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026140
mus_musculus ENSMUSG00000042747
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025197
mus_pahari MGP_PahariEiJ_G0026641
rattus_norvegicus ENSRNOG00000020542
meriones_unguiculatus ENSMUGG00000001208
cricetulus_griseus_chok1gshd ENSCGRG00001000610
cricetulus_griseus_crigri-picr ENSCGRG00015002649
cricetulus_griseus_crigri ENSCGRG00000016849
mesocricetus_auratus ENSMAUG00000012253
microtus_ochrogaster ENSMOCG00000001618
peromyscus_maniculatus_bairdii ENSPEMG00000001476
nannospalax_galili ENSNGAG00000009292
jaculus_jaculus ENSJJAG00000022604
urocitellus_parryii ENSUPAG00010001798
urocitellus_parryii ENSUPAG00010002150
marmota_marmota_marmota ENSMMMG00000015696
ictidomys_tridecemlineatus ENSSTOG00000008829
spermophilus_dauricus ENSSDAG00000023775
marmota_marmota_marmota ENSMMMG00000011444
vulpes_vulpes ENSVVUG00000017599
canis_lupus_familiaris ENSCAFG00000017055
echinops_telfairi ENSETEG00000003464
anas_platyrhynchos_platyrhynchos ENSAPLG00000009816
parus_major ENSPMJG00000009800
sphenodon_punctatus ENSSPUG00000004324
xenopus_tropicalis ENSXETG00000033847
latimeria_chalumnae ENSLACG00000008807
xiphophorus_maculatus ENSXMAG00000028313
xiphophorus_couchianus ENSXCOG00000019541
gambusia_affinis ENSGAFG00000014878
poecilia_formosa ENSPFOG00000014849
poecilia_latipinna ENSPLAG00000002837
poecilia_mexicana ENSPMEG00000019691
poecilia_reticulata ENSPREG00000017340
cyprinodon_variegatus ENSCVAG00000023038
fundulus_heteroclitus ENSFHEG00000020842
kryptolebias_marmoratus ENSKMAG00000002407
oryzias_latipes ENSORLG00020009849
oryzias_latipes_asm223469v1 ENSORLG00015000459
oryzias_latipes ENSORLG00000022276
oryzias_melastigma ENSOMEG00000007547
amphiprion_ocellaris ENSAOCG00000011426
amphiprion_percula ENSAPEG00000003919
acanthochromis_polyacanthus ENSAPOG00000008853
stegastes_partitus ENSSPAG00000022281
pundamilia_nyererei ENSPNYG00000005070
haplochromis_burtoni ENSHBUG00000003975
astatotilapia_calliptera ENSACLG00000019130
maylandia_zebra ENSMZEG00005015446
neolamprologus_brichardi ENSNBRG00000004954
amphilophus_citrinellus ENSACIG00000010292
mola_mola ENSMMOG00000003713
takifugu_rubripes ENSTRUG00000007564
labrus_bergylta ENSLBEG00000005378
mastacembelus_armatus ENSMAMG00000014270
monopterus_albus ENSMALG00000020562
anabas_testudineus ENSATEG00000023705
scophthalmus_maximus ENSSMAG00000016699
cynoglossus_semilaevis ENSCSEG00000007724
seriola_lalandi_dorsalis ENSSLDG00000014402
seriola_dumerili ENSSDUG00000005880
hippocampus_comes ENSHCOG00000007612
periophthalmus_magnuspinnatus ENSPMGG00000022391
esox_lucius ENSELUG00000012040
astyanax_mexicanus ENSAMXG00000038665
pygocentrus_nattereri ENSPNAG00000027664
ictalurus_punctatus ENSIPUG00000003509
danio_rerio ENSDARG00000070386
scleropages_formosus ENSSFOG00015021652
paramormyrops_kingsleyae ENSPKIG00000014039
lepisosteus_oculatus ENSLOCG00000006824
eptatretus_burgeri ENSEBUG00000002771
drosophila_melanogaster FBgn0051460
