ciona_intestinalis ENSCING00000022686
ciona_savignyi ENSCSAVG00000010880
petromyzon_marinus ENSPMAG00000001383
eptatretus_burgeri ENSEBUG00000003707
eptatretus_burgeri ENSEBUG00000012975
scleropages_formosus ENSSFOG00015023548
paramormyrops_kingsleyae ENSPKIG00000016694
scleropages_formosus ENSSFOG00015021591
paramormyrops_kingsleyae ENSPKIG00000002850
pygocentrus_nattereri ENSPNAG00000017377
astyanax_mexicanus ENSAMXG00000043602
ictalurus_punctatus ENSIPUG00000003523
danio_rerio ENSDARG00000079482
tetraodon_nigroviridis ENSTNIG00000018013
tetraodon_nigroviridis ENSTNIG00000002013
takifugu_rubripes ENSTRUG00000007472
mola_mola ENSMMOG00000007530
cynoglossus_semilaevis ENSCSEG00000015589
periophthalmus_magnuspinnatus ENSPMGG00000020675
seriola_dumerili ENSSDUG00000008138
seriola_lalandi_dorsalis ENSSLDG00000023794
scophthalmus_maximus ENSSMAG00000014324
mastacembelus_armatus ENSMAMG00000023512
monopterus_albus ENSMALG00000006968
anabas_testudineus ENSATEG00000024579
amphiprion_percula ENSAPEG00000010190
amphiprion_ocellaris ENSAOCG00000007867
acanthochromis_polyacanthus ENSAPOG00000021086
stegastes_partitus ENSSPAG00000010746
haplochromis_burtoni ENSHBUG00000011791
pundamilia_nyererei ENSPNYG00000017057
astatotilapia_calliptera ENSACLG00000027957
maylandia_zebra ENSMZEG00005000539
neolamprologus_brichardi ENSNBRG00000003298
amphilophus_citrinellus ENSACIG00000007396
fundulus_heteroclitus ENSFHEG00000002252
cyprinodon_variegatus ENSCVAG00000002657
xiphophorus_maculatus ENSXMAG00000029202
xiphophorus_couchianus ENSXCOG00000010273
gambusia_affinis ENSGAFG00000020157
poecilia_formosa ENSPFOG00000010055
poecilia_mexicana ENSPMEG00000019418
poecilia_reticulata ENSPREG00000005631
poecilia_latipinna ENSPLAG00000016308
kryptolebias_marmoratus ENSKMAG00000020205
oryzias_latipes_asm223469v1 ENSORLG00015006935
oryzias_latipes ENSORLG00000009319
oryzias_latipes ENSORLG00020017578
oryzias_melastigma ENSOMEG00000012742
gasterosteus_aculeatus ENSGACG00000012011
labrus_bergylta ENSLBEG00000026796
hippocampus_comes ENSHCOG00000016708
gadus_morhua ENSGMOG00000011595
esox_lucius ENSELUG00000007323
oryzias_latipes_asm223469v1 ENSORLG00015021673
oryzias_latipes ENSORLG00020005549
oryzias_latipes ENSORLG00000003188
oryzias_melastigma ENSOMEG00000007074
kryptolebias_marmoratus ENSKMAG00000007863
scophthalmus_maximus ENSSMAG00000009052
gasterosteus_aculeatus ENSGACG00000009253
labrus_bergylta ENSLBEG00000024219
mola_mola ENSMMOG00000002995
amphiprion_percula ENSAPEG00000002217
amphiprion_ocellaris ENSAOCG00000018811
acanthochromis_polyacanthus ENSAPOG00000020951
stegastes_partitus ENSSPAG00000014380
haplochromis_burtoni ENSHBUG00000020660
maylandia_zebra ENSMZEG00005008087
astatotilapia_calliptera ENSACLG00000015877
pundamilia_nyererei ENSPNYG00000020490
neolamprologus_brichardi ENSNBRG00000019701
oreochromis_niloticus ENSONIG00000019803
amphilophus_citrinellus ENSACIG00000003629
mastacembelus_armatus ENSMAMG00000006219
monopterus_albus ENSMALG00000018184
anabas_testudineus ENSATEG00000011913
seriola_dumerili ENSSDUG00000005746
seriola_lalandi_dorsalis ENSSLDG00000004857
xiphophorus_couchianus ENSXCOG00000003289
xiphophorus_maculatus ENSXMAG00000000156
poecilia_formosa ENSPFOG00000002406
poecilia_latipinna ENSPLAG00000013517
poecilia_mexicana ENSPMEG00000021230
poecilia_reticulata ENSPREG00000015566
gambusia_affinis ENSGAFG00000002292
fundulus_heteroclitus ENSFHEG00000015885
cyprinodon_variegatus ENSCVAG00000021462
hippocampus_comes ENSHCOG00000002297
periophthalmus_magnuspinnatus ENSPMGG00000008726
takifugu_rubripes ENSTRUG00000016871
tetraodon_nigroviridis ENSTNIG00000012900
cynoglossus_semilaevis ENSCSEG00000000898
gadus_morhua ENSGMOG00000005534
esox_lucius ENSELUG00000018541
lepisosteus_oculatus ENSLOCG00000008829
phascolarctos_cinereus ENSPCIG00000027361
sarcophilus_harrisii ENSSHAG00000007928
monodelphis_domestica ENSMODG00000014041
ursus_americanus ENSUAMG00000010680
neovison_vison ENSNVIG00000024878
canis_lupus_dingo ENSCAFG00020020971
panthera_pardus ENSPPRG00000023546
felis_catus ENSFCAG00000023627
pteropus_vampyrus ENSPVAG00000005771
equus_caballus ENSECAG00000019123
equus_asinus_asinus ENSEASG00005017641
myotis_lucifugus ENSMLUG00000001260
vulpes_vulpes ENSVVUG00000030124
pan_troglodytes ENSPTRG00000008841
gorilla_gorilla ENSGGOG00000025607
nomascus_leucogenys ENSNLEG00000013797
rhinopithecus_roxellana ENSRROG00000039010
rhinopithecus_bieti ENSRBIG00000041679
colobus_angolensis_palliatus ENSCANG00000034865
cercocebus_atys ENSCATG00000037298
theropithecus_gelada ENSTGEG00000003783
papio_anubis ENSPANG00000023679
macaca_fascicularis ENSMFAG00000036720
macaca_nemestrina ENSMNEG00000030399
macaca_mulatta ENSMMUG00000005900
aotus_nancymaae ENSANAG00000034593
callithrix_jacchus ENSCJAG00000009068
microcebus_murinus ENSMICG00000036512
propithecus_coquereli ENSPCOG00000016813
prolemur_simus ENSPSMG00000010701
otolemur_garnettii ENSOGAG00000025722
saimiri_boliviensis_boliviensis ENSSBOG00000035622
cebus_capucinus ENSCCAG00000027758
homo_sapiens ENSG00000141034
pongo_abelii ENSPPYG00000008042
chlorocebus_sabaeus ENSCSAG00000008352
piliocolobus_tephrosceles ENSPTEG00000027582
cavia_porcellus ENSCPOG00000034449
octodon_degus ENSODEG00000006263
heterocephalus_glaber_female ENSHGLG00000010986
heterocephalus_glaber_male ENSHGLG00100017186
marmota_marmota_marmota ENSMMMG00000009164
urocitellus_parryii ENSUPAG00010014980
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017290
mus_spicilegus ENSMSIG00000019788
mus_musculus ENSMUSG00000018415
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016455
mus_pahari MGP_PahariEiJ_G0017585
rattus_norvegicus ENSRNOG00000003847
meriones_unguiculatus ENSMUGG00000009113
cricetulus_griseus_crigri-picr ENSCGRG00015016737
cricetulus_griseus_chok1gshd ENSCGRG00001009186
mesocricetus_auratus ENSMAUG00000013326
peromyscus_maniculatus_bairdii ENSPEMG00000009563
microtus_ochrogaster ENSMOCG00000007396
nannospalax_galili ENSNGAG00000005120
jaculus_jaculus ENSJJAG00000005205
castor_canadensis ENSCCNG00000021303
dipodomys_ordii ENSDORG00000016482
sorex_araneus ENSSARG00000009531
erinaceus_europaeus ENSEEUG00000012960
capra_hircus ENSCHIG00000021263
ovis_aries ENSOARG00000001139
bos_taurus ENSBTAG00000008802
bison_bison_bison ENSBBBG00000015028
tursiops_truncatus ENSTTRG00000008131
sus_scrofa ENSSSCG00000037336
ictidomys_tridecemlineatus ENSSTOG00000014967
cricetulus_griseus_crigri ENSCGRG00000003202
cavia_aperea ENSCAPG00000005687
fukomys_damarensis ENSFDAG00000009732
chinchilla_lanigera ENSCLAG00000004265
oryctolagus_cuniculus ENSOCUG00000004376
carlito_syrichta ENSTSYG00000007463
tupaia_belangeri ENSTBEG00000011910
mustela_putorius_furo ENSMPUG00000000028
vulpes_vulpes ENSVVUG00000003443
ailuropoda_melanoleuca ENSAMEG00000005063
ursus_maritimus ENSUMAG00000005227
canis_lupus_familiaris ENSCAFG00000031169
panthera_tigris_altaica ENSPTIG00000020324
echinops_telfairi ENSETEG00000016422
procavia_capensis ENSPCAG00000015197
loxodonta_africana ENSLAFG00000005624
dasypus_novemcinctus ENSDNOG00000047131
ornithorhynchus_anatinus ENSOANG00000015314
pogona_vitticeps ENSPVIG00000009513
anolis_carolinensis ENSACAG00000009778
notechis_scutatus ENSNSUG00000006622
salvator_merianae ENSSMRG00000008852
sphenodon_punctatus ENSSPUG00000004350
meleagris_gallopavo ENSMGAG00000004648
gallus_gallus ENSGALG00000004929
coturnix_japonica ENSCJPG00005002551
numida_meleagris ENSNMEG00000009813
anser_brachyrhynchus ENSABRG00000015487
calidris_pygmaea ENSCPGG00000003148
calidris_pugnax ENSCPUG00000010604
junco_hyemalis ENSJHYG00000004711
zonotrichia_albicollis ENSZALG00000005287
ficedula_albicollis ENSFALG00000013755
lonchura_striata_domestica ENSLSDG00000007252
parus_major ENSPMJG00000017435
melopsittacus_undulatus ENSMUNG00000008531
apteryx_haastii ENSAHAG00000015942
apteryx_owenii ENSAOWG00000016443
apteryx_rowi ENSARWG00000017389
nothoprocta_perdicaria ENSNPEG00000014493
dromaius_novaehollandiae ENSDNVG00000013031
manacus_vitellinus ENSMVIG00005015057
lepidothrix_coronata ENSLCOG00000012757
taeniopygia_guttata ENSTGUG00000007272
serinus_canaria ENSSCAG00000008804
cyanistes_caeruleus ENSCCEG00000005200
crocodylus_porosus ENSCPRG00005015971
chelonoidis_abingdonii ENSCABG00000021614
gopherus_agassizii ENSGAGG00000007491
chrysemys_picta_bellii ENSCPBG00000020966
pelodiscus_sinensis ENSPSIG00000013586
xenopus_tropicalis ENSXETG00000012151
