labrus_bergylta ENSLBEG00000020329
takifugu_rubripes ENSTRUG00000007978
scophthalmus_maximus ENSSMAG00000008384
cynoglossus_semilaevis ENSCSEG00000006819
seriola_dumerili ENSSDUG00000005153
seriola_lalandi_dorsalis ENSSLDG00000011781
poecilia_formosa ENSPFOG00000011517
poecilia_latipinna ENSPLAG00000006969
poecilia_mexicana ENSPMEG00000023531
poecilia_reticulata ENSPREG00000002886
xiphophorus_maculatus ENSXMAG00000011841
xiphophorus_couchianus ENSXCOG00000006094
gambusia_affinis ENSGAFG00000000667
fundulus_heteroclitus ENSFHEG00000004930
kryptolebias_marmoratus ENSKMAG00000007688
oryzias_latipes ENSORLG00000020609
oryzias_latipes ENSORLG00020016390
oryzias_latipes_asm223469v1 ENSORLG00015017337
oryzias_melastigma ENSOMEG00000019096
pundamilia_nyererei ENSPNYG00000010572
haplochromis_burtoni ENSHBUG00000014261
maylandia_zebra ENSMZEG00005012858
astatotilapia_calliptera ENSACLG00000013898
neolamprologus_brichardi ENSNBRG00000002848
oreochromis_niloticus ENSONIG00000003888
amphilophus_citrinellus ENSACIG00000014711
amphiprion_percula ENSAPEG00000011764
amphiprion_ocellaris ENSAOCG00000013047
acanthochromis_polyacanthus ENSAPOG00000013694
stegastes_partitus ENSSPAG00000023268
mola_mola ENSMMOG00000020599
mastacembelus_armatus ENSMAMG00000000679
monopterus_albus ENSMALG00000000375
anabas_testudineus ENSATEG00000003274
gasterosteus_aculeatus ENSGACG00000000758
hippocampus_comes ENSHCOG00000002585
periophthalmus_magnuspinnatus ENSPMGG00000002979
gadus_morhua ENSGMOG00000013944
esox_lucius ENSELUG00000010366
pygocentrus_nattereri ENSPNAG00000020939
astyanax_mexicanus ENSAMXG00000011746
ictalurus_punctatus ENSIPUG00000004852
danio_rerio ENSDARG00000086222
paramormyrops_kingsleyae ENSPKIG00000025414
scleropages_formosus ENSSFOG00015010709
lepisosteus_oculatus ENSLOCG00000014063
paramormyrops_kingsleyae ENSPKIG00000019323
astyanax_mexicanus ENSAMXG00000041166
astyanax_mexicanus ENSAMXG00000011747
astyanax_mexicanus ENSAMXG00000044029
pygocentrus_nattereri ENSPNAG00000026481
ictalurus_punctatus ENSIPUG00000004862
danio_rerio ENSDARG00000076402
lepisosteus_oculatus ENSLOCG00000014061
seriola_dumerili ENSSDUG00000013960
seriola_dumerili ENSSDUG00000013952
scophthalmus_maximus ENSSMAG00000018223
mastacembelus_armatus ENSMAMG00000018304
maylandia_zebra ENSMZEG00005016924
pundamilia_nyererei ENSPNYG00000014909
haplochromis_burtoni ENSHBUG00000008923
oreochromis_niloticus ENSONIG00000001570
gopherus_agassizii ENSGAGG00000006019
chrysemys_picta_bellii ENSCPBG00000009212
pelodiscus_sinensis ENSPSIG00000017379
salvator_merianae ENSSMRG00000012011
pogona_vitticeps ENSPVIG00000000148
ailuropoda_melanoleuca ENSAMEG00000002701
mustela_putorius_furo ENSMPUG00000015869
panthera_pardus ENSPPRG00000005311
vicugna_pacos ENSVPAG00000006388
pteropus_vampyrus ENSPVAG00000009594
sorex_araneus ENSSARG00000012447
procavia_capensis ENSPCAG00000000916
pan_troglodytes ENSPTRG00000019522
pan_paniscus ENSPPAG00000029678
homo_sapiens ENSG00000167011
gorilla_gorilla ENSGGOG00000002186
pongo_abelii ENSPPYG00000017441
nomascus_leucogenys ENSNLEG00000029483
rhinopithecus_roxellana ENSRROG00000044885
rhinopithecus_bieti ENSRBIG00000033239
colobus_angolensis_palliatus ENSCANG00000039361
theropithecus_gelada ENSTGEG00000008556
papio_anubis ENSPANG00000006305
cercocebus_atys ENSCATG00000034983
macaca_nemestrina ENSMNEG00000033628
macaca_fascicularis ENSMFAG00000046034
macaca_mulatta ENSMMUG00000010746
mandrillus_leucophaeus ENSMLEG00000031746
chlorocebus_sabaeus ENSCSAG00000018014
cebus_capucinus ENSCCAG00000029230
callithrix_jacchus ENSCJAG00000015983
saimiri_boliviensis_boliviensis ENSSBOG00000020819
aotus_nancymaae ENSANAG00000010927
microcebus_murinus ENSMICG00000005411
echinops_telfairi ENSETEG00000009048
dasypus_novemcinctus ENSDNOG00000005649
xenopus_tropicalis ENSXETG00000004015
latimeria_chalumnae ENSLACG00000008292
