apteryx_haastii ENSAHAG00000017911
apteryx_rowi ENSARWG00000013130
apteryx_owenii ENSAOWG00000017204
dromaius_novaehollandiae ENSDNVG00000003689
nothoprocta_perdicaria ENSNPEG00000009372
gallus_gallus ENSGALG00000008211
coturnix_japonica ENSCJPG00005012024
meleagris_gallopavo ENSMGAG00000010776
numida_meleagris ENSNMEG00000016937
anser_brachyrhynchus ENSABRG00000002430
anas_platyrhynchos_platyrhynchos ENSAPLG00000011116
calidris_pugnax ENSCPUG00000013488
calidris_pygmaea ENSCPGG00000001261
melopsittacus_undulatus ENSMUNG00000015021
lepidothrix_coronata ENSLCOG00000012889
manacus_vitellinus ENSMVIG00005008917
taeniopygia_guttata ENSTGUG00000010486
lonchura_striata_domestica ENSLSDG00000016498
parus_major ENSPMJG00000012280
ficedula_albicollis ENSFALG00000006300
junco_hyemalis ENSJHYG00000010432
zonotrichia_albicollis ENSZALG00000008464
serinus_canaria ENSSCAG00000003297
cyanistes_caeruleus ENSCCEG00000002456
crocodylus_porosus ENSCPRG00005014864
gopherus_agassizii ENSGAGG00000015285
chelonoidis_abingdonii ENSCABG00000001524
chrysemys_picta_bellii ENSCPBG00000015503
pelodiscus_sinensis ENSPSIG00000009418
pogona_vitticeps ENSPVIG00000014341
anolis_carolinensis ENSACAG00000003028
notechis_scutatus ENSNSUG00000017723
salvator_merianae ENSSMRG00000006020
sphenodon_punctatus ENSSPUG00000003932
phascolarctos_cinereus ENSPCIG00000007284
notamacropus_eugenii ENSMEUG00000009144
sarcophilus_harrisii ENSSHAG00000017126
monodelphis_domestica ENSMODG00000019905
ornithorhynchus_anatinus ENSOANG00000006249
tupaia_belangeri ENSTBEG00000000444
echinops_telfairi ENSETEG00000000413
loxodonta_africana ENSLAFG00000025658
procavia_capensis ENSPCAG00000016140
dasypus_novemcinctus ENSDNOG00000044310
pan_paniscus ENSPPAG00000042373
pan_troglodytes ENSPTRG00000003559
homo_sapiens ENSG00000134575
gorilla_gorilla ENSGGOG00000008576
pongo_abelii ENSPPYG00000003310
nomascus_leucogenys ENSNLEG00000014425
piliocolobus_tephrosceles ENSPTEG00000033407
colobus_angolensis_palliatus ENSCANG00000035146
rhinopithecus_bieti ENSRBIG00000003979
rhinopithecus_roxellana ENSRROG00000028745
theropithecus_gelada ENSTGEG00000026274
cercocebus_atys ENSCATG00000039992
macaca_mulatta ENSMMUG00000015597
macaca_nemestrina ENSMNEG00000031619
macaca_fascicularis ENSMFAG00000000393
chlorocebus_sabaeus ENSCSAG00000005697
mandrillus_leucophaeus ENSMLEG00000042774
papio_anubis ENSPANG00000001892
saimiri_boliviensis_boliviensis ENSSBOG00000033600
cebus_capucinus ENSCCAG00000022333
callithrix_jacchus ENSCJAG00000020008
aotus_nancymaae ENSANAG00000032696
carlito_syrichta ENSTSYG00000001510
microcebus_murinus ENSMICG00000007053
prolemur_simus ENSPSMG00000022714
propithecus_coquereli ENSPCOG00000027729
otolemur_garnettii ENSOGAG00000025562
urocitellus_parryii ENSUPAG00010011162
ictidomys_tridecemlineatus ENSSTOG00000007586
spermophilus_dauricus ENSSDAG00000003175
marmota_marmota_marmota ENSMMMG00000014527
cavia_porcellus ENSCPOG00000013359
cavia_aperea ENSCAPG00000010341
chinchilla_lanigera ENSCLAG00000014608
heterocephalus_glaber_female ENSHGLG00000018388
heterocephalus_glaber_male ENSHGLG00100012041
fukomys_damarensis ENSFDAG00000014988
octodon_degus ENSODEG00000015528
castor_canadensis ENSCCNG00000019723
dipodomys_ordii ENSDORG00000007743
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024867
mus_spicilegus ENSMSIG00000020936
mus_musculus ENSMUSG00000002103
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023956
mus_pahari MGP_PahariEiJ_G0025393
rattus_norvegicus ENSRNOG00000013594
meriones_unguiculatus ENSMUGG00000018329
peromyscus_maniculatus_bairdii ENSPEMG00000011860
microtus_ochrogaster ENSMOCG00000002882
cricetulus_griseus_crigri ENSCGRG00000016781
cricetulus_griseus_chok1gshd ENSCGRG00001022138
cricetulus_griseus_crigri-picr ENSCGRG00015015870
mesocricetus_auratus ENSMAUG00000007767
nannospalax_galili ENSNGAG00000007455
jaculus_jaculus ENSJJAG00000019515
oryctolagus_cuniculus ENSOCUG00000013342
ochotona_princeps ENSOPRG00000009485
pteropus_vampyrus ENSPVAG00000007314
myotis_lucifugus ENSMLUG00000017644
equus_caballus ENSECAG00000013128
equus_asinus_asinus ENSEASG00005001161
tursiops_truncatus ENSTTRG00000014147
sus_scrofa ENSSSCG00000013242
vicugna_pacos ENSVPAG00000011836
ursus_americanus ENSUAMG00000002864
ursus_maritimus ENSUMAG00000014297
ailuropoda_melanoleuca ENSAMEG00000007273
neovison_vison ENSNVIG00000011563
mustela_putorius_furo ENSMPUG00000004871
canis_lupus_dingo ENSCAFG00020022205
canis_lupus_familiaris ENSCAFG00000008833
vulpes_vulpes ENSVVUG00000026189
panthera_pardus ENSPPRG00000004019
panthera_tigris_altaica ENSPTIG00000018036
felis_catus ENSFCAG00000002527
erinaceus_europaeus ENSEEUG00000000750
sorex_araneus ENSSARG00000002360
capra_hircus ENSCHIG00000017023
ovis_aries ENSOARG00000005614
bos_taurus ENSBTAG00000021002
bos_mutus ENSBMUG00000023770
bison_bison_bison ENSBBBG00000001605
xenopus_tropicalis ENSXETG00000003979
notechis_scutatus ENSNSUG00000008497
latimeria_chalumnae ENSLACG00000018968
lepisosteus_oculatus ENSLOCG00000005499
lepisosteus_oculatus ENSLOCG00000003475
seriola_dumerili ENSSDUG00000010314
seriola_lalandi_dorsalis ENSSLDG00000003167
scophthalmus_maximus ENSSMAG00000011238
mastacembelus_armatus ENSMAMG00000008443
monopterus_albus ENSMALG00000008530
anabas_testudineus ENSATEG00000005610
takifugu_rubripes ENSTRUG00000009627
tetraodon_nigroviridis ENSTNIG00000010346
mola_mola ENSMMOG00000004402
gasterosteus_aculeatus ENSGACG00000014119
labrus_bergylta ENSLBEG00000014635
amphiprion_ocellaris ENSAOCG00000011731
amphiprion_percula ENSAPEG00000017795
acanthochromis_polyacanthus ENSAPOG00000006482
acanthochromis_polyacanthus ENSAPOG00000011868
stegastes_partitus ENSSPAG00000012288
maylandia_zebra ENSMZEG00005001825
haplochromis_burtoni ENSHBUG00000006230
astatotilapia_calliptera ENSACLG00000027034
pundamilia_nyererei ENSPNYG00000009687
neolamprologus_brichardi ENSNBRG00000021269
oreochromis_niloticus ENSONIG00000011961
amphilophus_citrinellus ENSACIG00000018330
xiphophorus_maculatus ENSXMAG00000015147
xiphophorus_couchianus ENSXCOG00000017389
gambusia_affinis ENSGAFG00000019783
poecilia_reticulata ENSPREG00000007209
poecilia_latipinna ENSPLAG00000010040
poecilia_mexicana ENSPMEG00000015044
poecilia_reticulata ENSPREG00000007229
poecilia_mexicana ENSPMEG00000015010
poecilia_latipinna ENSPLAG00000009993
poecilia_formosa ENSPFOG00000002147
cyprinodon_variegatus ENSCVAG00000007925
fundulus_heteroclitus ENSFHEG00000007432
fundulus_heteroclitus ENSFHEG00000007451
kryptolebias_marmoratus ENSKMAG00000001115
oryzias_latipes ENSORLG00000004029
oryzias_latipes_asm223469v1 ENSORLG00015017817
oryzias_latipes ENSORLG00020019654
oryzias_melastigma ENSOMEG00000003443
hippocampus_comes ENSHCOG00000002167
cynoglossus_semilaevis ENSCSEG00000013919
periophthalmus_magnuspinnatus ENSPMGG00000022462
gadus_morhua ENSGMOG00000012828
esox_lucius ENSELUG00000022859
pygocentrus_nattereri ENSPNAG00000025680
astyanax_mexicanus ENSAMXG00000021570
ictalurus_punctatus ENSIPUG00000015574
danio_rerio ENSDARG00000007244
paramormyrops_kingsleyae ENSPKIG00000003574
paramormyrops_kingsleyae ENSPKIG00000003549
scleropages_formosus ENSSFOG00015008743
eptatretus_burgeri ENSEBUG00000003067
