myotis_lucifugus ENSMLUG00000024246
equus_caballus ENSECAG00000028730
castor_canadensis ENSCCNG00000008442
oryctolagus_cuniculus ENSOCUG00000029360
theropithecus_gelada ENSTGEG00000005982
theropithecus_gelada ENSTGEG00000014339
saimiri_boliviensis_boliviensis ENSSBOG00000001181
peromyscus_maniculatus_bairdii ENSPEMG00000030056
dasypus_novemcinctus ENSDNOG00000039754
homo_sapiens ENSG00000211957
homo_sapiens ENSG00000211944
carlito_syrichta ENSTSYG00000033659
felis_catus ENSFCAG00000039223
panthera_pardus ENSPPRG00000014511
neovison_vison ENSNVIG00000010485
sorex_araneus ENSSARG00000002382
sorex_araneus ENSSARG00000001431
gorilla_gorilla ENSGGOG00000024803
pan_paniscus ENSPPAG00000032809
cercocebus_atys ENSCATG00000042654
macaca_mulatta ENSMMUG00000047941
theropithecus_gelada ENSTGEG00000013440
propithecus_coquereli ENSPCOG00000023083
pan_troglodytes ENSPTRG00000044425
pan_troglodytes ENSPTRG00000042853
gorilla_gorilla ENSGGOG00000022923
homo_sapiens ENSG00000277836
homo_sapiens ENSG00000270472
homo_sapiens ENSG00000271130
homo_sapiens ENSG00000259680
pan_troglodytes ENSPTRG00000051386
pongo_abelii ENSPPYG00000029474
pongo_abelii ENSPPYG00000006227
nomascus_leucogenys ENSNLEG00000029277
rhinopithecus_roxellana ENSRROG00000033154
callithrix_jacchus ENSCJAG00000031992
castor_canadensis ENSCCNG00000016946
equus_caballus ENSECAG00000039784
rhinopithecus_roxellana ENSRROG00000022940
canis_lupus_dingo ENSCAFG00020006855
cyprinodon_variegatus ENSCVAG00000003462
