mastacembelus_armatus ENSMAMG00000024221
monopterus_albus ENSMALG00000014224
anabas_testudineus ENSATEG00000023606
takifugu_rubripes ENSTRUG00000015694
tetraodon_nigroviridis ENSTNIG00000003726
mola_mola ENSMMOG00000017343
amphiprion_percula ENSAPEG00000020905
amphiprion_ocellaris ENSAOCG00000022053
acanthochromis_polyacanthus ENSAPOG00000005796
stegastes_partitus ENSSPAG00000016232
oryzias_latipes ENSORLG00020013229
oryzias_latipes ENSORLG00000014108
oryzias_latipes_asm223469v1 ENSORLG00015007485
oryzias_melastigma ENSOMEG00000003646
scophthalmus_maximus ENSSMAG00000012778
cynoglossus_semilaevis ENSCSEG00000019903
seriola_lalandi_dorsalis ENSSLDG00000024361
seriola_dumerili ENSSDUG00000022896
labrus_bergylta ENSLBEG00000012169
hippocampus_comes ENSHCOG00000010206
fundulus_heteroclitus ENSFHEG00000021549
cyprinodon_variegatus ENSCVAG00000000693
poecilia_formosa ENSPFOG00000000455
poecilia_mexicana ENSPMEG00000023151
poecilia_latipinna ENSPLAG00000023773
poecilia_reticulata ENSPREG00000003094
xiphophorus_maculatus ENSXMAG00000018421
xiphophorus_couchianus ENSXCOG00000014278
gambusia_affinis ENSGAFG00000005854
kryptolebias_marmoratus ENSKMAG00000006955
amphilophus_citrinellus ENSACIG00000010034
haplochromis_burtoni ENSHBUG00000009950
maylandia_zebra ENSMZEG00005026325
pundamilia_nyererei ENSPNYG00000015676
neolamprologus_brichardi ENSNBRG00000010010
oreochromis_niloticus ENSONIG00000016876
gasterosteus_aculeatus ENSGACG00000012263
periophthalmus_magnuspinnatus ENSPMGG00000009148
gadus_morhua ENSGMOG00000019680
esox_lucius ENSELUG00000021464
pygocentrus_nattereri ENSPNAG00000006045
astyanax_mexicanus ENSAMXG00000000193
ictalurus_punctatus ENSIPUG00000003443
danio_rerio ENSDARG00000009901
paramormyrops_kingsleyae ENSPKIG00000007772
paramormyrops_kingsleyae ENSPKIG00000007975
paramormyrops_kingsleyae ENSPKIG00000007842
paramormyrops_kingsleyae ENSPKIG00000008023
paramormyrops_kingsleyae ENSPKIG00000025428
paramormyrops_kingsleyae ENSPKIG00000002576
scleropages_formosus ENSSFOG00015010328
lepisosteus_oculatus ENSLOCG00000014448
gopherus_agassizii ENSGAGG00000009751
chelonoidis_abingdonii ENSCABG00000016241
chrysemys_picta_bellii ENSCPBG00000007493
pelodiscus_sinensis ENSPSIG00000008428
anolis_carolinensis ENSACAG00000006254
pogona_vitticeps ENSPVIG00000002455
notechis_scutatus ENSNSUG00000000035
salvator_merianae ENSSMRG00000019251
phascolarctos_cinereus ENSPCIG00000007378
notamacropus_eugenii ENSMEUG00000009588
sarcophilus_harrisii ENSSHAG00000002612
monodelphis_domestica ENSMODG00000010292
pan_troglodytes ENSPTRG00000021860
pan_paniscus ENSPPAG00000037376
homo_sapiens ENSG00000017483
gorilla_gorilla ENSGGOG00000013314
pongo_abelii ENSPPYG00000020308
nomascus_leucogenys ENSNLEG00000003614
mandrillus_leucophaeus ENSMLEG00000029237
cercocebus_atys ENSCATG00000039297
theropithecus_gelada ENSTGEG00000004437
papio_anubis ENSPANG00000002527
macaca_fascicularis ENSMFAG00000000065
macaca_mulatta ENSMMUG00000016975
macaca_nemestrina ENSMNEG00000040455
chlorocebus_sabaeus ENSCSAG00000013284
piliocolobus_tephrosceles ENSPTEG00000001265
