anser_brachyrhynchus ENSABRG00000000495
anas_platyrhynchos_platyrhynchos ENSAPLG00000013669
gallus_gallus ENSGALG00000000284
coturnix_japonica ENSCJPG00005019371
numida_meleagris ENSNMEG00000005384
manacus_vitellinus ENSMVIG00005005159
calidris_pygmaea ENSCPGG00000015477
calidris_pugnax ENSCPUG00000014318
apteryx_haastii ENSAHAG00000013788
apteryx_rowi ENSARWG00000000716
apteryx_owenii ENSAOWG00000009778
nothoprocta_perdicaria ENSNPEG00000010696
dromaius_novaehollandiae ENSDNVG00000003450
crocodylus_porosus ENSCPRG00005007218
chelonoidis_abingdonii ENSCABG00000002736
gopherus_agassizii ENSGAGG00000021648
pelodiscus_sinensis ENSPSIG00000007302
pogona_vitticeps ENSPVIG00000016459
anolis_carolinensis ENSACAG00000006499
notechis_scutatus ENSNSUG00000007447
salvator_merianae ENSSMRG00000021841
sphenodon_punctatus ENSSPUG00000006280
phascolarctos_cinereus ENSPCIG00000000195
notamacropus_eugenii ENSMEUG00000010931
sarcophilus_harrisii ENSSHAG00000012442
monodelphis_domestica ENSMODG00000012340
mus_musculus ENSMUSG00000038692
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017875
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017029
mus_spicilegus ENSMSIG00000018777
mus_pahari MGP_PahariEiJ_G0018159
rattus_norvegicus ENSRNOG00000008191
meriones_unguiculatus ENSMUGG00000022235
cricetulus_griseus_chok1gshd ENSCGRG00001022431
cricetulus_griseus_crigri ENSCGRG00000007254
mesocricetus_auratus ENSMAUG00000009367
microtus_ochrogaster ENSMOCG00000022964
peromyscus_maniculatus_bairdii ENSPEMG00000029805
jaculus_jaculus ENSJJAG00000002642
marmota_marmota_marmota ENSMMMG00000001129
ictidomys_tridecemlineatus ENSSTOG00000009734
urocitellus_parryii ENSUPAG00010006325
carlito_syrichta ENSTSYG00000026874
propithecus_coquereli ENSPCOG00000022963
microcebus_murinus ENSMICG00000043173
prolemur_simus ENSPSMG00000020187
chinchilla_lanigera ENSCLAG00000014725
octodon_degus ENSODEG00000017038
heterocephalus_glaber_female ENSHGLG00000011369
panthera_pardus ENSPPRG00000000220
panthera_tigris_altaica ENSPTIG00000014995
felis_catus ENSFCAG00000041872
sus_scrofa ENSSSCG00000017535
equus_caballus ENSECAG00000028576
equus_asinus_asinus ENSEASG00005000572
bos_taurus ENSBTAG00000039599
bos_mutus ENSBMUG00000000867
bison_bison_bison ENSBBBG00000021585
ovis_aries ENSOARG00000007067
capra_hircus ENSCHIG00000025323
tursiops_truncatus ENSTTRG00000012249
neovison_vison ENSNVIG00000006040
mustela_putorius_furo ENSMPUG00000015310
pan_troglodytes ENSPTRG00000009354
pan_paniscus ENSPPAG00000040659
homo_sapiens ENSG00000182742
pongo_abelii ENSPPYG00000008897
nomascus_leucogenys ENSNLEG00000002570
colobus_angolensis_palliatus ENSCANG00000035386
rhinopithecus_bieti ENSRBIG00000036141
mandrillus_leucophaeus ENSMLEG00000029897
macaca_nemestrina ENSMNEG00000032435
macaca_fascicularis ENSMFAG00000041000
chlorocebus_sabaeus ENSCSAG00000002530
theropithecus_gelada ENSTGEG00000000705
papio_anubis ENSPANG00000022888
cercocebus_atys ENSCATG00000040704
piliocolobus_tephrosceles ENSPTEG00000032551
cebus_capucinus ENSCCAG00000020311
callithrix_jacchus ENSCJAG00000007480
otolemur_garnettii ENSOGAG00000033709
nannospalax_galili ENSNGAG00000021768
cricetulus_griseus_crigri-picr ENSCGRG00015020025
canis_lupus_familiaris ENSCAFG00000016849
vulpes_vulpes ENSVVUG00000003340
ursus_americanus ENSUAMG00000021902
erinaceus_europaeus ENSEEUG00000007049
dipodomys_ordii ENSDORG00000007899
saimiri_boliviensis_boliviensis ENSSBOG00000024432
aotus_nancymaae ENSANAG00000024005
castor_canadensis ENSCCNG00000006227
canis_lupus_dingo ENSCAFG00020023297
pteropus_vampyrus ENSPVAG00000015523
loxodonta_africana ENSLAFG00000013588
dasypus_novemcinctus ENSDNOG00000039782
ornithorhynchus_anatinus ENSOANG00000005767
xenopus_tropicalis ENSXETG00000021973
scleropages_formosus ENSSFOG00015002053
paramormyrops_kingsleyae ENSPKIG00000000416
pygocentrus_nattereri ENSPNAG00000015473
astyanax_mexicanus ENSAMXG00000015999
ictalurus_punctatus ENSIPUG00000002433
danio_rerio ENSDARG00000013533
tetraodon_nigroviridis ENSTNIG00000001757
takifugu_rubripes ENSTRUG00000021234
gasterosteus_aculeatus ENSGACG00000005628
labrus_bergylta ENSLBEG00000010477
monopterus_albus ENSMALG00000001499
mastacembelus_armatus ENSMAMG00000001234
anabas_testudineus ENSATEG00000009570
scophthalmus_maximus ENSSMAG00000016160
cynoglossus_semilaevis ENSCSEG00000012720
seriola_dumerili ENSSDUG00000017342
seriola_lalandi_dorsalis ENSSLDG00000012189
amphiprion_percula ENSAPEG00000000451
amphiprion_percula ENSAPEG00000000616
amphiprion_ocellaris ENSAOCG00000013144
acanthochromis_polyacanthus ENSAPOG00000001450
stegastes_partitus ENSSPAG00000003843
maylandia_zebra ENSMZEG00005023060
astatotilapia_calliptera ENSACLG00000003470
