caenorhabditis_elegans_strain_n2 WBGene00014165
drosophila_melanogaster FBgn0015527
anolis_carolinensis ENSACAG00000003174
pogona_vitticeps ENSPVIG00000005363
notechis_scutatus ENSNSUG00000019917
salvator_merianae ENSSMRG00000012380
sphenodon_punctatus ENSSPUG00000001707
apteryx_owenii ENSAOWG00000010897
apteryx_rowi ENSARWG00000004127
apteryx_haastii ENSAHAG00000012224
dromaius_novaehollandiae ENSDNVG00000007833
nothoprocta_perdicaria ENSNPEG00000013094
cyanistes_caeruleus ENSCCEG00000016097
parus_major ENSPMJG00000016199
ficedula_albicollis ENSFALG00000010509
zonotrichia_albicollis ENSZALG00000015337
serinus_canaria ENSSCAG00000003162
taeniopygia_guttata ENSTGUG00000005339
lonchura_striata_domestica ENSLSDG00000013632
manacus_vitellinus ENSMVIG00005010411
lepidothrix_coronata ENSLCOG00000003692
melopsittacus_undulatus ENSMUNG00000015929
calidris_pygmaea ENSCPGG00000010407
calidris_pugnax ENSCPUG00000013508
anser_brachyrhynchus ENSABRG00000009367
anas_platyrhynchos_platyrhynchos ENSAPLG00000002920
coturnix_japonica ENSCJPG00005003170
meleagris_gallopavo ENSMGAG00000002255
gallus_gallus ENSGALG00000010178
numida_meleagris ENSNMEG00000009990
crocodylus_porosus ENSCPRG00005004547
chelonoidis_abingdonii ENSCABG00000019410
chelonoidis_abingdonii ENSCABG00000017590
gopherus_agassizii ENSGAGG00000018983
chrysemys_picta_bellii ENSCPBG00000025470
pelodiscus_sinensis ENSPSIG00000016272
mus_musculus ENSMUSG00000041360
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023763
mus_spicilegus ENSMSIG00000023194
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022845
mus_pahari MGP_PahariEiJ_G0014338
rattus_norvegicus ENSRNOG00000048356
rattus_norvegicus ENSRNOG00000012574
meriones_unguiculatus ENSMUGG00000023130
cricetulus_griseus_chok1gshd ENSCGRG00001016402
cricetulus_griseus_crigri-picr ENSCGRG00015000127
cricetulus_griseus_crigri ENSCGRG00000010207
cricetulus_griseus_crigri-picr ENSCGRG00015004312
mesocricetus_auratus ENSMAUG00000009733
microtus_ochrogaster ENSMOCG00000019519
microtus_ochrogaster ENSMOCG00000014830
peromyscus_maniculatus_bairdii ENSPEMG00000019340
peromyscus_maniculatus_bairdii ENSPEMG00000026821
nannospalax_galili ENSNGAG00000019468
jaculus_jaculus ENSJJAG00000012563
castor_canadensis ENSCCNG00000009405
dipodomys_ordii ENSDORG00000003628
cavia_porcellus ENSCPOG00000008552
cavia_aperea ENSCAPG00000010592
cavia_aperea ENSCAPG00000014626
cavia_porcellus ENSCPOG00000040682
octodon_degus ENSODEG00000003625
octodon_degus ENSODEG00000016477
chinchilla_lanigera ENSCLAG00000011892
heterocephalus_glaber_male ENSHGLG00100018825
heterocephalus_glaber_female ENSHGLG00000015868
fukomys_damarensis ENSFDAG00000021027
heterocephalus_glaber_female ENSHGLG00000016568
heterocephalus_glaber_male ENSHGLG00100016557
urocitellus_parryii ENSUPAG00010016775
ictidomys_tridecemlineatus ENSSTOG00000009586
spermophilus_dauricus ENSSDAG00000020233
marmota_marmota_marmota ENSMMMG00000002513
oryctolagus_cuniculus ENSOCUG00000004189
oryctolagus_cuniculus ENSOCUG00000026104
ochotona_princeps ENSOPRG00000004225
tupaia_belangeri ENSTBEG00000013058
pan_troglodytes ENSPTRG00000020735
pan_paniscus ENSPPAG00000041337
homo_sapiens ENSG00000080608
gorilla_gorilla ENSGGOG00000006143
pongo_abelii ENSPPYG00000019255
nomascus_leucogenys ENSNLEG00000008712
cercocebus_atys ENSCATG00000024880
mandrillus_leucophaeus ENSMLEG00000034820
papio_anubis ENSPANG00000025118
theropithecus_gelada ENSTGEG00000021565
macaca_nemestrina ENSMNEG00000035288
macaca_mulatta ENSMMUG00000002362
macaca_fascicularis ENSMFAG00000001430
chlorocebus_sabaeus ENSCSAG00000008691
colobus_angolensis_palliatus ENSCANG00000006142
piliocolobus_tephrosceles ENSPTEG00000000990
rhinopithecus_bieti ENSRBIG00000036924
rhinopithecus_roxellana ENSRROG00000041089
saimiri_boliviensis_boliviensis ENSSBOG00000028066
cebus_capucinus ENSCCAG00000032650
callithrix_jacchus ENSCJAG00000010917
aotus_nancymaae ENSANAG00000024520
carlito_syrichta ENSTSYG00000007481
