calidris_pygmaea ENSCPGG00000014905
calidris_pugnax ENSCPUG00000008853
melopsittacus_undulatus ENSMUNG00000010553
lepidothrix_coronata ENSLCOG00000010536
manacus_vitellinus ENSMVIG00005012535
serinus_canaria ENSSCAG00000014444
lonchura_striata_domestica ENSLSDG00000010917
cyanistes_caeruleus ENSCCEG00000020951
parus_major ENSPMJG00000013019
ficedula_albicollis ENSFALG00000014868
junco_hyemalis ENSJHYG00000006351
zonotrichia_albicollis ENSZALG00000016408
gallus_gallus ENSGALG00000019843
meleagris_gallopavo ENSMGAG00000016743
coturnix_japonica ENSCJPG00005001077
numida_meleagris ENSNMEG00000008287
anser_brachyrhynchus ENSABRG00000004011
anas_platyrhynchos_platyrhynchos ENSAPLG00000001297
apteryx_haastii ENSAHAG00000003021
apteryx_owenii ENSAOWG00000006619
apteryx_rowi ENSARWG00000008904
dromaius_novaehollandiae ENSDNVG00000012297
nothoprocta_perdicaria ENSNPEG00000008145
