sus_scrofa ENSSSCG00000036153
bos_taurus ENSBTAG00000052016
panthera_tigris ENSPTIG00000004041
panthera_pardus ENSPPRG00000014384
felis_catus ENSFCAG00000044586
neovison_vison ENSNVIG00000004893
rhinopithecus_bieti ENSRBIG00000027236
rhinopithecus_roxellana ENSRROG00000028534
piliocolobus_tephrosceles ENSPTEG00000035411
papio_anubis ENSPANG00000029271
mandrillus_leucophaeus ENSMLEG00000015701
macaca_nemestrina ENSMNEG00000025671
macaca_fascicularis ENSMFAG00000009004
macaca_mulatta ENSMMUG00000046265
cercocebus_atys ENSCATG00000015424
theropithecus_gelada ENSTGEG00000015291
callithrix_jacchus ENSCJAG00000044353
carlito_syrichta ENSTSYG00000031018
