dasypus_novemcinctus ENSDNOG00000032850
choloepus_hoffmanni ENSCHOG00000001845
loxodonta_africana ENSLAFG00000000117
echinops_telfairi ENSETEG00000002855
urocitellus_parryii ENSUPAG00010018933
marmota_marmota_marmota ENSMMMG00000023816
ictidomys_tridecemlineatus ENSSTOG00000004601
spermophilus_dauricus ENSSDAG00000009739
castor_canadensis ENSCCNG00000018945
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025388
mus_spicilegus ENSMSIG00000001482
mus_musculus ENSMUSG00000074678
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024467
mus_pahari MGP_PahariEiJ_G0025910
rattus_norvegicus ENSRNOG00000036895
meriones_unguiculatus ENSMUGG00000021497
cricetulus_griseus_chok1gshd ENSCGRG00001011165
cricetulus_griseus_crigri-picr ENSCGRG00015003747
mesocricetus_auratus ENSMAUG00000002438
peromyscus_maniculatus_bairdii ENSPEMG00000026599
microtus_ochrogaster ENSMOCG00000019351
nannospalax_galili ENSNGAG00000022418
octodon_degus ENSODEG00000011947
chinchilla_lanigera ENSCLAG00000017251
cavia_aperea ENSCAPG00000002410
cavia_porcellus ENSCPOG00000002395
heterocephalus_glaber_male ENSHGLG00100007854
heterocephalus_glaber_female ENSHGLG00000016619
fukomys_damarensis ENSFDAG00000004884
oryctolagus_cuniculus ENSOCUG00000009984
ochotona_princeps ENSOPRG00000008597
prolemur_simus ENSPSMG00000003309
propithecus_coquereli ENSPCOG00000002068
microcebus_murinus ENSMICG00000032367
otolemur_garnettii ENSOGAG00000002340
callithrix_jacchus ENSCJAG00000039646
cebus_capucinus ENSCCAG00000026421
saimiri_boliviensis_boliviensis ENSSBOG00000026998
aotus_nancymaae ENSANAG00000026750
macaca_fascicularis ENSMFAG00000030937
macaca_nemestrina ENSMNEG00000034087
macaca_mulatta ENSMMUG00000005116
mandrillus_leucophaeus ENSMLEG00000029264
cercocebus_atys ENSCATG00000033044
papio_anubis ENSPANG00000016042
theropithecus_gelada ENSTGEG00000008688
chlorocebus_sabaeus ENSCSAG00000012789
rhinopithecus_bieti ENSRBIG00000008818
rhinopithecus_roxellana ENSRROG00000030430
colobus_angolensis_palliatus ENSCANG00000042246
piliocolobus_tephrosceles ENSPTEG00000002107
pan_paniscus ENSPPAG00000030283
pan_troglodytes ENSPTRG00000013353
homo_sapiens ENSG00000180383
nomascus_leucogenys ENSNLEG00000009576
carlito_syrichta ENSTSYG00000010777
tupaia_belangeri ENSTBEG00000010708
canis_lupus_dingo ENSCAFG00020004191
canis_lupus_familiaris ENSCAFG00000024871
vulpes_vulpes ENSVVUG00000008369
ursus_maritimus ENSUMAG00000000903
ursus_americanus ENSUAMG00000023509
ailuropoda_melanoleuca ENSAMEG00000013765
neovison_vison ENSNVIG00000019288
panthera_pardus ENSPPRG00000024099
panthera_tigris_altaica ENSPTIG00000016731
felis_catus ENSFCAG00000014658
erinaceus_europaeus ENSEEUG00000010011
equus_caballus ENSECAG00000017028
equus_asinus_asinus ENSEASG00005003654
pteropus_vampyrus ENSPVAG00000008255
capra_hircus ENSCHIG00000022925
ovis_aries ENSOARG00000000696
bos_taurus ENSBTAG00000031254
bos_mutus ENSBMUG00000015264
bison_bison_bison ENSBBBG00000009927
sus_scrofa ENSSSCG00000030733
vicugna_pacos ENSVPAG00000006088
tursiops_truncatus ENSTTRG00000005806
myotis_lucifugus ENSMLUG00000029687
