sarcophilus_harrisii ENSSHAG00000003748
monodelphis_domestica ENSMODG00000015250
vombatus_ursinus ENSVURG00010022965
vombatus_ursinus ENSVURG00010018580
phascolarctos_cinereus ENSPCIG00000017784
notamacropus_eugenii ENSMEUG00000005485
procavia_capensis ENSPCAG00000008263
echinops_telfairi ENSETEG00000008443
bos_indicus ENSBIXG00000008565
bos_indicus ENSBIXG00005026274
bos_taurus ENSBTAG00000000459
bos_mutus ENSBMUG00000017708
bison_bison ENSBBBG00000022988
capra_hircus ENSCHIG00000014384
tursiops_truncatus ENSTTRG00000013218
sus_scrofa ENSSSCG00000011293
chinchilla_lanigera ENSCLAG00000016690
octodon_degus ENSODEG00000020188
cavia_aperea ENSCAPG00000017751
cavia_porcellus ENSCPOG00000001557
heterocephalus_glaber ENSHGLG00100012262
heterocephalus_glaber ENSHGLG00000017016
fukomys_damarensis ENSFDAG00000018363
ursus_americanus ENSUAMG00000027926
ursus_maritimus ENSUMAG00000001760
canis_lupus ENSCAFG00020025217
canis_lupus ENSCAFG00000030823
vulpes_vulpes ENSVVUG00000005131
mustela_putorius ENSMPUG00000019327
neovison_vison ENSNVIG00000014742
panthera_pardus ENSPPRG00000018046
felis_catus ENSFCAG00000000541
erinaceus_europaeus ENSEEUG00000009679
myotis_lucifugus ENSMLUG00000016471
cricetulus_griseus ENSCGRG00015011340
cricetulus_griseus ENSCGRG00000016028
cricetulus_griseus ENSCGRG00001005327
mesocricetus_auratus ENSMAUG00000014681
microtus_ochrogaster ENSMOCG00000002998
peromyscus_maniculatus ENSPEMG00000010446
mus_spretus MGP_SPRETEiJ_G0033987
mus_spicilegus ENSMSIG00000023000
mus_musculus ENSMUSG00000066235
mus_caroli MGP_CAROLIEiJ_G0032839
mus_pahari MGP_PahariEiJ_G0015705
rattus_norvegicus ENSRNOG00000019492
nannospalax_galili ENSNGAG00000020861
castor_canadensis ENSCCNG00000016035
ictidomys_tridecemlineatus ENSSTOG00000000319
marmota_marmota ENSMMMG00000009085
urocitellus_parryii ENSUPAG00010012035
spermophilus_dauricus ENSSDAG00000009250
pan_troglodytes ENSPTRG00000014808
pan_paniscus ENSPPAG00000010923
gorilla_gorilla ENSGGOG00000000716
homo_sapiens ENSG00000144647
pongo_abelii ENSPPYG00000013967
nomascus_leucogenys ENSNLEG00000005893
macaca_nemestrina ENSMNEG00000007091
macaca_fascicularis ENSMFAG00000014340
macaca_mulatta ENSMMUG00000009745
cercocebus_atys ENSCATG00000007742
papio_anubis ENSPANG00000007801
theropithecus_gelada ENSTGEG00000014137
mandrillus_leucophaeus ENSMLEG00000027843
chlorocebus_sabaeus ENSCSAG00000016711
piliocolobus_tephrosceles ENSPTEG00000013633
colobus_angolensis ENSCANG00000010466
rhinopithecus_roxellana ENSRROG00000010365
rhinopithecus_bieti ENSRBIG00000021523
cebus_capucinus ENSCCAG00000019635
callithrix_jacchus ENSCJAG00000001724
saimiri_boliviensis ENSSBOG00000018244
aotus_nancymaae ENSANAG00000018903
carlito_syrichta ENSTSYG00000013904
prolemur_simus ENSPSMG00000004465
propithecus_coquereli ENSPCOG00000013138
equus_asinus ENSEASG00005007940
equus_caballus ENSECAG00000003314
oryctolagus_cuniculus ENSOCUG00000005987
ochotona_princeps ENSOPRG00000017114
dasypus_novemcinctus ENSDNOG00000001326
meriones_unguiculatus ENSMUGG00000023666
dipodomys_ordii ENSDORG00000023212
ornithorhynchus_anatinus ENSOANG00000010085
xiphophorus_maculatus ENSXMAG00000002768
xiphophorus_couchianus ENSXCOG00000017133
gambusia_affinis ENSGAFG00000009647
poecilia_formosa ENSPFOG00000020733
poecilia_latipinna ENSPLAG00000018452
poecilia_mexicana ENSPMEG00000022871
poecilia_reticulata ENSPREG00000010973
fundulus_heteroclitus ENSFHEG00000007314
cyprinodon_variegatus ENSCVAG00000015188
kryptolebias_marmoratus ENSKMAG00000009113
oryzias_latipes ENSORLG00020022592
oryzias_latipes ENSORLG00000022061
oryzias_latipes ENSORLG00015009304
oryzias_melastigma ENSOMEG00000021302
gouania_willdenowi ENSGWIG00000010412
cynoglossus_semilaevis ENSCSEG00000010753
cynoglossus_semilaevis ENSCSEG00000020912
takifugu_rubripes ENSTRUG00000013304
tetraodon_nigroviridis ENSTNIG00000006471
mola_mola ENSMMOG00000003115
periophthalmus_magnuspinnatus ENSPMGG00000022197
amphiprion_percula ENSAPEG00000008541
amphiprion_ocellaris ENSAOCG00000003097
acanthochromis_polyacanthus ENSAPOG00000005019
stegastes_partitus ENSSPAG00000000215
pundamilia_nyererei ENSPNYG00000005960
haplochromis_burtoni ENSHBUG00000021137
maylandia_zebra ENSMZEG00005025300
neolamprologus_brichardi ENSNBRG00000004244
oreochromis_niloticus ENSONIG00000020792
amphilophus_citrinellus ENSACIG00000004710
scophthalmus_maximus ENSSMAG00000012138
mastacembelus_armatus ENSMAMG00000005124
betta_splendens ENSBSLG00000022709
