sus_scrofa ENSSSCG00000007421
bos_mutus ENSBMUG00000004607
canis_lupus_familiaris ENSCAFG00000031732
canis_lupus_dingo ENSCAFG00020014008
vulpes_vulpes ENSVVUG00000016184
equus_asinus_asinus ENSEASG00005023379
castor_canadensis ENSCCNG00000022980
dipodomys_ordii ENSDORG00000011771
cricetulus_griseus_crigri-picr ENSCGRG00015021815
cricetulus_griseus_chok1gshd ENSCGRG00001011200
cricetulus_griseus_crigri ENSCGRG00000012946
mesocricetus_auratus ENSMAUG00000011887
microtus_ochrogaster ENSMOCG00000000320
peromyscus_maniculatus_bairdii ENSPEMG00000004609
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025583
mus_spicilegus ENSMSIG00000022320
mus_musculus ENSMUSG00000076434
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024663
mus_pahari MGP_PahariEiJ_G0026105
rattus_norvegicus ENSRNOG00000042162
meriones_unguiculatus ENSMUGG00000007105
nannospalax_galili ENSNGAG00000015758
octodon_degus ENSODEG00000008558
cavia_porcellus ENSCPOG00000012800
chinchilla_lanigera ENSCLAG00000007998
fukomys_damarensis ENSFDAG00000017963
ochotona_princeps ENSOPRG00000014241
ictidomys_tridecemlineatus ENSSTOG00000031894
urocitellus_parryii ENSUPAG00010002673
marmota_marmota_marmota ENSMMMG00000005342
tupaia_belangeri ENSTBEG00000005472
macaca_fascicularis ENSMFAG00000042167
macaca_nemestrina ENSMNEG00000004081
macaca_mulatta ENSMMUG00000021021
papio_anubis ENSPANG00000023205
theropithecus_gelada ENSTGEG00000019852
cercocebus_atys ENSCATG00000040522
mandrillus_leucophaeus ENSMLEG00000039588
rhinopithecus_roxellana ENSRROG00000041500
rhinopithecus_bieti ENSRBIG00000039666
colobus_angolensis_palliatus ENSCANG00000004358
pan_troglodytes ENSPTRG00000013562
pan_paniscus ENSPPAG00000011377
homo_sapiens ENSG00000124116
gorilla_gorilla ENSGGOG00000004633
pongo_abelii ENSPPYG00000011069
nomascus_leucogenys ENSNLEG00000006768
saimiri_boliviensis_boliviensis ENSSBOG00000023155
callithrix_jacchus ENSCJAG00000017367
aotus_nancymaae ENSANAG00000035755
chlorocebus_sabaeus ENSCSAG00000014484
piliocolobus_tephrosceles ENSPTEG00000024258
cebus_capucinus ENSCCAG00000035853
carlito_syrichta ENSTSYG00000028230
prolemur_simus ENSPSMG00000006939
propithecus_coquereli ENSPCOG00000023775
microcebus_murinus ENSMICG00000011205
ovis_aries ENSOARG00000006310
capra_hircus ENSCHIG00000019494
bos_taurus ENSBTAG00000016742
bison_bison_bison ENSBBBG00000008735
tursiops_truncatus ENSTTRG00000015983
vicugna_pacos ENSVPAG00000006786
pteropus_vampyrus ENSPVAG00000000367
ursus_maritimus ENSUMAG00000025164
ursus_americanus ENSUAMG00000010276
ailuropoda_melanoleuca ENSAMEG00000012504
panthera_pardus ENSPPRG00000023111
panthera_tigris_altaica ENSPTIG00000011730
felis_catus ENSFCAG00000041290
mustela_putorius_furo ENSMPUG00000017621
myotis_lucifugus ENSMLUG00000006704
carlito_syrichta ENSTSYG00000004220
otolemur_garnettii ENSOGAG00000004974
neovison_vison ENSNVIG00000010287
choloepus_hoffmanni ENSCHOG00000005041
dasypus_novemcinctus ENSDNOG00000003084
jaculus_jaculus ENSJJAG00000007071
phascolarctos_cinereus ENSPCIG00000032866
monodelphis_domestica ENSMODG00000027481
