apteryx_haastii ENSAHAG00000019050
apteryx_rowi ENSARWG00000005324
apteryx_owenii ENSAOWG00000001897
dromaius_novaehollandiae ENSDNVG00000001791
calidris_pygmaea ENSCPGG00000008989
calidris_pugnax ENSCPUG00000007071
nothoprocta_perdicaria ENSNPEG00000002324
manacus_vitellinus ENSMVIG00005011668
lepidothrix_coronata ENSLCOG00000001456
parus_major ENSPMJG00000010775
cyanistes_caeruleus ENSCCEG00000015209
ficedula_albicollis ENSFALG00000006068
taeniopygia_guttata ENSTGUG00000013396
lonchura_striata_domestica ENSLSDG00000006234
serinus_canaria ENSSCAG00000009571
zonotrichia_albicollis ENSZALG00000018065
junco_hyemalis ENSJHYG00000018223
melopsittacus_undulatus ENSMUNG00000004755
anser_brachyrhynchus ENSABRG00000010037
anas_platyrhynchos_platyrhynchos ENSAPLG00000009258
meleagris_gallopavo ENSMGAG00000014308
coturnix_japonica ENSCJPG00005017403
gallus_gallus ENSGALG00000022891
numida_meleagris ENSNMEG00000017031
crocodylus_porosus ENSCPRG00005003699
gopherus_agassizii ENSGAGG00000000348
chelonoidis_abingdonii ENSCABG00000011736
chrysemys_picta_bellii ENSCPBG00000002738
pelodiscus_sinensis ENSPSIG00000002650
anolis_carolinensis ENSACAG00000004569
pogona_vitticeps ENSPVIG00000014443
notechis_scutatus ENSNSUG00000010872
salvator_merianae ENSSMRG00000006339
sphenodon_punctatus ENSSPUG00000006808
xenopus_tropicalis ENSXETG00000023017
latimeria_chalumnae ENSLACG00000000053
lepisosteus_oculatus ENSLOCG00000002835
