mola_mola ENSMMOG00000008656
takifugu_rubripes ENSTRUG00000023655
labrus_bergylta ENSLBEG00000009469
gasterosteus_aculeatus ENSGACG00000009645
poecilia_mexicana ENSPMEG00000000392
poecilia_formosa ENSPFOG00000001126
poecilia_latipinna ENSPLAG00000002092
poecilia_reticulata ENSPREG00000020087
xiphophorus_maculatus ENSXMAG00000008129
xiphophorus_couchianus ENSXCOG00000007385
gambusia_affinis ENSGAFG00000007656
fundulus_heteroclitus ENSFHEG00000005457
cyprinodon_variegatus ENSCVAG00000012366
oryzias_latipes ENSORLG00020006246
oryzias_latipes ENSORLG00000008134
oryzias_latipes_asm223469v1 ENSORLG00015022140
oryzias_melastigma ENSOMEG00000015530
pundamilia_nyererei ENSPNYG00000016778
haplochromis_burtoni ENSHBUG00000005952
maylandia_zebra ENSMZEG00005027162
astatotilapia_calliptera ENSACLG00000007606
neolamprologus_brichardi ENSNBRG00000018752
oreochromis_niloticus ENSONIG00000012284
amphilophus_citrinellus ENSACIG00000002433
amphiprion_ocellaris ENSAOCG00000006835
amphiprion_percula ENSAPEG00000004529
acanthochromis_polyacanthus ENSAPOG00000007517
stegastes_partitus ENSSPAG00000005303
seriola_dumerili ENSSDUG00000014492
seriola_lalandi_dorsalis ENSSLDG00000003403
scophthalmus_maximus ENSSMAG00000005039
monopterus_albus ENSMALG00000013840
mastacembelus_armatus ENSMAMG00000007890
anabas_testudineus ENSATEG00000023033
cynoglossus_semilaevis ENSCSEG00000000640
hippocampus_comes ENSHCOG00000002734
periophthalmus_magnuspinnatus ENSPMGG00000002682
gadus_morhua ENSGMOG00000006783
esox_lucius ENSELUG00000015513
astyanax_mexicanus ENSAMXG00000041495
pygocentrus_nattereri ENSPNAG00000005484
ictalurus_punctatus ENSIPUG00000013723
danio_rerio ENSDARG00000095322
scleropages_formosus ENSSFOG00015010544
paramormyrops_kingsleyae ENSPKIG00000007616
lepisosteus_oculatus ENSLOCG00000014344
caenorhabditis_elegans_strain_n2 WBGene00001433
caenorhabditis_elegans_strain_n2 WBGene00001427
