amphiprion_ocellaris ENSAOCG00000016712
amphiprion_percula ENSAPEG00000017640
acanthochromis_polyacanthus ENSAPOG00000010778
stegastes_partitus ENSSPAG00000011949
poecilia_mexicana ENSPMEG00000018597
poecilia_latipinna ENSPLAG00000016444
gambusia_affinis ENSGAFG00000004986
cyprinodon_variegatus ENSCVAG00000014527
haplochromis_burtoni ENSHBUG00000003115
astatotilapia_calliptera ENSACLG00000010597
pundamilia_nyererei ENSPNYG00000015384
maylandia_zebra ENSMZEG00005002560
neolamprologus_brichardi ENSNBRG00000005689
pundamilia_nyererei ENSPNYG00000015398
pundamilia_nyererei ENSPNYG00000015372
haplochromis_burtoni ENSHBUG00000003106
astatotilapia_calliptera ENSACLG00000010633
maylandia_zebra ENSMZEG00005002579
neolamprologus_brichardi ENSNBRG00000005720
haplochromis_burtoni ENSHBUG00000003100
astatotilapia_calliptera ENSACLG00000010747
amphilophus_citrinellus ENSACIG00000014177
mola_mola ENSMMOG00000013813
labrus_bergylta ENSLBEG00000025102
seriola_dumerili ENSSDUG00000021070
seriola_lalandi_dorsalis ENSSLDG00000006869
anabas_testudineus ENSATEG00000010350
